WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD
0x361bbf4e1a2d636d7037a25642331a5008293a66,2.333333,6,10,60.15,6,34,6.015,10.531179659,0,0,0,0,0,0,0,0,1,0,0,0,0
0x91cdfef04f18573eaf578d572640e5d16739d9be,2.500000,11,6,2549.64,6,98,29.306206897,41.718237673,0,0,3,0,0,0,2,0,1,0,23,0,1758.9
0x0591d8be1bb01b27f28a99215ccf5a8a1da6fbae,15.833333,1,4,50.58,3,148,25.29,11,0,91,0,0,0,0,0,4,0,0,0,0,0
0xd0e08a720a1e225a42165cbb50493fb70f31f7b2,11.166667,4,12,4.21,9,120,0.1169444444,0.07691335112,0,0,0,0,0,2,2,1,1,0,0,0,0
0x7449442bf86a34d2116dfe1fd712176417013acf,3.500000,1,1,22397.2,1,170,1066.533333333,924.232747002,0,0,0,0,0,0,0,0,21,0,0,0,0
0xa667822991810327fb3a46e9d1cae7d96b01dd98,2.333333,1,2,18041.61,2,156,2577.372857143,5059.582962153,0,7,0,0,0,0,0,7,0,0,0,0,0
0x42f8406d03b055449f6d4e29c837dd0b5f2e1e2b,11.000000,5,10,140051.67,11,48,915.370392157,1236.491633506,12,0,0,0,0,2,3,0,3,0,1,0,1060
0xda3bd1b5bbcd458ee40304f078bcc4b9897b3b67,7.500000,9,15,17710.37,13,69,184.483020833,381.158058808,9,0,0,0,0,4,2,0,4,0,1,0,2150
0xd27ad0cd921b644198e7d13b74567746f6cb7e5a,2.333333,1,1,1150.46,1,72,82.175714286,114.238289223,0,0,0,0,0,0,14,0,0,0,14,0,1150.46
0xd31dfa10a5ba69356f6c627b61ea678f9dd726da,1.666667,1,1,558.9,1,73,55.89,72.264333941,0,0,0,0,0,0,10,0,0,0,10,0,558.9
0xeece8457b63e2f946ae31b0b6fb42305de484982,1.833333,1,1,622.25,1,71,56.568181818,37.253677992,0,0,0,0,0,0,11,0,0,0,11,0,622.25
0xec264aeacf0d35c0957b6906d5b4061d19b1bafb,4.000000,1,1,960.28,1,67,40.011666667,31.658353909,0,0,0,0,0,0,24,0,0,0,24,0,960.28
0x520321da3e028f18fd6a09935faf2401bf106aab,5.166667,6,8,4381.66,5,64,64.436176471,72.014487228,7,0,0,0,0,0,4,0,9,0,2,0,19.92
0x6e5fa41656a42190eab3a9284635dfbaf71cb9cc,3.166667,5,9,156.49,10,128,11.177857143,14.935705148,0,0,0,0,0,1,1,0,0,0,1,0,0.02
0xb9446a997655b9d40d1a16b3a885e837f0dbbe68,7.666667,3,7,10651.84,6,170,71.971891892,132.0838056,15,0,0,0,0,1,0,0,9,0,0,0,0
0xea11226b21734b17194bad8582abb6f25321fb38,14.000000,5,16,179265.08,14,131,900.829547739,3023.101781897,11,0,2,0,0,5,1,0,4,0,0,0,0
0xe9538d422bb64f6d3de9abe9a383df80d6752473,14.333333,11,10,72761.48,8,130,371.232040816,579.08457327,29,0,0,0,0,1,0,0,10,0,0,0,0
0xe49a14c97d2fa1dc737ae61986692e30687fb6c2,13.833333,3,11,6941.2,10,148,36.921276596,45.262662369,7,0,0,0,0,5,0,0,2,0,0,0,0
0x65d4f65571c08f783e2e383833fd78127ae8bc41,4.166667,3,9,1169.62,11,125,32.489444444,44.694569142,1,0,0,0,0,5,0,0,3,0,0,0,0
0x7008d0422ff308593eb96f877495d2722d719638,2.666667,6,8,25052.67,7,60,1192.984285714,858.340586362,2,0,0,0,0,0,1,0,3,0,0,0,0
0xb7140352a346df215d2985959ac43b756af4eaac,3.000000,2,4,19952.09,4,32,108.435271739,377.136007143,14,0,0,0,0,1,0,0,2,0,0,0,0
0x8f1ec0554ae97ff549e8e972d34ab2766b4fb276,16.500000,4,12,6569.45,13,100,30.555581395,95.243068705,8,0,0,0,0,4,0,0,6,0,0,0,0
0x78070d968d57c1b240b565246fd0bbbcc8840a2c,13.666667,4,10,29497.61,11,95,93.052397476,123.147310448,16,0,0,0,0,3,0,0,1,0,0,0,0
0xd3f83cab997f79db7743a210d133b59df89770cc,4.500000,4,7,2823.31,9,59,21.886124031,49.360526289,7,0,0,0,0,1,0,0,4,0,0,0,0
0xe25570ec8899a64b7a4ed8d29ce6d5601e1ab08b,15.166667,7,12,18687.5,10,91,87.324766355,325.677489664,8,0,0,0,0,13,1,0,5,0,0,0,0
0xdaafbac066eb1ab6d299a0b193cfcf892d4b857a,7.833333,7,9,16350.48,9,144,81.7524,162.273760122,12,0,0,0,0,6,1,0,4,0,0,0,0
0x0270abeffcc86576916e3784d22af2553fcca35e,4.833333,4,11,1864.7,12,53,36.562745098,129.020958536,1,0,0,0,0,4,0,0,2,0,0,0,0
0xe251d034de307efe28df7dec88b6ff1e5e50d2b2,5.333333,7,11,47102.48,11,47,495.815578947,957.202864984,4,0,0,0,0,4,1,0,4,0,0,0,0
0xc02e28223245f6b3f4cab6cd8853dc925524074d,5.000000,5,7,51,6,166,3.4,5.635249773,1,0,0,0,0,1,0,0,1,0,0,0,0
0xaa6f572bac6f42414c629bc81fd1038d2d4add5c,11.166667,7,11,6758.57,11,148,44.173660131,366.297189997,8,0,0,0,0,3,0,0,3,0,0,0,0
0x1aa729b8724d5984ac496e1203de52e8282dcfa3,4.166667,6,14,4504.33,9,34,132.480294118,223.542792041,2,0,0,0,0,2,1,0,8,0,0,0,0
