,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15
3663,9.971882,6.458993,2.555864,3.3026855,6.3659005,5.6098366,8.564692,4.370922,3.9819176,6.083004,2.555824,8.24452,6.5496793,3.7630847,5.045999
3664,9.995319,6.473022,2.4511566,2.6315532,6.0716414,5.181867,8.391885,5.0275846,4.0251226,6.1943026,2.8183467,8.254114,6.60145,4.2335873,5.4813356
3665,9.945633,5.5681763,2.7725766,3.46892,6.30075,5.585006,8.581771,3.9376287,3.609472,6.060715,2.5933645,8.5766535,6.503475,3.5038598,4.9706073
3666,9.870699,7.279709,2.0562942,0.62206256,9.514577,2.7858877,8.886578,9.437248,0.2389571,6.8633657,5.9375377,4.852935,8.18521,3.0238025,6.505911
3667,10.080555,6.5572476,2.111354,-1.3431627,4.9511957,3.797806,9.438692,8.372526,3.1438673,6.6709805,3.9193141,7.973809,7.1914287,7.2342095,8.140239
3668,10.014705,7.410799,2.0829146,0.6772962,9.3621435,2.100154,8.888839,9.073077,1.2572703,6.893532,5.684283,4.8386035,5.171026,4.4355226,6.881728
3669,9.953881,6.38114,2.556502,3.3301394,6.1632557,5.920992,8.663594,4.540353,4.175642,6.099113,2.5323122,7.6090627,6.6697087,4.009894,5.1467056
3670,9.940226,5.5418377,2.7795308,3.4376466,6.1463137,5.633096,8.606214,3.9562595,3.6828554,6.069363,2.609106,8.31193,6.5531583,3.5899687,5.030138
3671,9.911206,7.3385997,2.3732333,3.3900094,7.0132847,7.1740775,9.10625,5.7996,4.987738,6.297977,3.6845787,7.570144,6.803422,4.452413,6.1559424
3672,9.9476385,6.5063653,2.5625541,3.5246363,6.4118195,6.054246,8.652114,4.469181,4.163717,6.0798187,2.503851,7.8471203,6.611168,3.8501914,5.009288
3673,9.985923,6.402461,2.5328534,3.2282283,6.4161015,5.4899697,8.542962,4.4874544,3.8885918,6.0799236,2.4900959,8.287577,6.5489464,3.874897,5.079774
3674,9.918109,8.826518,2.3209822,0.55496985,3.3300126,6.461381,9.706683,4.444099,6.991581,6.491771,4.850494,6.44723,6.988295,3.0551932,6.2401023
3675,9.903884,8.875508,2.2921703,0.52192825,3.3212938,6.4721828,9.72818,4.5968604,6.9938965,6.4989676,4.936347,6.3316293,7.0240602,3.2019153,6.3377943
3676,9.938087,6.6825185,2.6853244,3.1042962,5.1219134,5.9434705,8.769545,3.4761941,4.5792027,6.0739384,2.586296,7.45549,6.6362553,3.0679052,4.642618
3677,9.938831,6.661472,2.687012,3.1254923,5.157889,5.9337564,8.758959,3.4926896,4.547036,6.072028,2.57984,7.4757047,6.629519,3.0881164,4.654086
3678,9.929231,8.935326,2.1098104,-0.16719584,2.8841712,6.150766,9.686761,5.5340986,7.2992425,6.614182,4.984627,5.5467978,7.1411915,4.0320187,6.547449
3679,10.03167,8.795695,1.9328649,-1.7504463,2.1631763,4.818499,9.213957,6.581878,8.37497,6.743546,4.536824,5.661352,6.933264,4.387808,6.262415
3680,9.987504,9.040664,1.9576087,-1.7857059,2.2862182,5.40343,9.854224,6.460907,7.6171875,6.7864428,5.07475,5.7293525,7.227556,4.5177593,6.9681015
3681,10.013627,8.72472,1.9359245,-1.5938401,2.3652914,4.8009744,9.050381,6.85201,8.465699,6.7840824,4.7310343,5.664197,6.871841,4.4985147,6.37628
3682,10.002314,8.855735,1.92054,-1.6771423,2.267882,4.9993014,9.299483,6.826192,8.239461,6.794275,4.874346,5.491251,7.0078554,4.6304092,6.5923505
3683,9.972525,8.858034,1.9856297,-0.9401151,2.589725,5.565074,9.611564,6.3389864,7.3296733,6.6751614,4.844924,5.224586,7.1928015,4.750468,6.6982183
3684,10.006729,9.102325,1.9548789,-2.1381521,2.0876768,5.31537,9.968547,6.306292,7.747758,6.797474,4.9867716,5.9906898,7.235387,4.282189,6.910151
3685,10.025585,8.746828,1.9364245,-1.5346806,2.3213177,4.9621444,9.363676,6.5746565,7.815139,6.6974874,4.4940987,5.4544334,7.054986,4.6922417,6.3970623
3686,10.03387,8.736458,1.9383235,-1.5438972,2.2476375,4.9055123,9.296336,6.4738984,7.9799013,6.6838384,4.3840084,5.481181,7.0109825,4.560443,6.237607
3687,10.022996,8.95288,1.9374206,-2.019892,2.1405387,5.0626903,9.687848,6.4980655,7.844861,6.764413,4.758429,5.8020005,7.1416473,4.475343,6.6924467
3688,9.965685,8.909504,1.9906982,-1.0143112,2.5968125,5.606214,9.658927,6.3613048,7.386646,6.7043133,4.9825807,5.34193,7.1953225,4.6815143,6.805255
3689,10.125108,7.1971765,2.0417395,-1.6960884,5.000687,3.4577508,9.319888,8.664279,3.7846415,6.7249937,4.3033595,7.8123674,7.179376,7.0986423,8.047034
3690,9.984029,9.063176,1.9649227,-1.7670674,2.2607954,5.4198914,9.806165,6.4092636,7.7990665,6.796739,5.109038,5.785362,7.186313,4.3829293,6.9157343
3691,10.011969,8.69054,2.0810628,-0.47712976,2.5574565,5.5941195,9.542318,5.222931,7.2806344,6.4784803,4.008564,5.5645475,7.0809937,3.9575388,5.8250947
3692,9.994971,9.045627,1.9750627,-1.6916071,2.2768545,5.514179,10.006936,6.180256,7.303442,6.7253475,4.904762,5.7059712,7.301128,4.4851317,6.902751
3693,9.97894,8.917414,1.9568644,-1.1815381,2.3517911,5.4679804,9.550593,6.373985,7.7255263,6.711625,4.8426924,5.2062454,7.156243,4.6267285,6.5994134
3694,10.108571,7.195684,2.0423493,-1.641389,4.9891562,3.5180135,9.352773,8.601092,3.7544687,6.711115,4.279528,7.8008385,7.175816,7.0417695,8.042241
3695,9.954782,8.915961,1.9931995,-0.94263655,2.6117673,5.5902457,9.495309,6.44154,7.726127,6.7377844,5.1011376,5.359918,7.1051106,4.5691013,6.7587404
3696,9.952651,8.908635,2.0752807,-0.34981754,2.6944044,5.995771,9.693207,5.547271,7.276882,6.5878286,4.743904,5.3855743,7.172195,4.1534963,6.4105916
3697,9.95347,8.795282,2.1307223,0.09002074,2.8562353,6.112778,9.639913,5.1298428,7.088438,6.5009108,4.470154,5.4483786,7.132545,3.9356775,6.1182556
3698,10.025997,8.854651,1.936881,-1.6801485,2.1449256,5.0195565,9.437353,6.415021,8.018288,6.710494,4.526806,5.5195246,7.0586,4.4757786,6.3575563
3699,10.039154,8.747387,1.9903843,-1.2877985,2.2315357,5.078745,9.367569,5.8877697,7.9141726,6.6025567,4.13823,5.62273,6.998879,4.1482234,5.9435797
3700,9.972102,8.9565115,1.9866761,-1.0234745,2.3897665,5.6324964,9.638069,6.1202793,7.626636,6.6839943,4.8426847,5.27094,7.1758065,4.4628544,6.572605
3701,10.077344,7.52372,2.0099757,-1.6932387,4.813118,3.6155322,9.410163,8.46142,4.0435567,6.692422,4.3658085,7.585784,7.1668987,6.746147,7.941007
3702,9.930653,8.9418955,2.084574,-0.38929158,2.9013414,6.035984,9.688969,5.849007,7.3241615,6.666148,5.1285496,5.5966496,7.1480103,4.209093,6.744701
3703,9.990677,8.93493,1.962323,-1.3873507,2.3591337,5.4303756,9.719878,6.346645,7.4644012,6.7058783,4.817151,5.393733,7.21614,4.6553364,6.723601
3704,10.116677,7.006048,2.0698671,-1.7163612,4.7760606,3.6322975,9.388935,8.539684,3.570199,6.70643,4.070651,7.880951,7.2138386,7.2723684,8.124801
3705,9.945278,8.956715,2.033234,-0.5918873,2.6234303,5.898174,9.636211,5.946146,7.498862,6.663405,4.9771886,5.2785344,7.1661444,4.3568635,6.6086693
3706,10.059112,7.019428,2.0620167,-1.5094382,4.8644633,3.7666879,9.506212,8.422405,3.4459832,6.678649,4.133309,7.7659655,7.1984377,6.9736357,8.128951
3707,9.956122,8.901188,2.0510628,-0.38911116,2.5987055,5.941614,9.642351,5.6232038,7.3695927,6.5902667,4.69007,5.221337,7.173548,4.2421412,6.3507137
3708,10.00583,9.013997,1.9844661,-1.6010683,2.2183053,5.499687,9.965623,5.966026,7.34144,6.6801434,4.6953917,5.683275,7.277674,4.3549166,6.677998
3709,9.959092,8.924916,2.1010785,-0.50312454,2.7322388,5.931276,9.713669,5.4652476,7.37063,6.606036,4.784075,5.7738333,7.1209655,3.9089696,6.4326186
3710,10.005334,8.827019,1.9691738,-1.0767542,2.3006284,5.377438,9.509961,6.0817323,7.60324,6.6216393,4.4321737,5.1679745,7.139168,4.542598,6.264726
3711,9.991971,6.984672,2.357687,2.5658567,6.5575356,5.5457077,8.804771,5.412099,4.355167,6.2401986,3.1747835,8.161076,6.672706,4.398533,5.8607535
3712,10.008526,8.819902,1.96098,-1.1638141,2.2988508,5.314682,9.509328,6.173299,7.5973005,6.634043,4.444244,5.1925077,7.140889,4.5997767,6.3085885
3713,9.996365,8.964184,1.9877744,-1.2561771,2.2681684,5.559928,9.795799,5.9261456,7.4424663,6.648923,4.6313457,5.4205556,7.229967,4.385027,6.5052896
3714,9.963818,9.052355,1.9832876,-1.271013,2.3423858,5.7184515,9.826832,6.1561246,7.5980816,6.7385383,5.0625706,5.453318,7.2399445,4.405068,6.813792
3715,10.061841,7.3737187,2.0179956,-1.7548085,4.752817,3.6617966,9.51997,8.545299,3.7300231,6.698567,4.30028,7.652084,7.2106333,6.915241,8.1437645
3716,9.9790945,8.896676,2.082532,-0.7012755,2.615691,5.7614646,9.685978,5.491629,7.4421005,6.5988607,4.623904,5.8001227,7.1069255,3.9161508,6.3287206
3717,9.937127,6.6757812,2.6968443,3.151041,5.2041283,5.951751,8.760331,3.4969666,4.520145,6.073561,2.6208909,7.5268483,6.6150894,3.0756443,4.68394
3718,9.995837,8.87187,1.9807733,-0.9773092,2.3046172,5.5027747,9.563903,5.9640822,7.5772276,6.61547,4.4792356,5.1428533,7.1598477,4.4710317,6.277503
3719,9.969503,8.94228,2.0012279,-1.2078353,2.495632,5.4069333,9.402146,6.396931,8.142691,6.766329,5.071275,5.6919,6.9971976,4.2503486,6.626611
3720,9.957734,8.941372,2.0923116,-0.66882044,2.7620983,5.862582,9.712755,5.65506,7.4414744,6.6500287,4.9248796,5.900897,7.10934,3.949971,6.5776496
3721,9.917073,8.924929,2.1420166,0.06001038,3.0313451,6.287463,9.702055,5.404502,7.191112,6.5993733,5.033893,5.6301346,7.135305,3.9393551,6.5638046
3722,9.943324,8.832228,2.1172457,0.0064548403,2.9044995,6.1292243,9.675866,5.359259,7.0610948,6.543603,4.681559,5.428794,7.1607285,4.0893435,6.3423886
3723,9.957836,8.932778,1.9250842,-1.5682557,2.3834434,5.3851404,9.508423,6.8415775,8.127825,6.8742023,5.3010917,5.5285354,7.11423,4.5948634,6.9435816
3724,9.952407,8.948898,1.9841083,-0.93560934,2.5192244,5.7068186,9.613903,6.317985,7.6070356,6.725294,5.0684705,5.239739,7.1800294,4.577621,6.757103
3725,9.936118,8.910041,2.10288,-0.13810399,2.8428566,6.1320877,9.686915,5.487815,7.2344613,6.5897055,4.863977,5.4475713,7.157523,4.080536,6.4658513
3726,9.975054,8.78664,2.0942342,-0.27963752,2.7375667,5.8929405,9.670977,5.342909,7.079298,6.5191474,4.4072833,5.4732003,7.156342,4.100161,6.182536
3727,9.921862,8.881576,2.1248407,0.04957426,3.0360785,6.2356915,9.696495,5.5240264,7.0793867,6.5933957,4.977146,5.4959126,7.162352,4.1270885,6.580814
3728,10.088973,6.874358,2.082131,-1.4672214,4.9797006,3.6845777,9.41849,8.476093,3.4073033,6.6887007,4.0974946,7.8741593,7.188533,7.0982122,8.106525
3729,9.994601,8.929688,1.9833158,-1.3411402,2.371935,5.4249988,9.683635,6.195453,7.562656,6.691801,4.7589827,5.5411043,7.168032,4.4603586,6.6139994
3730,9.938319,8.876655,2.0901442,-0.0819976,2.820356,6.1131344,9.652076,5.517437,7.200369,6.575277,4.7861094,5.290218,7.1686807,4.1858172,6.4081273
3731,9.989565,8.880169,2.0798132,-0.8160767,2.5909188,5.6810536,9.699593,5.4924755,7.431797,6.5970173,4.558035,5.894127,7.103244,3.8964777,6.3086705
3732,9.9613905,8.907457,2.0722668,-0.5766029,2.7336605,5.901016,9.778812,5.67661,7.1462626,6.6099396,4.795818,5.580222,7.195639,4.222623,6.5717616
3733,9.961348,8.933836,2.0010462,-0.86328286,2.5652392,5.738824,9.703546,6.1529183,7.3422275,6.6739893,4.9307723,5.2450953,7.2204294,4.595389,6.7142363
3734,9.988218,8.864606,2.0611422,-0.63734066,2.4987123,5.7649274,9.704406,5.415874,7.3114953,6.55169,4.407342,5.494547,7.162238,4.0617113,6.1822844
3735,9.934294,8.888351,2.0898707,-0.07663129,2.8321047,6.130718,9.647979,5.5478272,7.229301,6.5859704,4.8408756,5.293216,7.1657104,4.1855702,6.442468
3736,9.960461,9.016311,2.0135427,-1.0574837,2.5309613,5.8011794,9.876057,6.0686398,7.280654,6.697904,5.036872,5.492017,7.2612753,4.458162,6.860846
3737,9.9536,8.879507,2.1062448,-0.21040826,2.7714682,6.046605,9.696744,5.340877,7.2109084,6.556932,4.6610355,5.5207095,7.1499405,3.9902825,6.3152733
3738,9.995704,9.067401,2.0098913,-1.5803175,2.2739484,5.615169,10.047904,5.84796,7.3345413,6.6935854,4.8181887,5.8735895,7.2821093,4.183887,6.760898
3739,9.94033,8.853461,2.1196432,0.06155727,2.8606951,6.170766,9.654968,5.272697,7.1533957,6.5369396,4.666938,5.3874245,7.1486683,4.0069757,6.2711954
3740,9.967334,6.5244193,2.5311446,3.1466074,6.2712884,5.6764617,8.646487,4.6093974,4.0880346,6.127742,2.7545145,7.975757,6.6265225,3.9847262,5.330557
3741,9.984199,6.093292,2.5600455,3.1454077,6.174161,5.478676,8.562253,4.524731,3.8802936,6.08575,2.4218178,7.9652867,6.6164746,4.041776,5.1280293
3742,10.071171,7.6904197,2.306371,2.6940777,11.46958,1.2253809,8.333052,4.523341,9.457658,6.500815,4.0144,7.2080846,7.02966,4.635822,6.5186596
3743,10.023177,-0.6170467,3.0448444,1.6940359,6.046532,4.8408365,9.018326,6.1424737,3.6496162,6.4176145,3.347171,8.645393,7.0430713,5.6739345,6.905505
3744,9.887898,6.561198,2.069385,0.70638794,9.327945,3.1478293,9.030726,9.418352,-0.10875554,6.7393937,5.677527,5.213659,8.919529,2.9435577,6.432957
3745,10.0173645,4.637497,2.4760926,1.6868484,6.62438,5.124928,9.067855,6.7502513,3.289508,6.403266,3.4059348,8.390183,6.935682,5.881253,6.995156
3746,9.953506,3.6562498,2.9773102,3.382147,5.906174,5.574091,8.644563,3.8165338,2.7934191,6.039799,1.867376,8.865705,6.6777315,3.8887966,4.8570857
3747,10.036256,2.09985,2.809385,1.924017,6.1043353,4.8284144,8.91237,5.906779,3.2003572,6.2946973,3.0048952,8.39822,6.9091315,5.444146,6.467463
3748,10.028887,3.7917004,2.56666,1.6333166,6.539538,4.8549995,8.986973,6.6224246,3.0847764,6.3916516,3.2672908,8.61242,6.929247,5.8676777,6.9076347
3749,9.989257,6.03681,2.558821,3.1750338,6.1990385,5.4564366,8.541907,4.510377,3.844136,6.071076,2.3246977,7.985862,6.6058984,4.0401797,5.05227
3750,10.093477,7.7203455,2.438444,2.859943,11.429296,1.2349327,8.294636,4.1528435,9.822068,6.4459047,3.9810624,7.2595882,7.0736513,4.53836,6.5424
3751,9.973933,6.205908,2.5937958,3.237504,6.2786975,5.4990096,8.556381,4.3493295,3.8466802,6.0835133,2.5544715,8.253733,6.557276,3.8107882,5.102984
3752,9.900826,6.723278,2.800264,3.8901772,6.4666224,5.868449,8.590875,3.4007509,3.6699388,6.047645,3.0868633,8.861379,6.376771,2.847979,5.0000796
3753,9.900021,8.68202,2.308955,0.44183198,3.3634405,6.260102,9.703975,4.1885867,6.9076514,6.4096975,4.5845604,6.9432297,6.9781795,2.7059393,6.025373
3754,9.777386,8.015727,2.9997954,4.216533,6.1542745,6.7470512,9.089329,2.641592,3.9328048,6.202086,5.250652,8.346201,6.496881,2.2919183,6.3537016
3755,10.063872,7.6828494,2.3956738,2.7981646,11.393774,1.2612948,8.335968,4.2060747,9.811918,6.466047,4.036864,7.28781,7.065561,4.5535684,6.592273
3756,10.08768,7.717127,2.4262002,2.85967,11.417392,1.2542357,8.297251,4.1707015,9.778577,6.45052,3.9709725,7.262781,7.058756,4.5434003,6.5315566
3757,10.06826,7.688485,2.4045699,2.8101082,11.396105,1.2591884,8.329665,4.1894913,9.824243,6.461491,4.029031,7.2865753,7.0672574,4.5483685,6.5868692
3758,10.090447,7.721115,2.431355,2.868083,11.418701,1.2539556,8.292507,4.1640487,9.775945,6.448492,3.9633822,7.25994,7.0593853,4.541517,6.5250936
3759,9.881866,6.949616,2.0763876,0.70353013,9.30879,3.0429387,8.96116,9.299803,0.31617856,6.7834334,5.7276382,5.135928,8.355675,3.1507373,6.5046015
3760,9.787359,7.783819,2.37487,4.6439815,7.914266,9.400886,9.434349,6.53199,5.895878,6.302623,4.0562153,7.04129,6.918457,4.5118546,6.301117
3761,10.0348625,4.449476,2.5481396,1.9618173,6.5499954,4.776915,8.80298,6.0852365,3.1204216,6.318243,3.0157645,8.757392,6.7795043,5.363797,6.42331
3762,9.861157,7.1681685,2.0684454,0.7439055,9.533873,2.889864,8.920416,9.389647,0.20543242,6.82976,5.882762,4.897292,8.246438,3.0326524,6.47597
3763,9.92169,7.242091,2.390193,3.189268,6.7952986,6.862263,9.097958,5.6214705,4.8135476,6.2961226,3.7041538,7.618705,6.806977,4.428861,6.190498
3764,9.916347,7.21296,2.3990731,3.2785254,6.7082987,6.906674,9.052256,5.5179625,4.8674574,6.269194,3.5087514,7.4613304,6.8094406,4.3896065,5.9960647
3765,9.935497,5.651655,2.7817,3.5108898,6.2349358,5.684026,8.603653,3.879918,3.6916018,6.0617366,2.6220222,8.45518,6.5172553,3.458878,4.952728
3766,9.939125,7.104438,2.3863106,3.1773624,6.7933617,6.583089,8.968344,5.547281,4.7396674,6.253686,3.3793378,7.6559877,6.764913,4.428424,5.952214
3767,9.934691,5.6423874,2.7884092,3.528584,6.274632,5.6676197,8.597246,3.8634083,3.6570773,6.0597787,2.629243,8.517508,6.5051217,3.437457,4.949713
3768,9.881733,7.1098113,2.4296489,3.6651313,6.680022,7.2642245,8.98933,5.3220587,4.9647493,6.2260475,3.1304984,7.1407466,6.832406,4.289358,5.574914
3769,9.931103,7.16025,2.379669,3.1578436,6.805161,6.7470016,9.05553,5.649165,4.779159,6.2835407,3.5593922,7.6233006,6.8017893,4.48697,6.1140866
3770,9.986375,8.8277645,2.0944386,-0.5149831,2.6275346,5.7890925,9.674424,5.289956,7.2901945,6.53863,4.393414,5.6975408,7.1162734,3.8994443,6.138368
3771,9.91396,7.107262,2.4248261,3.315957,6.560846,6.8468237,9.005935,5.3582287,4.8315907,6.2407074,3.3188517,7.3368697,6.8113704,4.3457427,5.8213787
3772,9.943803,8.848336,2.1336722,-0.05018313,2.9477391,6.1333303,9.723521,5.3186355,7.033763,6.5517254,4.7313156,5.6161556,7.154724,3.9954693,6.4024515
3773,9.950882,6.316499,2.6079955,3.2671082,5.977459,5.783968,8.6578,4.3235865,4.089226,6.099208,2.6268182,7.6479273,6.659744,3.885681,5.1783614
3774,9.918864,6.9759126,2.4547288,3.3251565,6.4519095,6.6748867,8.940281,5.1660714,4.721045,6.211471,3.1542342,7.348084,6.7884545,4.2682824,5.670023
3775,9.962014,6.5825806,2.5145283,3.1524177,6.275984,5.8065925,8.690302,4.704018,4.2025332,6.140083,2.7875323,7.833004,6.6595287,4.051953,5.3743076
3776,9.9506,8.85715,2.1239269,-0.14920592,2.8822565,6.0825963,9.728953,5.3227735,7.0791388,6.5531282,4.689826,5.6244354,7.15515,3.9852824,6.3754
3777,9.936734,6.711774,2.6776917,3.0654688,5.0783334,5.963312,8.791859,3.4660437,4.626198,6.079474,2.6015494,7.4221654,6.65546,3.0465138,4.633866
3778,9.881772,7.0719433,2.4353862,3.6830163,6.6284065,7.2332277,8.978237,5.246771,4.9482203,6.2199554,3.0542164,7.108881,6.835174,4.2664685,5.4961615
3779,9.963126,8.826962,2.114457,-0.20872629,2.8103797,5.99534,9.706676,5.2920656,7.084824,6.5336246,4.542889,5.5830483,7.151477,3.9988487,6.267564
3780,9.932157,6.426307,2.650038,3.31903,5.9623394,5.859923,8.702777,4.251501,4.0622797,6.1156273,2.844256,7.5683155,6.683517,3.8904538,5.3322597
3781,10.0915365,7.729547,2.0413456,2.538533,11.201104,1.597886,8.374594,5.322461,8.03617,6.521629,3.899705,7.074743,6.7451653,4.753838,6.2554603
3782,9.905408,8.798568,2.1942093,0.43698323,3.3670905,6.4137454,9.693346,5.33666,6.8395996,6.562547,5.0127854,5.729944,7.1312447,3.979422,6.592897
3783,10.120813,7.7257266,2.1478996,2.785902,10.945377,1.832458,8.3133335,5.014923,7.8106613,6.4389095,3.6712072,7.103083,6.6959047,4.628125,6.1025605
3784,9.993642,6.495938,2.4539993,2.6625197,6.135299,5.2188544,8.426985,5.0175285,4.0202494,6.1930537,2.851615,8.2878065,6.5984483,4.2162895,5.504178
3785,9.759885,7.8058014,3.1459348,4.153476,5.776147,6.5457864,9.028771,2.374211,3.6486847,6.2007227,5.069096,7.673481,6.669055,2.877806,6.166342
3786,9.858475,7.131463,2.0487475,0.77607995,9.549216,2.9749832,8.926066,9.42448,0.12952873,6.8197265,5.899299,4.8743463,8.419294,2.932202,6.4560866
3787,9.893202,7.386025,2.0267434,0.7344888,9.747457,2.7710528,8.80489,9.625338,-0.1744053,6.8716598,6.1607084,4.5636506,8.630412,2.5798807,6.260855
3788,9.964713,6.6582904,2.521534,3.1485946,6.360106,5.717462,8.666142,4.6257443,4.135462,6.1390777,2.8631933,8.09824,6.6083717,3.924105,5.371763
3789,10.032557,2.8694925,2.750218,2.0250258,6.1027884,4.8833194,8.883724,5.7875443,3.1697867,6.2680354,2.9248486,8.306655,6.872366,5.3337264,6.330846
3790,9.9955845,4.460733,2.6982887,2.7511704,5.9773936,5.210343,8.672028,4.865657,3.493998,6.1484056,2.5442514,8.007868,6.728059,4.512141,5.5456553
3791,10.091859,7.678266,2.1583664,2.6859539,10.86556,1.9072412,8.362061,5.174073,7.6197295,6.4511733,3.7503169,7.0918555,6.7426186,4.62457,6.1460605
3792,9.923195,6.8923564,2.5170524,3.708909,2.3648524,5.9725356,2.5164964,6.0450516,4.6605005,6.3836203,3.193675,7.3670945,6.5913863,4.0323954,5.122162
3793,9.909602,5.813789,2.8513312,3.7082777,6.184927,5.761473,8.562145,3.5950768,3.6375859,6.040565,2.673174,8.440404,6.4861875,3.2395082,4.8565664
3794,9.909551,5.8118587,2.8518672,3.7091134,6.1851635,5.761341,8.562197,3.5934856,3.6367402,6.040408,2.6725023,8.4414835,6.4859433,3.238428,4.8554697
3795,9.853887,6.786188,2.484311,3.6942413,2.6486998,6.0024686,2.9508686,5.9576077,4.6740775,6.3009706,3.1359692,7.3718314,6.6350274,4.0771375,5.026622
3796,9.844309,6.775464,2.4858334,3.6959186,2.6665108,6.0101147,2.9747682,5.9535646,4.6781936,6.3003035,3.1285205,7.3689013,6.6336474,4.075535,5.0199523
3797,9.855473,6.809703,2.4635031,3.8362513,2.0597389,6.071577,2.0384781,6.221518,4.7554855,6.3164916,3.1749556,7.264731,6.5431857,4.0992227,5.080719
3798,9.842034,6.788885,2.4985611,3.8432813,2.1445525,6.084663,2.1663625,6.209385,4.773988,6.316322,3.1854024,7.279196,6.5823812,4.0820384,5.0567794
3799,9.823865,6.7531004,2.4970636,3.7068744,2.6970863,6.0284986,3.0140004,5.9517245,4.691916,6.306815,3.110504,7.356401,6.6222234,4.0639486,5.0080976
3800,9.848786,6.7801275,2.484391,3.6948824,2.6595821,6.0062685,2.9662492,5.955383,4.67623,6.2998686,3.1322343,7.3707576,6.6348333,4.0771656,5.022402
3801,9.846458,6.7772727,2.4851418,3.6954546,2.6643665,6.008042,2.9729042,5.9544983,4.6773005,6.300065,3.130111,7.369912,6.6340094,4.0764403,5.020959
3802,9.841614,7.280502,2.8633525,3.9467263,6.3129106,6.2789307,8.839962,3.2576063,3.864696,6.128449,4.060279,8.566414,6.455281,2.6936684,5.6848073
3803,9.960814,6.5853653,2.5148072,3.1426558,6.2655478,5.819132,8.700546,4.718007,4.2121167,6.144191,2.808219,7.810755,6.6670213,4.066531,5.3973427
3804,10.117958,7.718503,2.150707,2.7686806,10.926686,1.8491447,8.320769,5.0474496,7.7666936,6.4403634,3.6825902,7.101478,6.702928,4.625219,6.1079545
3805,9.93392,6.6632395,2.7092772,3.173542,5.233998,5.964128,8.762675,3.4872756,4.497469,6.0740647,2.6403108,7.554347,6.612186,3.0614114,4.696332
3806,10.000802,6.261107,2.4831295,2.8587785,6.4475775,5.3549886,8.625493,4.970619,3.867807,6.153432,2.7204218,8.317163,6.6162357,4.258592,5.480121
3807,10.041122,4.2747703,2.5723484,1.9599102,6.5655856,4.7227454,8.807461,6.0623107,3.0427842,6.3150167,2.9983768,8.830208,6.778658,5.3795934,6.4339666
3808,9.9828825,6.467818,2.5160723,3.1745746,6.4154196,5.542498,8.577387,4.5998883,3.9671009,6.1015515,2.5774932,8.215806,6.573827,3.9497998,5.1781826
3809,9.909713,8.812493,2.1840868,0.37899253,3.3004258,6.366441,9.69583,5.328449,6.8332567,6.557457,4.9758286,5.6842422,7.146747,4.008812,6.564076
3810,9.964625,6.6009994,2.5218496,3.203863,6.328694,5.7558556,8.65596,4.615028,4.1416974,6.1246266,2.7523787,7.965412,6.621379,3.9581892,5.3051963
3811,10.058056,0.98447216,2.873779,1.6043139,6.037581,4.783442,9.050942,6.3094683,3.3995028,6.365379,3.3526542,8.207857,7.013771,5.7357664,6.8796525
3812,10.054139,6.52041,2.3436158,1.9519613,4.968409,4.386675,7.479403,5.33143,4.1670303,6.335646,2.2419264,8.019759,6.604132,4.4634924,5.008525
3813,9.958506,4.6635084,2.8495142,3.314746,6.211903,5.4249535,8.603617,4.0495334,3.4199002,6.075167,2.5351071,8.641035,6.5425477,3.705155,5.068491
3814,9.983184,3.4927914,2.864292,2.9331203,6.0072384,5.226506,8.657717,4.4953294,3.360707,6.1164117,2.5252786,8.357307,6.6524453,4.207593,5.336667
3815,9.954573,3.718876,2.9604318,3.3456311,5.9186807,5.553187,8.646185,3.8783224,2.8407524,6.0455503,1.9203244,8.82406,6.6778083,3.9176247,4.89902
3816,10.03069,3.364874,2.6946242,1.964572,6.1575613,4.8855114,8.897929,5.9183283,3.1673899,6.2863307,2.973131,8.297072,6.8812795,5.420136,6.421497
3817,9.971915,5.4748945,2.6993308,3.2077012,6.4438806,5.3857846,8.597396,4.3487787,3.5074303,6.0962596,2.6321545,8.745588,6.5261703,3.8193133,5.1999345
3818,9.802683,7.844339,3.0473874,4.152386,5.54856,6.518297,9.044484,2.251561,3.4764795,6.217454,5.203175,7.2518983,6.799101,3.244534,6.277309
3819,10.120299,7.76902,2.2831988,2.8671343,11.577348,1.2245162,8.237947,4.607316,9.064242,6.4851255,3.7508998,7.142785,6.8875074,4.646676,6.2621574
3820,10.030448,3.4243429,2.6893306,1.9645678,6.154595,4.890107,8.898866,5.9214597,3.1701856,6.2860727,2.973583,8.282942,6.8818936,5.4223084,6.423407
3821,9.943558,8.942163,2.0325696,-0.52357465,2.6528459,5.92022,9.640185,5.9526997,7.42755,6.65584,4.968247,5.2235703,7.17987,4.411626,6.6166945
3822,10.018699,8.819384,1.9184974,-1.7493764,2.2774346,4.944509,9.414061,6.783531,7.9009447,6.754231,4.706167,5.4915366,7.0747747,4.767985,6.603737
3823,9.982151,8.984883,1.949725,-1.6775699,2.330635,5.266628,9.552866,6.680498,8.041645,6.8160415,5.1327777,5.666984,7.0906787,4.50853,6.854039
