,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15
133,10.000038,8.922666,2.0646162,-1.2431333,2.5044951,5.498079,9.7060795,5.673161,7.6707435,6.6597047,4.671777,6.1965704,7.062475,3.8059316,6.425824
134,9.915023,8.876323,2.1360376,0.106600374,3.1251948,6.2773933,9.702607,5.548248,7.035761,6.601983,5.0505085,5.5541697,7.1588087,4.1258154,6.6473637
135,9.93527,8.867507,2.0826917,-0.05327412,2.8139422,6.110929,9.613734,5.5692635,7.2462244,6.5812116,4.7992525,5.217685,7.1629834,4.227417,6.402698
136,9.988439,8.935121,1.9761382,-1.2376763,2.3269932,5.448506,9.588492,6.200847,7.7442074,6.6940746,4.765229,5.394498,7.136812,4.4414206,6.525563
137,9.988458,8.892024,1.980099,-1.076802,2.3538837,5.432018,9.47625,6.1720657,7.8141446,6.6717243,4.683042,5.2949047,7.094939,4.4350286,6.394892
138,9.986137,8.779774,2.045731,-0.4861073,2.552978,5.710351,9.564789,5.5597157,7.324768,6.5433655,4.3451037,5.2791753,7.138519,4.241257,6.1130695
139,9.98113,8.989551,1.992959,-1.3272694,2.4477477,5.6166143,9.904649,6.1664286,7.2327676,6.6980443,4.9203467,5.5461144,7.2755985,4.549901,6.858828
140,9.990559,8.865728,1.9461297,-1.5148216,2.478204,5.1823335,9.497549,6.788493,7.7309027,6.7719774,4.976984,5.516704,7.107577,4.7859006,6.8315434
141,9.968431,8.854081,2.0892196,-0.36760482,2.6942782,5.9221697,9.694372,5.390469,7.1997952,6.550006,4.544032,5.5085354,7.1564345,4.0551405,6.2683434
142,9.935569,8.9207535,2.0779896,-0.3484822,2.8790944,6.0566425,9.749167,5.8058,7.118714,6.6346135,5.0201273,5.4487834,7.203066,4.3349986,6.7234488
143,9.979518,6.645902,2.4934344,2.978434,6.437953,5.512153,8.629577,4.7813907,4.033062,6.15666,2.912922,8.33861,6.582996,4.00272,5.4667916
144,9.985893,8.916787,1.958807,-1.4835367,2.3994522,5.217935,9.414992,6.6531563,8.07068,6.781682,5.010678,5.5883846,7.0359616,4.518849,6.702694
145,9.951207,8.873785,2.0830243,-0.32028955,2.8175166,6.006214,9.7427435,5.6180086,7.054623,6.5848184,4.775669,5.429442,7.2008376,4.2709527,6.524657
146,10.032202,4.291452,2.5506082,1.8557538,6.51002,4.8382616,8.884339,6.2573967,3.130722,6.338072,3.1000133,8.611845,6.838156,5.532295,6.5813017
147,9.755437,7.571828,2.3720288,4.7903357,7.8377986,9.836257,9.333868,6.4738393,6.0576215,6.367238,3.7357652,6.532529,6.9893465,4.5404615,5.88855
148,10.119102,7.7288265,2.1485162,2.7799466,10.991673,1.7899199,8.309504,5.0247493,7.8653054,6.4388623,3.6786118,7.10479,6.6991963,4.6314635,6.1075907
149,10.08516,7.702776,2.3668747,2.7771513,11.466765,1.2170733,8.3133955,4.3470693,9.625899,6.476556,3.9843462,7.2231407,7.052357,4.590223,6.5124993
150,9.8587055,7.217803,2.0788898,0.6940011,9.645278,2.7526865,8.891155,9.491216,0.028513337,6.865239,5.970943,4.797853,8.27653,2.9244537,6.427034
151,9.856094,7.1408467,2.0893638,0.74549073,9.533198,2.863375,8.928371,9.366569,0.21965308,6.832312,5.853527,4.932996,8.175395,3.091006,6.4768796
152,9.94781,6.722994,2.4736679,3.1424992,6.379218,6.156299,8.827037,5.0396,4.424553,6.188,2.9978635,7.6103277,6.7350693,4.256921,5.607202
153,9.90602,8.795779,2.1935277,0.43888423,3.3631926,6.4116383,9.6919985,5.327957,6.8431177,6.561047,4.9939604,5.7298098,7.1298037,3.9790702,6.581586
154,9.980045,8.908131,2.0904424,-0.68907624,2.6066618,5.831594,9.793307,5.36017,7.2732754,6.5812755,4.585564,5.824674,7.1557293,3.8849704,6.342365
155,9.915663,8.870564,2.1476293,0.12959015,3.159431,6.2878313,9.720002,5.4955306,6.9917736,6.5954447,5.0418663,5.6245418,7.1561594,4.080556,6.6465955
156,10.010693,7.359797,2.0774648,0.5979494,9.143683,2.2751112,8.976951,9.051686,1.3650471,6.955576,5.6473145,5.0376854,5.7140326,4.396908,6.9110513
157,9.973292,3.998157,2.8607893,3.0923684,6.114029,5.3025427,8.642999,4.3051043,3.3857288,6.106615,2.5903091,8.499986,6.6068254,3.9786603,5.263524
158,9.921158,6.8898015,2.5175147,3.714449,2.3562317,5.9766917,2.5046349,6.0521407,4.664993,6.3843474,3.194303,7.36477,6.5899134,4.032399,5.122363
159,9.889798,6.8442864,2.5078323,3.7723782,2.264217,6.025573,2.354494,6.1180935,4.7122846,6.3663397,3.1897643,7.340221,6.5781026,4.0461097,5.101741
160,9.824483,6.753665,2.4968793,3.7064333,2.6971169,6.027846,3.0142488,5.9512277,4.691436,6.3066087,3.1108868,7.356788,6.6224866,4.0641418,5.008272
