WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD
0x929e0660e07d354423456031739be54263998e0a,1.5,1,6,80.3,4,31,40.15,39.15,0,0,0,0,0,0,1,0,0,0,1,0,79.3
0x91c1c608ab06667699d3712fa94f0627f47beaa3,7.0,1,6,121.79,8,39,3.479714286,14.963263679,0,0,0,2,0,0,6,0,0,0,5,0,105.66
0x6d0766b2860618884610f82654d60bb4aa81baf2,1.5,4,6,305.45,3,80,76.3625,73.466496573,0,0,0,0,0,0,0,0,4,0,0,0,0.0
0xdcfb2a4e0fc28cc3a396ba477752b9ceceb11e33,3.333333,2,6,708.3,6,76,32.195454545,55.590137919,0,1,0,0,0,0,2,0,0,0,2,0,198.38
0x678cd0bd2bb23c917ecc9cfb7f035ceaa0a296d1,1.833333,2,6,47.58,7,54,15.86,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0.0
0x217d83299786cc19aa86045fec7e52d5cd5e3c8a,4.166667,3,6,29.77,6,50,2.126428571,2.259970313,0,0,1,0,0,0,0,0,1,0,0,0,0.0
0x9c77f5b8dd8eece945341aec68459d3d9c4b90ce,10.666667,4,6,154.47,8,56,30.894,0.06216108107,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0x92341ccbfa16b43f10b9638950c32570c4c5e63d,1.0,1,6,0.83,2,24,0.83,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0.83
0x41e7378a74745f5002d5442cd4e1f6345e31db71,1.5,7,6,66.16,6,20,2.28137931,1.704969863,1,0,2,0,0,0,2,0,1,0,18,0,53.76
0xda831735923857b0b7d30beb823c2a568acd198d,31.5,4,6,126.9,6,59,11.536363636,19.411672811,0,0,1,0,0,0,0,0,0,0,0,0,0.0
0xd8bcbfad13f12ac3a7a2131a8332fb3cab098953,1.333333,4,6,0.28,6,29,0.02545454545,0.02016461183,3,0,0,0,0,0,1,0,0,0,0,0,0.0
0xc8160137e9a45c84ec289c68ed6f4c426a9f548f,3.5,3,6,276.02,6,90,5.111481481,13.320453419,0,0,0,0,0,0,13,0,0,0,6,0,15.5
0x54a12d7221984c7c24409cd38c6f30bc0d00b476,18.5,2,6,546.26,7,93,0.6645498783,3.375051912,0,0,0,0,0,0,23,0,0,0,12,0,145.84
0x6e72b5414aac63777e004f2631f33781010b288e,2.666667,3,6,267.03,5,72,9.89,14.296616797,0,0,0,0,0,1,8,0,0,0,3,0,114.68
0xae0bd9f5f7d4ad6e1eea17965d9fcb49e3def139,1.0,3,6,39.8,5,20,9.95,0.02915475947,1,0,0,0,0,1,0,0,1,0,0,0,0.0
0x4099d65acc59f34c23492b0b33ea5843cc176b55,2.0,4,6,320.92,7,62,20.0575,13.568715166,0,0,0,0,0,0,0,0,3,0,0,0,0.0
0x8d69bad5bf1b3666553466c53c708b65627c989f,20.0,3,6,36.99,6,30,3.362727273,1.651748885,0,0,4,0,0,0,1,0,0,0,0,0,0.0
0x9ffa3e524ba4aa5157990991d0b9dcf17921bd26,2.0,1,6,3.98,4,56,0.6633333333,1.287046576,0,0,0,0,0,5,0,0,0,0,0,0,0.0
0xc128ff2a35fcb5aba271d649c96c19730a530530,8.5,4,6,3.03,6,42,0.2754545455,0.1070567935,1,0,0,0,0,0,0,0,1,0,0,0,0.0
0x332f983b6c1d618bbaa701a1385fb95b0fa1f76d,1.333333,2,6,70.98,7,33,17.745,0.215,0,0,0,0,0,2,0,0,0,0,0,0,0.0
0x5a3f9cd3522f27718b53d42498f14adc91d2117f,5.5,2,6,7.77,4,57,7.77,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0
0x75be8b713dc0cd518cecc3745fb6083ab4f86121,1.0,2,6,113.56,2,36,56.78,51.83,0,0,0,0,0,0,1,0,1,0,1,0,4.95
0x9e91efbf66eb81effa11f6f960dbb15c83e20c8b,2.0,1,6,60.4,5,44,20.133333333,9.268345172,0,0,0,0,0,0,0,0,3,0,0,0,0.0
0xe17c902d392e952bac115745fdeee15c57ffe9fb,1.333333,2,6,41.46,5,51,20.73,0.0,0,0,0,0,0,2,0,0,1,0,0,0,0.0
0x5d314dba6e6f2ecda6cc0c27d140f8418c50cb4e,2.666667,3,6,78.88,4,60,15.776,7.866459432,0,0,0,0,0,1,1,0,1,0,0,0,0.0
0x99f95256b166b6760cd45f37e5323493ca4e66a1,1.666667,4,6,56.28,4,49,4.329230769,3.018441935,0,0,0,0,0,0,1,0,0,0,0,0,0.0
0xfabc750aa6c5cd8053235b4a567f1ab2dd5ace2a,2.666667,7,6,35.55,3,42,1.185,0.9650138168,0,0,0,0,0,1,0,0,1,0,0,0,0.0
0x87d0eda142cd2275974872df2de1df705a203be3,25.833333,1,6,97.5,6,58,48.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0x0b1db449e49a3ae970abebf61a91778054e4382d,3.333333,2,6,31.61,2,59,2.634166667,3.433905596,5,0,0,0,0,0,7,0,0,0,7,0,9.92
0x7e01729fa3d0e2ddc43e69563a75ef544c00580c,1.833333,3,6,430.4,7,93,35.866666667,30.48768777,0,0,0,0,0,4,0,0,1,0,0,0,0.0
