dim_0,dim_1,cluster_label
7.233284,0.050773766,3
1.5972846,-2.411953,1
8.144858,8.044487,-1
-3.7264032,1.6399986,1
2.944877,0.15203851,1
2.8596408,-3.097528,1
10.614478,-4.2995353,3
5.174127,6.0921793,6
1.9341478,-2.9998987,1
-0.79258823,-2.2307022,1
-3.9167185,1.5475667,1
-2.1202176,4.5125413,1
-3.3255322,2.404757,1
11.506651,-3.955734,3
0.37544256,3.2782826,1
-2.1785667,4.99173,1
1.407784,-1.0546452,1
9.508325,-2.2874532,3
-0.59865993,-3.0307944,1
9.416924,-2.266151,3
8.988174,-1.6755928,3
10.544777,-2.133421,3
10.709357,-0.34426647,3
12.7229,1.0721763,3
13.689162,-1.8723412,3
-0.33290574,-1.620374,1
-0.32736182,-0.6203045,1
13.674046,-0.3373699,3
10.601145,-0.6852004,3
13.069068,-1.011619,3
12.774618,-3.6995196,3
11.954554,0.21045743,3
13.796743,1.0799377,3
12.197615,-0.15327516,3
7.853682,2.73602,2
12.518715,1.3319398,3
11.989242,0.9515014,3
12.531044,-0.6943559,3
9.234144,1.1889044,3
11.488929,-3.7675397,3
14.586375,-0.09246705,3
7.308262,9.176798,-1
9.20702,0.22691204,3
6.663558,3.9231467,4
6.5414214,4.8924656,-1
10.314237,-4.572606,3
14.383505,-1.5704011,3
7.3977103,10.587759,-1
7.3438835,12.32731,5
7.207576,-0.6104183,3
14.601066,-0.04843128,3
10.35825,1.2967,3
13.174823,8.172863,0
6.9459305,-0.82192117,3
13.106325,8.123667,0
5.784013,2.2647972,4
7.635761,-1.735347,3
4.766175,6.644031,6
6.3107786,2.8007166,4
6.2410445,1.7847828,4
7.5856357,-0.8398148,3
3.6590276,-2.6594713,1
12.814835,7.6566477,0
7.1404166,0.35470387,3
3.7064693,-2.8107967,1
5.190709,6.082567,6
9.932171,7.901778,8
-3.7703016,0.30810827,1
-1.7993239,0.051701833,1
9.235347,7.7547646,8
3.9027882,-2.486413,1
13.066042,-1.8279542,3
2.5892427,-0.9225762,1
10.704224,6.042812,0
-0.8655175,3.8665075,1
13.987436,-3.2374892,3
11.99171,6.235291,0
10.021643,8.6627655,8
-0.96436286,-1.9828253,1
1.4192898,-0.39350668,1
6.9701195,-1.1579922,3
-2.9021642,3.1349814,1
0.17884658,-3.776011,1
-2.9561453,1.5012516,1
10.531862,6.0430355,0
0.8979196,-1.0693282,1
11.494372,0.004066639,3
7.076607,0.09164893,3
0.874885,2.2879384,1
0.7785404,-3.5551858,1
4.8653507,-1.5383146,1
13.199949,-1.8716881,3
1.3094431,-2.7536564,1
3.733224,-2.935522,1
-1.5056398,0.569228,1
10.1687565,7.965213,8
1.3635784,-2.3679554,1
0.08681289,-0.36148798,1
11.087248,6.3964043,0
-1.8414961,-1.2249933,1
6.121498,3.0894914,4
3.5625944,-2.7006478,1
2.2683682,-0.6286445,1
8.825034,-1.6831537,3
6.9940743,0.13587625,3
-3.3829906,3.936607,1
9.147692,8.706094,8
-3.2847717,4.1571255,1
-2.0432384,3.7723832,1
10.776327,-1.3457519,3
9.494642,1.4842614,3
9.050844,-4.024694,3
2.072564,-0.25247994,1
13.251826,-2.9972017,3
0.8223904,-1.0023098,1
13.787282,-2.0085897,3
11.980662,-4.0458455,3
9.746984,0.110687226,3
2.8104103,0.1962845,1
12.865635,-0.896842,3
9.401229,1.0499793,3
13.483165,-2.5184693,3
11.067411,-0.067967065,3
12.348856,-4.002863,3
12.098625,-0.29010984,3
13.072117,0.10240463,3
14.287504,0.55810076,3
6.1093974,2.40511,4
0.83226097,-0.852743,1
6.6442266,-0.59425133,3
13.185145,-0.19940224,3
-0.39964628,-0.430378,1
3.2933621,-0.18850869,1
7.032113,6.7252812,6
9.11778,9.829132,8
11.701907,-4.922443,3
12.747293,7.3993506,0
11.038087,0.284259,3
13.040738,-2.6653926,3
10.628338,-1.2850621,3
-1.0277183,-1.8933082,1
6.218744,8.743164,7
7.303252,-0.7796014,3
7.691219,-3.3938656,3
6.2415395,1.7873079,4
13.548719,-0.21681108,3
7.6025815,-1.5233884,3
12.915428,6.888797,0
2.0054588,-0.2628661,1
12.528506,7.733751,0
4.734285,-2.2851741,1
10.411023,6.544538,0
6.376977,-1.148543,3
3.5547578,-2.557455,1
-0.17581141,-1.1066773,1
10.171069,8.257132,8
10.114079,-4.345756,3
8.95061,9.677098,8
-3.625879,-0.012673029,1
2.3916543,-2.188759,1
-2.2829232,0.34271595,1
1.0040987,2.2408185,1
-0.7572955,4.2379556,1
-0.27078345,3.0856032,1
9.69042,7.9680767,8
10.838735,-4.2724514,3
9.454923,8.010621,8
-1.9208086,0.7719213,1
8.855587,9.289402,8
12.68447,1.051225,3
-1.9490572,0.8384487,1
9.082085,7.774921,8
-1.6432786,-0.020204868,1
0.13808262,3.447023,1
1.422505,-0.053828686,1
2.0120704,-0.4918665,1
10.704803,6.576698,0
9.693546,9.721592,8
-1.7943678,2.7344093,1
9.255123,0.1311185,3
0.03647845,-0.56656474,1
7.0942183,-2.421355,3
-3.8288684,0.25565186,1
9.203227,3.3265598,-1
6.310662,3.8068397,4
-1.1817586,1.8830034,1
-2.0349178,1.8006048,1
-0.9289019,1.5518266,1
0.82349306,3.110062,1
-3.1435754,1.1968173,1
-3.3834927,2.745488,1
9.165468,-3.2924263,3
-3.3101463,2.9327207,1
5.516663,1.9583714,4
7.940704,0.3430273,3
13.771654,-1.9986596,3
8.719114,-2.1103318,3
12.503079,1.3766849,3
10.177389,-2.0932398,3
14.62018,-0.15231356,3
0.11981578,-0.63539106,1
11.77266,-0.1961999,3
12.795357,-0.7792387,3
12.070501,-0.66117525,3
12.17233,-4.7640877,3
7.4534197,-0.7549149,3
12.711049,-0.5583848,3
13.098298,0.23110868,3
13.4879875,-0.38719448,3
10.302463,1.7153519,3
12.950554,-3.4246743,3
8.436629,-3.6604948,3
4.1460257,-2.2716362,1
12.390395,-2.6946402,3
7.4735923,10.170055,-1
8.531417,0.14823171,3
7.7762065,12.004236,-1
10.340104,-4.1620107,3
12.34238,-4.578815,3
12.140737,0.12857549,3
11.401318,-0.00330112,3
12.302747,-0.13696507,3
12.796223,-3.2507207,3
8.870437,-2.1470013,3
6.285298,6.2806106,6
6.309066,7.641748,6
7.005747,7.6744175,6
5.719972,1.6343899,4
6.2446566,1.7700952,4
6.478973,5.985028,6
0.34113094,3.3719256,1
3.6789098,-2.7105613,1
13.719795,-0.6900133,3
6.1917286,6.831743,6
6.1362953,0.73046094,4
7.606595,3.0768223,2
7.613999,3.0659616,2
11.591697,5.4939146,0
-2.4816506,0.65866005,1
-2.3283772,0.67394483,1
1.1729237,-3.0658886,1
1.5046067,-2.8876026,1
4.2078238,-2.1566856,1
-1.273792,-1.5078522,1
5.2710524,6.426633,6
-1.0913016,-1.9783999,1
-0.00052429724,-3.6975093,1
12.53038,-3.9312024,3
9.988194,7.309761,8
10.34242,-1.7224339,3
9.53616,8.761858,8
9.386279,-0.32667693,3
-3.4351218,-0.04406716,1
-3.6663814,0.039936855,1
9.514693,9.497651,8
11.213312,6.228656,0
11.419408,5.5140696,0
12.207121,-0.8796852,3
-0.8864004,-2.474213,1
6.457319,5.61374,6
2.5259116,-3.4176705,1
-0.6711946,-1.3418536,1
9.676162,8.677185,8
6.3618355,0.52606016,3
-0.8260425,2.4382389,1
-1.0615611,1.2612323,1
10.12391,7.8298645,8
8.692472,-4.1199837,3
7.886911,0.9066226,3
7.917142,-2.735974,3
7.0228043,7.3786173,6
-0.63469595,0.09847487,1
-2.3780427,3.1575527,1
-0.56179565,-0.19086021,1
11.423883,-4.589225,3
2.1921961,-2.5374172,1
-0.6956143,2.8501005,1
-0.22323395,1.5451869,1
-4.0248475,0.6391185,1
7.8257675,-0.53123605,3
-1.1305622,2.227635,1
-3.7736576,2.1456037,1
-3.1175833,3.9297583,1
9.144793,-3.3188663,3
8.917122,-2.0209053,3
9.184474,-2.1472743,3
10.38174,-2.1741624,3
9.920877,-2.360571,3
9.000056,-0.7628388,3
13.682592,-2.2883112,3
9.694856,-2.3686159,3
13.268908,-0.31597778,3
12.731898,-0.6897751,3
13.948861,1.0166354,3
0.37425295,-0.93356425,1
10.875609,0.023579419,3
12.190873,-1.0352628,3
-2.2523644,1.4793427,1
1.6111776,-4.1920004,1
12.736382,-3.5372872,3
-1.0554577,-2.474883,1
6.4925084,-0.18280078,3
8.016009,-0.38110948,3
6.2422223,1.794551,4
2.2965212,2.4420938,1
4.336061,-2.2066205,1
6.4334784,-0.24552615,3
5.9147778,1.6692251,4
7.6275773,2.675637,2
1.4236733,3.050871,1
10.700181,-3.3569956,3
9.728605,8.610799,8
8.782787,-4.1317935,3
8.135765,8.687149,8
-1.1742976,-2.1328619,1
-1.923165,2.6682096,1
4.0928464,-2.600878,1
1.8033094,1.8943638,1
11.260136,6.3284383,0
9.921179,8.495587,8
-2.5083675,2.3833559,1
-3.762724,0.10608668,1
-2.872954,-0.180655,1
0.40746802,-2.5484447,1
0.41150683,-3.4291263,1
13.506104,-1.7738905,3
13.705597,-0.87327003,3
11.737594,1.5906079,3
0.1589997,-0.63672996,1
10.169399,8.992805,8
0.16607529,-0.5732272,1
9.125184,-4.201659,3
-0.78784645,1.0225596,1
-2.0144072,2.0117033,1
-2.795716,4.3219895,1
9.212765,9.239932,8
9.938249,9.754625,8
10.001139,9.71477,8
7.8977413,-0.22881028,3
7.0199666,-0.7846512,3
7.9619846,-3.6810014,3
11.719028,1.516705,3
-3.143921,-0.17184104,1
10.626037,-3.585778,3
12.684708,6.4001045,0
12.196088,-0.9868647,3
0.72112805,-0.3217666,1
-3.4153943,2.293671,1
-3.4136033,-1.0196211,1
-3.8039427,2.0220406,1
-3.325165,2.4153461,1
-3.9643872,1.4029707,1
4.9447813,7.2610006,6
-1.9507797,1.1580757,1
-1.5582931,4.0080495,1
-3.4084585,3.0123436,1
-1.6890557,4.009144,1
10.477396,0.74162966,3
14.575421,-0.03787386,3
12.096297,0.31312677,3
0.4494386,-1.3127152,1
11.70685,-2.002262,3
12.444907,-2.1487281,3
7.90798,2.8441403,2
12.808129,1.026137,3
13.829453,-0.14332667,3
13.870454,-0.22594903,3
9.251147,0.7295862,3
12.981337,-1.9559412,3
11.330106,1.1449177,3
0.840714,-0.84471554,1
9.044493,1.06568,3
13.083798,0.15647514,3
14.8226595,-0.31840116,3
7.7486415,0.9507641,3
2.3382328,-2.4287298,1
0.028527893,-1.9026988,1
6.4198837,3.7066162,4
12.075231,-0.11806631,3
11.992237,-0.13065985,3
7.4763355,10.56662,-1
7.5654683,-1.1289862,3
-0.4234098,-0.80045503,1
13.819811,-2.2093225,3
8.347195,0.7862122,3
14.436727,-2.073605,3
7.663216,-0.41069263,3
9.678842,0.7556984,3
11.418264,1.0560293,3
2.558415,0.24626482,1
6.9344583,7.6472187,6
4.8653803,6.8482046,6
7.026264,4.939686,-1
8.822324,-3.5046945,3
6.118899,2.3355525,4
9.994066,0.06959202,3
10.353905,6.4808164,0
6.5633116,4.4503474,4
6.8293967,-2.1372523,3
2.2347698,-3.1616807,1
-0.8456266,-2.7740448,1
-2.6674626,-0.33829814,1
-3.3817222,-0.014304111,1
7.1044574,6.886939,6
0.10989776,-3.2899966,1
9.040198,7.669029,8
14.601939,-0.35690212,3
2.6401713,-3.474997,1
8.947125,3.3802323,-1
1.0043008,2.3927417,1
0.229868,3.0074012,1
-2.347013,3.1185586,1
-0.4014577,1.5787884,1
1.458584,-2.7830286,1
6.2853665,3.1992567,4
9.314836,9.119585,8
0.5822781,-1.8176001,1
10.047951,9.230781,8
-1.0894563,-0.8444417,1
4.7310886,7.1379,6
-0.038137686,4.1354547,1
-0.15165594,3.2581408,1
9.410282,1.0501051,3
1.7243326,-3.9907308,1
-2.911685,3.4403627,1
13.571437,-3.07927,3
2.8434718,-0.7996944,1
10.3062935,1.4174062,3
0.29790318,-0.56444323,1
-1.7504847,0.021566832,1
0.77148837,-0.43872148,1
2.0555308,-0.40272555,1
3.099457,-3.360894,1
13.7846985,-0.69571924,3
1.8684467,-0.55620545,1
1.5085044,2.9288275,1
9.559611,9.112978,8
-2.7957788,-0.16588752,1
11.148294,0.25104922,3
9.2997875,-4.3214345,3
6.117212,2.4146194,4
-2.7024724,3.2178838,1
-3.6114528,2.398766,1
11.0626,-2.8866262,3
8.697217,-1.6640399,3
14.745434,-0.57825124,3
8.92213,-1.612373,3
11.019977,-0.8701942,3
13.399301,-2.3816466,3
13.0113125,-1.8618147,3
0.44101262,-2.0110528,1
10.636966,-1.2079028,3
13.241858,0.1737025,3
0.7073165,-0.30413035,1
12.95697,-0.72280896,3
9.492744,0.99549323,3
14.061604,0.8790547,3
12.648342,0.7408452,3
1.3526468,-1.0080471,1
-0.9259964,2.2062776,1
0.39290598,-0.87933683,1
2.2740517,-3.8750525,1
7.4807453,0.8045635,3
10.58966,5.5848675,0
5.542418,-0.76652646,-1
3.8030117,-2.776959,1
11.191868,-3.707678,3
9.253391,1.09718,3
9.731003,-0.104326874,3
5.330396,-1.0664876,-1
6.3142676,7.6148887,6
4.7687635,6.6835504,6
6.1516104,2.4243917,4
7.063557,6.481687,6
7.8908935,9.359651,-1
12.858633,7.649069,0
14.315474,-0.46250778,3
8.012804,12.435238,-1
15.59516,9.072833,0
9.074839,10.607578,-1
13.419846,8.419821,0
6.3096576,7.6411576,6
12.670636,2.1376417,3
7.88352,6.505068,6
14.728077,8.356294,0
11.261413,5.7229967,0
9.843718,2.3564394,3
6.065217,1.8578789,4
5.657915,7.767983,6
11.536515,5.5147643,0
8.596122,-1.7839677,3
11.878243,7.4440603,0
10.394627,5.890613,0
10.588807,2.6565404,3
6.481367,6.7204914,6
4.698293,7.0804863,6
10.325974,1.1461647,3
9.869781,1.7292017,3
7.3998303,0.7732339,3
10.9058,5.902332,0
13.236472,-4.2352786,3
10.3768,2.927071,3
9.076827,-3.330416,3
11.434941,2.5706894,3
13.26308,-4.1251373,3
13.681262,0.99056584,3
12.428713,6.89777,0
12.275503,2.4713016,3
13.30126,-2.8222833,3
7.2033534,12.52256,5
12.501293,6.8469725,0
13.17711,7.2797127,0
10.984177,6.1685023,0
11.19864,2.511994,3
5.8517723,6.3672967,6
7.004351,12.4226055,5
10.002428,-1.4127992,3
12.588601,6.483541,0
14.864726,0.5927087,3
15.600495,9.080752,0
6.007333,1.5056385,4
15.359868,0.4578863,3
12.465068,6.9875035,0
10.629037,2.6666145,3
6.519001,0.47381756,3
6.708439,11.4904785,5
13.162616,-4.1536984,3
6.142116,6.001693,6
14.080262,7.828099,0
6.801711,12.189573,5
7.9637146,12.064039,-1
9.934152,1.0970752,3
10.4907465,2.868799,3
10.820417,5.813654,0
5.6377625,7.324536,6
11.491991,-1.1888686,3
5.9203424,6.9777145,6
5.294405,7.865762,6
6.354494,7.610172,6
10.054133,1.4200817,3
4.8666625,7.2297125,6
11.430896,5.3780127,0
7.7167034,-2.845681,3
10.643927,2.667504,3
9.432772,10.310727,8
4.801752,7.1915116,6
12.285173,2.463306,3
14.963592,8.572524,0
12.7396555,2.0357282,3
15.596329,9.076141,0
11.296047,5.7148037,0
13.9704075,-3.173149,3
15.296136,0.4644528,3
13.111451,1.165945,3
8.011194,12.438523,-1
13.293238,-4.1210628,3
9.385141,10.446647,-1
5.602262,1.7264421,4
6.3161063,2.4350927,4
10.171746,1.2158917,3
6.463561,0.12228195,3
7.457608,12.6632185,5
11.4577,2.578804,3
7.166902,0.82680696,3
5.654721,-2.72868,-1
10.4761715,2.8109026,3
7.9931865,-3.021072,3
7.464137,12.6715355,5
9.839116,2.3884468,3
9.856567,1.753021,3
6.720083,12.079314,5
11.656579,5.8710427,0
10.383723,2.9283838,3
13.254194,-4.2315617,3
6.0117936,7.6374264,6
12.938428,-4.1029587,3
5.715344,7.551065,6
11.457491,2.5739622,3
11.223823,5.726182,0
9.40347,10.356006,-1
12.13691,5.997877,0
9.662412,7.147187,8
10.226411,2.3016005,3
6.7017283,12.021695,5
14.916676,8.50367,0
9.997221,1.4875574,3
11.348149,2.5783467,3
11.923493,-8.022535,-1
9.976872,1.8679663,3
11.198687,5.9179754,0
13.533907,8.540964,0
12.643927,-2.3229048,3
15.552383,9.040347,0
9.9490185,1.4710104,3
13.827992,-2.7652078,3
12.419366,7.8029985,0
12.445472,6.912601,0
8.450164,7.692684,8
10.231541,-3.5934794,3
6.728821,-1.8221432,3
9.405768,7.1238213,8
6.0077577,6.883936,6
7.1195216,6.3704166,6
7.996986,0.9481864,3
9.044779,0.26728317,3
14.919671,8.508411,0
8.127078,6.905913,-1
9.434089,10.53131,-1
7.6161213,-0.61744547,3
7.1650696,0.7464139,3
12.086419,2.4893782,3
10.191649,2.3542798,3
8.974925,-3.3032558,3
11.731436,5.457177,0
13.489613,8.477273,0
5.695454,7.9643674,6
4.929533,6.3900514,6
14.517681,0.6199329,3
11.400746,-1.9414202,3
14.546736,8.1905775,0
12.528692,6.620826,0
5.30567,7.87407,6
7.308166,8.499838,7
10.436189,2.9185116,3
6.9290066,-1.06225,3
15.459585,8.959111,0
11.065572,5.379491,0
15.476729,8.970328,0
5.359253,7.8961062,6
12.615624,-4.204442,3
7.454587,12.658612,5
6.490397,4.9226866,-1
11.631621,5.685655,0
5.6890197,7.846718,6
7.663555,3.2733731,2
7.132425,-0.1856248,3
13.549427,8.553464,0
13.4471855,8.462129,0
6.287729,2.5525932,4
13.110524,1.2282642,3
9.061754,1.6642867,3
13.441746,-3.3771913,3
8.2884655,9.600498,-1
13.610856,-3.6130223,3
14.414991,0.62574154,3
7.359341,12.573076,5
12.004109,1.5382293,3
6.1519437,-0.4813105,3
8.070737,11.926624,-1
12.533874,6.67684,0
5.2837877,7.855462,6
7.694252,-0.1547815,3
13.7345915,-0.10595451,3
12.949577,-3.8312595,3
5.6948137,7.8757596,6
11.125107,5.9974127,0
9.987559,1.771862,3
10.924892,2.8893478,3
11.926449,-8.016332,-1
8.596658,6.6608043,-1
6.938001,7.3861933,6
15.579585,0.3750077,3
15.442683,0.4485478,3
6.670656,11.73399,5
6.656667,0.14600807,3
10.526707,6.0441327,0
6.9766116,8.6061,7
5.7690682,7.8847046,6
15.433664,8.936581,0
8.046405,8.9665165,8
14.508334,8.166577,0
13.46582,-3.440811,3
9.912637,2.4196754,3
6.15003,2.4185517,4
12.497163,6.43674,0
10.445521,2.9092762,3
13.158208,7.2551064,0
4.983966,7.2254424,6
5.7861905,1.5466968,4
3.7266738,9.825095,-1
14.626316,0.604549,3
14.430254,-1.9972588,3
12.624745,2.171681,3
14.538084,8.189133,0
12.74938,7.933254,0
12.45107,7.012111,0
7.6752477,3.268136,2
6.75628,-0.15489608,3
13.352883,-0.46127456,3
5.9726663,6.9035306,6
11.468165,-0.09084009,3
6.3825994,-0.9289248,3
10.772838,5.9314766,0
12.881656,1.8318146,3
7.6255417,6.8274403,6
6.097066,6.294283,6
10.532944,2.8343503,3
5.2426505,7.2161274,6
7.4606915,12.663525,5
15.435294,8.936479,0
5.6476617,7.6850553,6
6.636769,0.30356267,3
11.276542,5.894201,0
5.261951,5.962593,6
10.732561,6.12262,0
15.215902,0.48776376,3
12.505846,1.3886328,3
9.054696,8.35707,-1
6.622174,8.455847,-1
6.671018,11.977287,5
11.768949,6.748637,0
5.306856,7.8026824,6
9.35791,8.118533,8
6.399774,-0.537917,3
11.537448,1.7038698,3
12.360983,2.423036,3
12.778967,7.4072537,0
9.91081,1.4867055,3
7.6929464,10.265357,-1
10.4118395,2.350317,3
12.836423,0.42207122,3
8.75406,0.65564483,3
7.28903,-1.8869388,3
15.398173,8.910008,0
15.315182,8.841038,0
10.232006,2.3291643,3
14.919495,8.512776,0
10.463862,2.919855,3
7.4813576,10.570344,-1
12.479289,6.862304,0
9.139969,0.76592845,3
11.4026165,2.5138643,3
9.434069,10.541847,-1
14.270279,7.9978347,0
9.221814,9.134544,8
12.509701,1.354252,3
7.7571535,10.163814,-1
8.012107,12.436058,-1
11.604595,0.25371912,3
7.986189,12.086892,-1
11.53996,2.589991,3
7.2816057,-2.0203977,3
13.897361,7.6859837,0
6.7298255,6.673643,6
12.305507,2.441565,3
15.618567,9.096532,0
7.5188427,3.575814,2
6.2478647,6.7849092,6
12.466207,6.843962,0
10.947126,2.9375947,3
11.354691,5.8827095,0
7.4628234,10.6215925,-1
7.4672475,0.7451102,3
6.8154063,12.194672,5
8.14538,-2.3730838,3
11.8938,6.6363378,0
13.37824,8.378817,0
15.571797,0.38458318,3
6.8727407,6.677207,6
11.767538,0.96724784,3
9.024551,11.443014,-1
5.3951554,1.8156843,4
15.268494,0.49005643,3
13.15852,7.5512953,0
7.2104177,0.8593995,3
10.222842,2.3102055,3
13.822326,0.05227999,3
6.7421584,6.557329,6
5.9164743,1.4603157,4
13.643013,-3.8453405,3
10.419823,2.8497338,3
6.410402,7.6031566,6
10.0506115,1.4208223,3
15.473263,0.44548693,3
6.8656836,0.17647023,3
9.956687,2.2578573,3
13.5156355,8.521652,0
7.131696,0.6876309,3
9.439137,10.538039,-1
7.3194723,6.491956,6
11.674539,0.03188603,3
9.276574,7.3993316,8
12.045997,6.1113415,0
11.025791,5.9570427,0
15.550352,9.038793,0
10.734282,6.245971,0
6.6963105,11.476722,5
9.990963,1.1267865,3
4.687669,7.077335,6
4.707659,6.8739767,6
9.966124,1.4426559,3
9.526992,7.172094,8
14.62409,8.268564,0
15.445465,0.43064603,3
7.4916573,10.562945,-1
11.188175,5.8407936,0
9.083971,-4.256024,3
10.511348,2.875112,3
9.208508,9.979372,8
7.7711296,7.850149,-1
12.704926,2.0723689,3
11.529859,5.459916,0
5.381568,1.884573,4
5.878698,5.844271,6
10.5139265,2.787913,3
10.985327,5.8942504,0
9.893168,2.4140294,3
13.081631,-4.042892,3
7.445104,12.660086,5
9.908277,2.416113,3
15.091117,0.4488816,3
12.919588,6.550004,0
15.02027,8.598794,0
7.5416284,6.3643165,6
2.6698081,-3.6681337,1
