cluster_label
41
36
41
14
41
23
11
6
37
34
27
30
34
39
7
41
27
0
14
41
38
6
27
4
2
41
28
-1
34
27
10
0
41
37
14
-1
16
38
40
22
34
21
35
35
22
8
22
3
3
41
41
26
41
41
41
41
32
41
26
41
41
-1
32
0
-1
-1
25
9
13
-1
33
-1
17
17
29
-1
34
27
37
41
20
37
41
22
30
38
27
41
22
41
27
10
38
37
20
41
8
-1
-1
27
41
41
34
24
38
34
41
34
27
7
-1
25
1
7
26
18
38
37
37
14
37
41
41
20
22
8
11
41
29
41
38
41
41
41
41
41
41
40
41
41
41
32
41
19
31
41
21
-1
37
36
38
38
-1
-1
41
41
34
0
13
41
16
37
15
37
3
-1
-1
3
3
10
-1
27
41
27
37
41
41
14
41
11
41
22
27
2
41
30
23
8
30
38
38
22
38
27
-1
27
27
41
4
34
23
38
14
25
22
-1
34
37
37
37
27
14
21
41
41
41
25
2
0
20
8
7
38
21
8
0
41
41
41
40
41
32
-1
41
41
41
41
41
41
35
-1
35
-1
19
19
32
41
19
41
30
25
38
3
36
41
18
32
-1
17
-1
19
24
38
3
16
38
13
37
18
3
3
-1
-1
3
0
29
-1
41
29
34
7
38
14
8
33
30
14
22
41
38
29
41
27
14
41
41
-1
38
41
37
41
41
11
41
14
38
41
24
41
37
6
41
-1
41
22
14
22
8
0
3
41
3
40
-1
41
41
31
34
41
30
41
31
41
41
-1
-1
37
41
39
32
25
0
36
36
21
-1
-1
1
41
41
13
18
27
18
36
20
-1
41
-1
12
-1
41
22
2
14
41
30
27
27
27
26
8
27
14
34
14
27
-1
38
39
14
41
22
7
21
14
1
11
41
41
37
22
38
37
8
2
25
7
7
7
34
20
-1
3
41
40
41
40
40
41
40
41
41
41
33
41
41
41
34
-1
-1
-1
2
24
18
23
-1
41
14
-1
41
18
38
37
13
13
-1
18
37
6
3
41
20
3
-1
3
41
11
21
41
34
-1
21
7
41
41
38
14
41
-1
19
27
27
-1
-1
30
41
38
38
37
41
14
34
8
25
14
29
37
37
19
2
22
41
-1
41
6
4
11
34
38
8
22
41
41
41
41
41
40
41
35
41
41
41
41
41
41
-1
-1
39
21
20
13
18
0
16
0
19
0
3
38
23
27
29
41
7
41
3
41
29
21
27
27
41
11
41
34
32
41
14
41
41
1
8
20
23
-1
23
37
37
37
3
27
41
-1
41
26
25
41
7
20
21
27
22
22
8
7
41
17
31
41
41
26
30
41
41
32
30
-1
41
41
32
41
40
3
10
-1
36
41
41
32
1
-1
-1
-1
1
17
1
1
-1
13
13
37
38
37
3
-1
18
41
27
41
27
26
9
38
39
25
41
-1
11
11
7
33
28
41
1
41
23
28
7
8
7
38
12
27
34
41
38
41
41
41
41
21
33
34
0
-1
38
27
8
36
21
22
-1
40
41
41
41
41
41
41
41
41
41
41
19
41
32
37
22
41
3
37
36
1
41
24
-1
41
0
13
13
36
-1
-1
-1
-1
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
37
34
41
38
28
34
41
41
29
37
27
-1
-1
35
41
41
-1
28
34
-1
-1
37
41
-1
41
37
41
39
41
28
37
8
38
41
22
41
41
41
41
41
41
37
37
38
14
33
41
32
41
12
33
41
41
37
14
-1
38
34
41
41
15
23
41
12
34
38
34
10
41
41
27
27
22
2
34
3
41
7
15
32
27
7
9
24
11
10
34
8
41
38
27
24
41
28
11
41
38
41
8
10
12
-1
9
9
29
35
7
15
41
41
14
2
41
38
14
38
32
6
41
-1
-1
20
10
41
29
34
12
8
0
-1
24
41
20
41
3
2
24
8
34
0
7
37
41
8
41
14
41
8
41
41
37
9
38
-1
37
37
41
37
37
34
37
41
41
15
4
12
41
41
12
37
-1
41
8
15
38
41
0
41
38
29
15
9
9
12
28
19
7
12
-1
37
20
38
-1
34
2
15
21
10
10
12
12
10
15
12
6
10
37
21
6
15
10
12
15
22
10
10
10
10
10
10
15
10
12
15
6
12
6
6
15
15
6
6
10
7
10
15
10
15
38
16
3
10
3
41
-1
3
38
41
41
41
41
41
41
41
41
41
41
41
41
41
41
31
40
37
37
6
29
8
-1
41
14
11
26
41
14
34
38
29
2
41
41
34
22
41
38
37
41
14
41
41
34
17
11
37
25
38
38
41
33
12
11
-1
41
38
38
29
22
14
37
12
-1
15
27
37
37
20
25
41
41
41
-1
-1
29
27
11
41
41
37
41
41
11
41
41
26
11
-1
23
29
27
41
41
33
23
11
12
41
14
41
6
41
-1
7
10
14
41
24
41
41
41
-1
41
10
6
41
4
9
10
1
12
38
24
9
41
29
41
27
41
33
-1
41
27
41
41
1
41
-1
34
27
7
-1
41
16
27
11
41
10
8
41
11
27
41
-1
38
41
38
34
16
41
41
34
34
16
-1
37
-1
6
41
37
37
37
37
37
37
34
34
24
37
41
25
41
38
-1
37
15
41
41
15
41
-1
12
41
24
7
24
12
15
-1
39
34
21
41
38
15
34
41
-1
-1
41
41
34
12
8
15
7
7
15
20
12
7
22
21
6
22
22
10
22
12
6
12
12
6
15
10
6
12
10
6
15
12
10
10
20
12
15
15
41
15
15
10
15
41
6
3
3
38
18
18
41
41
41
41
41
41
40
41
40
41
41
41
41
41
-1
34
41
41
28
41
41
37
14
34
41
41
41
20
41
41
41
37
-1
27
34
26
37
34
37
11
38
27
27
41
41
21
2
-1
34
41
27
41
-1
41
24
34
39
27
30
41
37
27
4
34
-1
10
6
14
41
38
41
7
38
27
41
41
27
27
38
14
41
39
6
41
-1
27
-1
6
11
2
41
22
-1
27
41
11
25
27
41
14
38
26
7
41
41
41
14
6
41
34
27
21
41
23
26
1
9
-1
41
-1
37
41
41
41
41
24
37
30
27
38
4
41
26
38
37
41
37
25
34
14
41
2
36
-1
37
29
37
2
-1
41
40
41
34
26
37
37
38
23
-1
9
4
14
41
6
1
7
41
41
41
15
-1
41
24
24
9
15
9
10
41
15
15
8
34
37
23
0
36
41
19
41
-1
7
12
12
7
12
22
10
12
8
7
38
12
15
22
7
10
7
15
10
6
6
6
15
15
12
37
10
10
12
10
15
10
10
15
12
12
10
3
6
10
15
15
19
15
16
37
-1
41
41
41
41
41
38
41
41
41
31
41
26
41
41
41
41
40
41
26
37
41
37
-1
7
26
34
11
29
4
34
41
34
39
41
34
41
34
29
41
41
26
37
34
41
-1
41
36
37
38
41
41
38
29
27
41
37
12
7
41
27
-1
-1
28
41
38
37
34
41
34
41
23
41
33
29
41
-1
14
-1
37
27
34
29
38
27
23
34
41
41
9
41
8
32
27
34
41
27
-1
14
37
33
14
26
15
41
7
12
6
32
41
38
37
14
41
27
38
11
41
-1
34
0
2
41
32
41
-1
25
41
27
11
38
41
11
27
15
41
41
-1
41
2
37
41
41
27
3
41
41
9
4
41
27
0
41
41
34
21
15
7
21
11
1
-1
37
27
38
28
39
41
14
41
12
41
23
27
9
12
41
37
41
22
29
38
41
2
10
41
15
9
37
37
38
34
41
41
41
37
37
37
26
37
34
41
11
-1
41
2
3
22
34
41
21
7
33
22
38
14
41
6
4
41
41
0
41
0
15
34
1
32
24
15
-1
25
41
36
4
10
22
41
24
41
41
41
11
-1
7
-1
10
12
22
10
12
12
-1
10
10
12
12
10
15
10
15
6
10
15
10
6
15
15
6
15
15
15
10
6
15
6
6
10
15
6
6
15
15
3
38
16
29
41
3
