cluster_label
7
0
5
1
30
1
15
18
10
1
17
1
11
1
-1
12
17
20
1
14
8
18
15
8
16
11
-1
3
12
17
4
20
14
5
1
7
6
1
9
11
6
15
8
8
11
16
11
6
6
-1
13
-1
-1
0
0
13
0
-1
-1
0
-1
0
0
20
0
1
3
21
-1
6
0
1
1
1
6
1
1
15
11
3
-1
1
19
11
1
-1
15
28
11
15
15
4
18
1
-1
30
16
1
3
15
29
28
20
1
14
3
24
0
15
14
1
3
6
14
-1
1
20
1
20
1
1
29
2
15
11
16
-1
28
6
-1
29
7
8
0
0
-1
-1
-1
8
-1
29
0
13
0
-1
0
20
1
1
0
6
6
20
20
1
6
1
20
-1
7
-1
1
5
1
6
1
1
6
6
4
25
17
30
17
6
25
-1
1
0
-1
5
11
17
5
21
1
1
16
1
6
23
11
14
20
1
17
17
30
8
6
1
-1
1
3
11
1
-1
1
1
6
20
1
15
25
5
24
3
3
20
15
16
-1
1
15
16
20
-1
29
-1
19
-1
0
0
-1
2
2
13
-1
-1
10
0
10
-1
0
0
0
-1
0
-1
10
3
6
6
0
1
1
1
1
1
1
1
1
20
6
-1
9
-1
6
1
6
6
1
1
6
20
1
25
17
1
15
14
-1
1
16
5
1
1
11
30
15
15
11
15
1
30
-1
17
17
14
25
-1
11
-1
3
1
0
21
1
17
1
18
20
6
20
11
1
11
16
20
6
30
6
-1
0
0
-1
-1
3
-1
19
8
-1
19
7
8
19
1
-1
6
0
3
20
1
1
3
1
1
6
6
6
-1
1
20
1
10
1
1
20
1
12
1
12
11
14
1
18
1
15
15
15
-1
16
17
1
3
1
15
1
-1
6
1
5
11
-1
18
1
1
-1
17
-1
6
11
1
1
16
4
3
14
14
-1
0
15
-1
6
-1
-1
19
-1
-1
-1
7
9
-1
0
10
-1
-1
0
1
3
20
3
8
1
1
1
1
1
1
1
1
1
0
1
-1
8
1
1
1
18
6
20
1
6
1
6
4
17
15
30
-1
13
18
-1
14
-1
22
1
-1
1
1
17
17
1
1
1
2
5
1
25
30
1
1
16
3
1
0
0
10
1
3
11
5
3
2
18
8
-1
16
11
16
11
21
-1
-1
0
0
10
10
10
-1
-1
0
-1
19
-1
6
20
6
3
0
13
1
20
6
0
1
0
6
10
1
17
1
12
14
15
6
1
1
15
17
15
-1
15
8
30
1
28
1
15
25
6
15
15
1
1
1
0
1
1
6
17
21
1
22
0
3
17
-1
15
15
15
11
11
16
14
-1
0
10
2
-1
19
10
-1
22
0
10
-1
-1
13
0
0
8
6
4
20
0
20
6
1
6
20
1
1
6
1
1
6
-1
8
-1
19
6
1
6
1
1
-1
15
17
15
-1
21
-1
1
3
30
10
-1
15
-1
3
15
5
1
-1
1
15
14
15
-1
20
12
17
1
30
2
29
15
-1
6
8
8
28
20
1
8
20
16
6
15
11
0
-1
0
-1
0
-1
8
2
10
0
17
-1
0
0
1
30
11
21
6
1
6
6
3
1
1
1
20
-1
-1
6
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
-1
21
15
17
27
8
-1
1
8
17
25
25
8
15
29
-1
15
17
25
25
1
28
1
4
1
17
1
17
-1
0
15
-1
25
11
27
30
28
23
-1
21
10
-1
30
1
-1
-1
1
26
12
15
30
30
-1
1
20
20
24
28
28
5
1
28
12
2
15
30
4
-1
6
15
17
11
18
20
6
14
-1
5
1
17
-1
21
1
-1
4
-1
15
4
-1
17
1
11
15
17
15
15
-1
16
4
12
20
21
21
1
8
14
5
-1
28
1
5
17
18
1
28
1
18
5
25
15
15
4
18
15
8
12
16
20
3
1
-1
-1
-1
6
16
1
16
20
20
-1
28
2
16
-1
1
26
15
30
30
30
21
4
1
1
1
24
1
1
20
0
30
26
5
8
12
-1
2
12
-1
0
30
16
5
3
28
20
24
3
0
5
21
21
12
6
1
14
12
0
0
15
8
6
6
4
5
15
4
4
12
12
4
5
12
18
4
28
15
18
5
4
12
5
11
4
4
4
4
4
4
5
4
12
5
18
12
18
18
5
5
18
18
4
14
4
5
4
5
6
6
6
4
6
14
6
6
6
27
27
22
7
7
13
23
24
19
22
22
23
23
13
-1
0
1
1
18
25
16
25
-1
1
-1
1
27
1
2
-1
-1
14
22
-1
30
11
28
1
17
15
1
-1
14
3
1
15
24
3
6
4
30
5
12
-1
19
29
25
17
25
11
1
-1
12
-1
5
25
9
6
-1
3
12
-1
30
25
25
25
17
17
30
30
1
15
13
17
30
14
-1
15
7
1
25
15
3
29
5
1
-1
12
15
1
24
18
-1
6
-1
