WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD
0xc44930704a2f3c6fd8cceec98a254b5661035dae,53.000000,6,40,85409.63,6,178,142.112529118,258.321110945,0,0,0,0,0,0,95,0,108,0,91,0,18692.49
0x710b7c317fb1544150c21dadd906ae5d2f07a331,17.500000,2,7,4868.26,3,51,61.623544304,60.254832361,0,0,0,0,0,0,0,0,0,0,0,0,0
0x2f9bd66fd37528cc35cd6b07942149a66efdbe44,8.500000,1,1,2265.85,1,114,44.428431373,8.422374583,0,0,0,0,0,0,0,0,51,0,0,0,0
0x861f3957a43ef5db2a1c3cb57f23e18e11d9a839,14.333333,8,18,35118.99,15,84,160.360684932,340.742295064,8,0,0,0,0,17,3,0,15,0,2,0,597.71
0x2215e55d422d523dd4b1a80e4e8b849a99cf56a8,4.166667,6,8,101.16,8,78,4.215,3.757737573,0,0,2,0,0,0,0,0,0,0,0,0,0
0x2f8e3938b7f08a6333c09533f90e76b048103026,48.500000,7,21,27876.14,16,179,102.86398524,346.76150498,13,0,0,0,0,68,44,0,38,0,1,0,99.99
0x3cd4414973bef059b8856ef38d1653d02e5509cb,164.500000,4,8,349492.8,10,181,65.167406302,154.792228729,308,0,0,0,0,34,0,0,83,0,0,0,0
0xfdbbfb0fe2986672af97eca0e797d76a0bbf35c9,24.000000,27,15,1200420.6,12,181,1263.600631579,3257.804860568,1,0,0,0,0,1,8,0,28,0,2,0,1889.91
0x3948703be77a848596c7bae913011e3ed5e010e8,10.333333,5,16,105505.36,7,79,1918.279272727,3371.297906466,1,0,0,0,0,1,40,0,7,0,40,0,75094.71
0xdf2995fc435ac8a718145f0b647888017245aac0,21.333333,4,18,40559.54,5,69,172.593787234,589.164971167,11,0,0,0,0,34,12,0,56,0,12,0,2320
0xf67cc8fcc8fc2f708b4bca0ffb072a96c433c8b2,26.166667,5,10,14267.45,12,80,28.940060852,31.305609147,22,0,0,0,0,46,0,0,3,0,0,0,0
0x67014dd70590e060d4fdfd10fcc1c0da7ca3f1e9,16.666667,5,13,145495.86,9,142,1398.998653846,1501.183761633,0,0,0,0,0,0,15,0,17,0,2,0,27.78
0x04f79ec583e0b837f19e376e489a38c8adb4e4b6,23.333333,7,14,60539.22,17,89,134.831224944,510.472893962,19,0,0,0,0,6,0,0,4,0,0,0,0
0x64c88d93fb49277642253310cd0b6640cc3cfb9d,38.000000,5,8,464.71,7,85,6.365890411,5.030198078,0,0,0,0,0,0,1,1,3,0,0,0,0
0xac3b0e83225fea8b41488fc72613a7263e3737f1,31.666667,6,14,52693.34,15,140,170.528608414,398.166508193,33,0,0,0,0,7,2,0,16,0,0,0,0
0x69272048e6a6acad0303331f4b46156567b2c70d,43.000000,4,10,92200.14,10,157,228.218168317,220.646928723,10,0,0,0,0,62,7,0,2,0,6,0,1507.85
0x4b38369010a4cbc543a4cc68f998631c4c660842,34.666667,52,44,143886.52,20,174,474.8730033,1390.508377001,4,0,0,0,0,17,13,0,0,0,10,0,15944.31
0x0920d5529247b0ec57dba5143a8103ee4d22f05c,49.000000,3,11,17749.63,12,148,29.289818482,99.19453886,24,0,0,0,0,5,0,0,3,0,0,0,0
0x486e203481408ce01d20e75228d84f9a489fb039,12.333333,2,2,3147.87,1,178,42.538783784,24.053886518,0,0,0,0,0,0,3,0,71,0,3,0,313.59
0x6fe5734a31b1baff000ab2211f6fe94029b1f95f,16.833333,1,5,4642,2,48,58.025,58.661123625,0,0,0,0,0,0,0,0,0,0,0,0,0
0x217d0e136b425aa0d934371ad0653ada56887de2,11.500000,3,23,8635.16,12,145,166.060769231,234.754429374,0,0,0,0,0,0,5,0,9,0,3,0,532.95
0x48b4ad94022836141951d56125bf377620c163ac,35.000000,21,39,1057.24,17,169,3.223292683,5.440108512,21,0,4,11,0,6,5,0,19,0,0,0,0
0xe462c9bbab14230c4b460523b4aaf19bba81fdf9,14.833333,14,14,28084.35,7,81,41.179398827,66.603574889,0,0,0,0,0,1,5,3,15,0,13,0,1111.47
0xdf3cb8f78daa2912dd6ee1ecfde3423a33d106c0,22.666667,7,20,4578.18,17,173,20.438303571,39.320223586,0,0,0,0,0,0,7,1,7,0,1,0,51.5
0x9073b73fdbe5f47fdadb856157c23fef4f0ba8c4,10.666667,14,13,18145.92,11,130,112.011851852,87.467802762,0,0,0,0,0,0,10,0,18,0,2,0,183.05
0x5badffaf003819f0ffb84642294295dae45c0155,1.000000,1,1,171.77,1,61,28.628333333,7.588639352,0,0,0,0,0,0,6,0,0,0,6,0,171.77
0xc4023e33e3baec1320de5f72a1f08687b8cb2c6c,57.000000,8,7,39.62,10,136,0.1234267913,0.1199406724,0,0,0,0,0,0,0,168,1,0,0,0,0
0x7576bc1f56301164c7d410c6a5d2fcb8183ad1bc,54.666667,5,16,215.94,10,97,0.4434086242,0.8691742898,6,0,2,0,0,0,0,0,0,0,0,0,0
0x1b0e1423f5558dede1ccbdc8da3cbb7644dd740f,24.333333,7,11,33754,10,98,29.428073235,35.374942733,0,0,0,2,4,0,7,64,0,0,2,0,172.54
0xb5bc120437bbb96e7eb57be1f11e12fcd3771edf,22.166667,7,13,93865.27,13,54,254.377425474,632.683518648,14,0,0,0,0,9,3,0,7,0,1,0,1428
0x21566f258648036ebe0bc22c9c90897442f1e958,15.666667,1,6,27649.57,6,170,170.676358025,407.813463297,0,2,0,0,0,0,0,0,0,0,0,0,0
0x8e167ee0597f6429a620005172db64a70cfb9071,5.000000,4,9,10108.32,9,134,78.97125,155.205301501,7,0,0,0,0,1,6,0,3,0,6,0,1207.96
0xee845948e6806d12e966137caa07d49bbe632fe3,36.000000,5,6,2169121.46,2,176,10685.327389163,15422.861184434,0,0,13,0,0,67,3,128,5,0,3,0,94446.77
0xaf47d1a0ebd22de484187486ae4784e250cdf317,1.500000,1,2,2.42,2,38,0.3025,0.2244855229,8,0,0,0,0,0,0,0,0,0,0,0,0
0xf0af95fcb425667ddcc18c8bea8d0ae386e7362b,7.833333,1,1,1193499.42,1,109,25393.604680851,51757.654975246,0,0,0,0,0,0,0,0,47,0,0,0,0
0x2d928fa6800b041be32633bdbf9d2d52399e4291,32.333333,4,10,85.48,6,181,4.498947368,3.470337303,2,183,0,0,0,0,1,4,0,0,0,0,0
0x55acccb8a701f2020dfd039001c478ae83b8649d,14.500000,13,14,52459.86,14,61,238.453909091,575.855232549,11,0,0,0,0,3,0,0,2,0,0,0,0
0x4ead29185a7bff8781037ebef6ae1c44cd61d607,70.333333,6,21,3141.16,15,180,3.798258767,22.993323296,12,0,0,0,0,68,0,0,8,0,0,0,0
0x77f4e67c14ae58e436bc49b0aa719525e4cb4219,20.166667,11,11,13885.11,7,174,5.655849287,30.740382592,12,0,0,0,0,0,20,0,0,0,20,0,1384.13
0xfe71ce8c3ad625fc512a63067ad56bc803bd03b3,23.000000,13,22,2284.19,21,173,13.280174419,32.867509748,16,0,0,0,0,15,46,0,8,0,11,0,508.3
0x2b6052e9a513e65ee4c5ae9a7c7060336fea68f8,22.666667,1,26,28783.49,2,55,306.207340426,305.112652451,0,0,0,0,0,0,0,0,0,0,0,0,0
0xbe13cd412595a41cd503bdaa8aed2043ac405110,36.666667,16,38,20042.38,16,153,50.357738693,72.150107923,0,0,0,0,0,0,36,0,56,0,18,0,1049.98
0x5dfb6afb4fbf2363ee0992b8fb11b8d4b594e197,21.166667,9,12,375.55,16,161,9.38875,9.853871875,0,90,0,0,0,1,8,5,2,0,0,0,0
0x6ff9485f546aaf27c68ba84658b5e3f82d9a6f0f,2.500000,4,10,1206.81,8,49,150.85125,56.820825724,1,0,0,0,0,2,1,0,2,0,0,0,0
0xfdfa13f6c22c6dd42b47d9c5159edfdf8fc569be,21.166667,10,8,37865.45,8,51,182.924879227,349.994092984,0,0,0,0,0,0,31,0,15,0,3,0,2014.27
0x625c3846d55fa2761a7177e27c62d8498bbfb46f,11.166667,7,14,11659.89,11,69,66.249375,214.679089436,6,0,0,0,0,5,1,0,5,0,0,0,0
0xe8678a91bc79584924398ce2e6f71b912b74b962,88.000000,6,7,392957.44,7,74,207.913989418,498.629886661,0,20,0,0,0,0,0,0,0,0,0,0,0
0xf4bda00b258d40436ef9cbefeb57d54789fed084,39.833333,5,18,93.02,13,135,1.722592593,1.662922667,0,0,0,1,0,0,1,2,1,0,0,0,0
0x22b84bca5b5981841dcc20151a9c0e7811f1003c,9.000000,8,6,125209.93,4,138,463.740481481,535.68409606,1,0,0,0,0,0,15,0,4,0,13,0,3107.29
0x7a49e081fc596c33988e2c7cf27f7a69ad257474,2.500000,4,11,210.36,7,84,19.123636364,21.369123551,0,0,0,0,0,0,1,0,2,0,1,0,84.33
0x6834fb0ca159b544a2c5bb878a0d43acfa542191,13.000000,4,10,12429.28,9,55,175.06028169,524.753462682,1,0,0,0,0,4,1,0,1,0,1,0,159
0xc182eedb4d4f37b75e179f4ed896face0c29f521,34.500000,19,27,105027.11,21,162,210.05422,335.519929868,5,0,0,0,0,5,14,0,33,0,13,0,2203.63
0x9084fcbaae71df01bb2fa64c262c1a085bdd13ff,26.000000,18,13,1382.69,6,96,3.012396514,5.454417443,0,0,14,84,0,15,20,0,0,0,5,0,31.9
0xafa75a361871f57cefce6d932dd5ccd5f3b5235b,31.333333,8,17,750.14,11,170,5.515735294,5.248999993,17,0,0,0,0,0,3,135,0,0,3,0,44
0x494a73e6f25d2c73d88df514c995ad92f97bf54d,31.333333,7,16,82227,12,153,177.213362069,559.646163928,20,0,0,0,0,12,0,0,14,0,0,0,0
