dim_0,dim_1,cluster_label
9.674511,12.566173,0
8.592821,11.245668,0
9.646934,13.046747,0
6.8352203,2.6651087,0
8.253913,-0.11707169,0
4.389693,1.9165214,1
1.5467687,1.7648892,1
1.3715394,2.04489,1
2.0846088,5.3371363,1
4.1994567,3.4469821,1
6.0487676,4.422488,0
-3.3406308,6.1468377,1
8.969622,1.232836,0
12.000524,11.705191,0
3.5757747,0.7540165,1
3.049075,4.2014847,1
-2.1532774,8.424555,1
6.7299314,2.6372304,0
13.977984,0.7833046,0
0.61653644,-0.14266974,1
-0.39075997,0.8769941,1
13.890226,-1.3321582,0
5.7875214,-4.6065607,1
4.9358134,2.1759126,1
15.468526,5.092683,0
-1.0244877,6.218789,1
13.790527,2.7749734,0
15.920195,2.8668401,0
5.244795,-2.8062756,1
4.6375585,-3.338637,1
12.68715,7.786394,0
-1.251479,0.28460154,1
7.623027,8.036948,0
2.4575832,-4.9439163,1
1.8262086,-5.463472,1
-2.0703933,4.249173,1
2.0672665,-3.1535664,1
6.0763807,-3.8101187,1
13.273819,12.120122,0
14.952454,-0.7249958,0
3.0675888,2.2917573,1
9.975148,0.1569206,0
12.718846,5.9947095,0
-0.22187163,0.20528969,1
2.6999593,4.812282,1
-2.2760563,9.862503,1
-1.4658728,10.867562,1
3.3081424,-2.8947885,1
9.468937,-0.24131037,0
-0.8873993,7.568184,1
6.685102,2.5541918,0
1.5997797,1.8412071,1
9.644113,8.550322,-1
-1.8950253,-1.0102729,1
0.83487636,9.503738,1
13.602116,-0.06817205,0
11.96371,7.67371,0
-5.208655,5.92918,1
2.6995988,12.6870985,1
0.14417678,-3.829582,1
7.789145,5.6521645,0
-4.1717024,4.449827,1
-2.47192,-2.1169357,1
-5.238403,0.603242,1
10.947892,1.3684205,0
11.078098,-0.72345084,0
10.721278,-1.3484379,0
11.374674,0.29868546,0
11.245901,-1.268878,0
10.199483,3.6193864,0
15.297445,2.5893955,0
10.736742,-1.816701,0
10.738943,14.406357,0
13.028048,12.446808,0
8.831201,14.308577,0
12.215201,13.15508,0
8.70439,13.163672,0
13.323471,10.526777,0
-2.7624097,5.7976155,1
14.769047,0.2461236,0
16.430607,2.7434847,0
14.264578,-1.9628681,0
-0.02696206,-1.8809634,1
8.364785,7.47342,0
4.201854,3.4455824,1
-0.05440384,-1.906847,1
6.6393275,2.5385303,0
3.270139,0.93459445,1
6.8129196,7.627537,0
1.8448831,5.296317,1
3.5332575,10.372753,1
12.19935,4.053941,0
-0.95130974,-0.16195273,1
12.720065,-1.1364219,0
-3.1097896,1.9534068,1
16.899405,3.1657147,0
-3.7024434,3.901019,1
10.911386,-0.70705444,0
-0.54420716,-2.0760283,1
1.7257205,-2.5443363,1
0.32502383,-0.12454333,1
-3.6719604,2.1518822,1
2.3942244,-5.5413036,1
1.7178911,-3.393167,1
12.753437,7.524188,0
14.150799,-1.5905464,0
14.247003,6.970134,0
12.316928,11.315838,0
-1.1221704,11.4347925,1
11.615656,13.470209,0
-0.7008766,1.1971895,1
1.485675,12.599719,1
11.124081,-0.056537915,0
-2.2199457,11.685171,1
-2.7899747,3.7530203,1
-4.5439944,1.9406701,1
-3.046043,1.9189004,1
-1.9356047,3.5961924,1
-1.546668,3.6484127,1
8.050058,7.3803773,0
4.394267,3.1747303,1
9.896037,0.69614005,0
-2.6964605,11.776477,1
2.8206801,-4.8019943,1
12.480153,3.470575,0
1.1754557,7.077801,1
13.615253,12.3142605,0
8.0927925,13.73867,0
-0.390904,-0.8728008,1
1.4319557,-5.484479,1
-2.025779,-2.1257277,1
-2.073197,-2.3371234,1
-0.9154228,-3.149125,1
1.3519872,3.2943962,1
-1.9071714,3.2864623,1
-5.4627357,0.39635038,1
-3.6449237,-0.85906935,1
-5.2878523,0.4487244,1
8.160638,11.632598,0
10.185441,15.507857,0
7.5384145,12.716543,0
14.216738,9.583911,0
14.365582,7.8973126,0
7.200732,3.5160038,0
6.8422427,12.976546,0
11.119525,13.741689,0
10.697909,14.789053,0
10.917138,14.48283,0
6.89602,9.764862,0
14.642572,6.714405,0
7.755313,14.649938,0
10.258929,12.469551,0
6.396429,10.712423,0
8.786828,14.088066,0
12.141157,11.406187,0
1.476981,3.585,1
10.824707,3.9118912,0
13.0349655,8.042948,0
8.198935,-0.18602584,0
7.9012213,11.364681,0
8.684929,11.370073,0
7.6713166,10.675666,0
7.182744,4.682362,0
14.316422,9.933985,0
12.13699,-1.3207037,0
6.2846575,9.085299,0
4.5999627,-2.594981,1
7.35292,5.3058357,0
8.124915,10.510163,0
6.990231,13.522316,0
-2.7565167,9.292247,1
1.3694755,2.0598829,1
-0.6911378,6.096713,1
7.1905346,3.7755656,0
10.735087,-2.0303042,0
3.6673555,3.1166396,1
9.254094,12.555328,0
5.38323,0.4691989,1
0.33816627,-2.431361,1
8.087957,-0.07341393,0
11.148813,-1.5970159,0
13.747405,-1.8201044,0
4.427981,-3.6514478,1
2.5439658,-3.6925278,1
0.43050054,-4.1473403,1
15.783087,-0.4952555,0
2.0442538,-4.1601405,1
3.4322374,10.788633,1
12.547971,-0.4901513,0
-1.0502232,7.444905,1
0.7590186,-2.7693102,1
-1.0410987,-1.6042264,1
-1.918987,-1.0548373,1
3.2045083,8.258018,-1
15.324999,4.449681,0
7.3152957,1.8036987,0
-2.3170385,1.8048517,1
14.329129,9.70391,0
-1.285948,1.7689795,1
12.718706,6.105618,0
-0.692544,6.1144447,1
-5.4846735,5.682699,1
-3.943006,6.239056,1
6.5102353,11.907245,0
12.709798,0.08756216,0
-2.67528,0.68515915,1
14.150101,3.8096476,0
8.936581,7.799012,0
1.9082227,12.963692,1
11.453166,13.113349,0
1.07496,6.6316953,1
9.164284,13.130124,0
6.6963153,13.310275,0
9.999087,0.15737672,0
12.007645,10.585917,0
8.440711,14.513804,0
-6.757742,2.708321,1
-1.5821964,2.0412788,1
2.095355,-5.0124316,1
8.335751,8.949007,0
10.837378,0.22912638,0
4.118739,3.546058,1
-3.1924357,-1.4336959,1
-3.2387333,-1.1527627,1
12.168539,4.1558166,0
8.785389,1.4649062,0
14.102247,9.801253,0
11.7000675,-0.9423061,0
13.172789,10.393734,0
15.469432,2.2670949,0
14.388263,7.346227,0
14.5943365,7.0267124,0
11.025172,8.4773855,0
8.576033,14.178437,0
9.296618,14.956296,0
12.438031,12.539675,0
7.031263,11.199234,0
9.426138,15.5559845,0
-1.7868476,2.8107395,1
9.87846,11.815998,0
-1.9634444,9.816329,1
10.930295,14.484751,0
10.848717,2.591196,0
3.4382317,8.688012,-1
7.0931835,-4.057737,1
6.328006,5.6219864,0
10.667149,3.3341272,0
11.390304,0.1879664,0
6.3702264,10.70723,0
9.895426,8.467027,-1
7.115052,1.4257853,0
1.5526096,1.765871,1
-1.0142217,6.3459563,1
4.0995364,3.548874,1
3.7285013,-1.8797388,1
-1.5744413,10.678988,1
0.54474634,10.131675,1
11.113721,12.721852,0
12.214925,12.788764,0
14.1174555,9.64036,0
0.80788124,9.917094,1
10.051476,13.341253,0
-0.9301504,-2.0220716,1
-0.545277,9.8674965,1
4.9743943,-5.5947886,1
13.341296,13.571607,0
5.0739274,-4.5198975,1
-2.3565898,11.645125,1
3.1729674,3.1227324,1
-2.0206494,-0.80492526,1
5.4401097,-3.4777706,1
6.3341637,2.4590092,0
-4.963559,4.408135,1
4.7845945,-5.43214,1
-1.5369819,10.222678,1
3.2344875,-1.5632503,1
0.5995174,5.771033,1
3.2854488,8.336135,-1
-2.858329,11.675358,1
-0.22416146,6.0356755,1
4.069159,-4.086571,1
4.7009735,-3.7195368,1
-2.183733,10.967373,1
5.487697,-4.8747363,1
-2.6151097,10.187664,1
14.323493,0.32603693,0
6.3858175,10.75783,0
-0.80785537,3.8708055,1
-1.6026345,10.428347,1
16.28443,2.96239,0
13.310625,13.562154,0
-1.250673,4.1313457,1
1.165762,9.099425,1
0.39224693,-4.154785,1
-2.783028,10.056124,1
6.2763414,6.251893,0
13.7086115,13.304414,0
10.91597,8.17776,0
-0.09010628,4.6803327,1
12.213116,12.791522,0
14.082653,10.684864,0
3.133724,4.2673492,1
14.011908,12.329963,0
-2.2510643,4.424052,1
-4.0304575,9.233681,1
2.6157775,5.24743,1
13.920813,10.548098,0
14.355241,0.37492493,0
4.3265543,3.2462246,1
11.386672,12.971557,0
14.119257,12.164507,0
11.894605,12.636507,0
7.337643,13.615083,0
-2.166797,10.992612,1
5.060246,-4.5868907,1
2.2092772,2.9396696,1
11.589903,8.8291645,0
2.5081341,1.7802261,1
-2.1884947,-0.3782926,1
-0.058285918,-1.9070598,1
2.3135576,12.939588,1
1.8647572,4.2876916,1
13.9006195,-0.74763495,0
6.7838726,2.5099323,0
-1.1220837,9.943599,1
0.915858,8.670158,1
1.7786583,4.420721,1
-1.8331103,10.458404,1
13.769214,12.272128,0
-0.3124566,9.523161,1
14.100394,10.789826,0
5.1908464,-3.707306,1
5.38579,-3.5674007,1
13.819722,12.6176605,0
0.15422359,9.063095,1
12.210851,12.78588,0
6.6439095,-4.1708183,1
-0.68981844,11.532366,1
1.7090743,5.37453,1
6.204297,3.712686,0
7.536916,14.554878,0
3.3257403,4.6473713,1
12.476378,13.076756,0
-2.9133492,10.013434,1
0.4854278,5.952733,1
7.8276367,2.1687276,0
-3.5270338,9.848147,1
5.735937,-4.580524,1
12.517691,12.842765,0
-3.3836725,10.972516,1
-1.4568847,11.863232,1
14.251061,11.889082,0
3.6418285,-3.1834617,1
-1.9184295,11.026786,1
1.8158303,-4.1176147,1
-1.3480198,-1.2374611,1
13.1947,2.4124527,0
2.1664512,2.922144,1
-2.7532673,10.070138,1
5.076783,-4.6705956,1
0.72582906,9.035724,1
4.9449186,-2.4591424,1
4.4768524,-3.7300346,1
-1.5598917,11.162794,1
13.98046,12.132107,0
13.894727,12.812803,0
1.2743354,12.247861,1
-3.3836157,9.726225,1
8.0747385,2.3115509,0
-2.8503485,11.693891,1
3.2254817,-4.7198935,1
10.606863,11.577565,0
16.396952,2.0514002,0
13.966977,10.55649,0
1.8847141,12.953412,1
14.2935,1.5755885,0
-2.050514,7.629725,1
-1.2866201,4.0446897,1
-0.2718789,-3.6206183,1
12.277078,3.156268,0
8.615025,-0.7790862,0
3.3208208,-5.2975726,1
3.489237,1.4468814,1
5.645417,-5.469476,1
-1.0032917,7.164849,1
3.3817484,8.493238,-1
13.89935,12.893984,0
3.2194433,-2.2953353,1
1.1548845,9.305404,1
6.985345,5.6616645,0
1.5412296,5.0650306,1
-1.7747031,10.46118,1
-3.468177,10.58735,1
5.8274355,-4.82216,1
15.14056,2.0275073,0
10.314501,12.960022,0
-2.870598,-0.31668326,1
-1.1061493,7.2409935,1
11.105256,12.852093,0
8.227,6.6985807,0
12.447789,13.036079,0
-0.44328693,4.24439,1
-2.7003922,-0.23517749,1
-3.6831145,6.201649,1
-2.9450908,10.6633625,1
6.67922,4.083429,0
14.328455,11.410089,0
14.255001,-0.8243283,0
14.296665,11.515395,0
-2.6982057,-0.23515567,1
6.594022,-5.160129,1
12.417907,13.087531,0
3.1834095,4.8810534,1
4.733719,-3.4053032,1
1.7661843,3.0104842,1
-5.004422,5.0674133,1
6.1106367,5.0942497,0
10.606149,11.464059,0
10.263618,13.100137,0
6.341786,5.033513,0
-0.05638742,9.308454,1
-2.5694122,8.244013,1
14.561507,2.3065817,0
-0.26892644,9.398568,1
4.6958356,-2.534906,1
11.110414,11.659965,0
13.002512,13.360364,0
0.69693774,9.820269,1
4.056962,-0.6581228,1
11.387833,12.954979,0
-0.8231238,4.798672,1
-2.7196898,-0.23104109,1
6.7455254,7.615046,0
0.751297,8.199658,1
4.4249043,-2.6986394,1
1.6494977,2.9080007,1
3.6603801,-3.8177588,1
-1.9514911,11.753564,1
-2.7766223,10.026273,1
8.088013,2.3202496,0
6.0065002,-4.83879,1
0.36991265,-3.9235804,1
14.219782,11.323122,0
14.205436,11.929537,0
14.213266,11.195803,0
2.7027216,2.7936316,1
2.5074978,-5.102511,1
-1.3741461,6.301743,1
-2.2114115,-0.7524497,1
14.350052,11.594008,0
-4.6667385,4.6462755,1
12.349778,13.2626095,0
14.771026,1.2978513,0
-3.4900131,9.943149,1
6.0601354,4.9278803,0
1.0276586,6.513545,1
-1.9061667,11.039584,1
1.1580102,9.1494,1
2.2240036,3.7935405,1
2.5130012,5.242526,1
6.5655384,-9.829028,-1
11.36572,12.986381,0
13.260709,3.5139325,0
-0.5257784,9.845334,1
12.479235,13.033045,0
1.0025531,11.146624,1
-2.078338,4.3883796,1
-1.8020186,3.8013175,1
4.1771793,3.4778876,1
13.311184,13.553369,0
3.4701371,1.4250576,1
8.923545,10.58859,0
5.156744,1.5903761,1
3.581827,-4.913353,1
-0.32031837,9.536024,1
0.9938556,-5.386407,1
6.08071,4.4026427,0
-1.1520481,10.518714,1
2.797644,2.7864645,1
12.495031,12.854958,0
14.365185,11.531562,0
-2.0012276,-0.78416437,1
2.3127093,3.754898,1
2.6071448,-3.7574284,1
6.2146993,9.190577,0
0.76520663,-4.6875687,1
12.749616,13.193648,0
1.0566057,11.386574,1
-2.0834215,-2.0547607,1
-3.1176293,6.0604305,1
14.319773,11.604478,0
-1.1666034,0.39408025,1
-2.2681952,-0.3017277,1
-0.83515114,-0.67076457,1
5.853296,3.7692091,0
-1.258919,11.407342,1
-1.6285307,10.43449,1
-0.5551562,9.865452,1
1.533793,12.674588,1
9.29692,14.923606,0
-1.1849372,10.756802,1
2.7551064,12.546526,1
9.468832,10.218133,0
5.7408404,-0.68843883,1
14.146909,11.946179,0
14.1312065,11.949323,0
-3.522173,9.804844,1
13.88038,12.844103,0
-1.8995112,11.053075,1
9.744976,13.826958,0
-2.1367989,3.820796,1
6.1901054,8.313439,0
-2.9171078,10.0015955,1
1.1620122,9.081127,1
12.2056875,12.914365,0
-0.90563816,2.915929,1
9.160287,15.490621,0
6.1459336,10.090978,0
12.204714,12.88647,0
10.604781,11.715791,0
11.898932,12.639307,0
-2.3452928,10.329823,1
9.432531,-1.4439181,0
11.089426,12.709895,0
3.3502517,-1.224545,1
-1.6237109,10.437091,1
13.979267,10.527878,0
-1.9792267,7.747034,1
3.4103673,1.5387306,1
-0.9986328,3.8222268,1
-2.6542406,10.098142,1
3.585491,-3.2728631,1
10.028827,13.343246,0
-0.27624738,6.056609,1
14.055499,12.242608,0
7.5780854,-3.718185,1
-1.3487155,0.3742187,1
9.904784,13.975836,0
14.210089,11.597352,0
2.9587045,-1.8315872,1
8.117957,14.529268,0
1.6478091,9.430547,1
-0.14463787,5.9850383,1
13.5197525,13.103975,0
8.918214,15.418826,0
-0.7436207,6.2307596,1
-1.9337755,11.156258,1
-4.581057,4.7567744,1
3.7063797,0.5348217,1
6.2396326,6.9858656,0
4.0469394,-3.10902,1
-2.0262625,10.987528,1
-0.037470195,-1.8981421,1
2.1990285,12.959449,1
14.159691,11.937724,0
2.2122831,4.424837,1
-1.9845395,11.73543,1
10.531393,12.441909,0
1.5578516,5.050058,1
1.1644754,8.992791,1
5.181418,-5.675184,1
10.468676,10.298097,0
1.6976429,-4.1022167,1
1.3064554,-0.4535533,1
2.8334486,-4.8588934,1
13.9340105,11.021523,0
0.8961856,-4.2408385,1
13.861479,10.430979,0
7.5148787,14.099128,0
0.18286741,6.0675745,1
-0.4729676,6.3637977,1
1.7272196,12.852234,1
1.6055777,-5.4544096,1
12.971413,13.424425,0
14.125632,11.436993,0
9.936048,13.932199,0
4.386742,-3.7053452,1
9.255041,1.2550889,0
-1.1552783,10.504111,1
0.59151983,8.216512,1
-1.8684971,-2.1935306,1
-0.7943389,10.100399,1
6.0833693,-3.7207687,1
-0.3830075,6.124873,1
6.1776967,5.2078276,0
-1.1794279,10.512464,1
4.047597,-4.119924,1
-3.5024464,10.8237915,1
5.346012,-3.4072597,1
12.51274,12.870121,0
-1.0905995,11.172755,1
13.070422,12.275139,0
1.3597195,7.7729115,1
13.914216,12.573417,0
4.623382,-0.32017747,1
12.962508,1.9184047,0
14.599799,-2.0318685,0
10.813604,1.3063022,0
12.95602,-2.4127603,0
6.1708045,-4.420638,1
12.057279,-0.18417285,0
16.256603,0.3889676,0
1.3424715,-4.4569716,1
8.580067,11.6122875,0
16.339106,-0.40234408,0
5.402692,0.55407256,1
4.531349,-2.6972847,1
-0.66781396,-2.4503627,1
15.954505,2.745788,0
16.065758,-0.8267995,0
