dim_0,dim_1,dim_2,cluster_label
2349.0,15.900064,2.8787959,0
2350.0,6.8236313,3.3203986,0
2351.0,13.318672,3.3045223,0
2352.0,15.794278,1.8147321,0
2353.0,6.4384565,-4.42846,0
2354.0,1.7461535,-2.5444088,0
2355.0,7.4388933,-4.26382,0
2356.0,-4.9400554,5.8380136,0
2357.0,-1.3859813,1.7127467,0
2358.0,-0.5292312,-2.6127656,0
2359.0,0.29522583,-2.4460108,0
2360.0,12.813008,5.7547035,0
2361.0,15.218804,1.2597555,0
2362.0,0.9695652,-3.508372,0
2363.0,3.270085,-5.324634,0
2364.0,-2.4408255,-2.1425176,0
2365.0,0.94219244,-3.640386,0
2366.0,2.2365694,-2.5432837,0
2367.0,13.602648,5.463748,0
2368.0,14.326516,5.9452143,0
2369.0,8.003849,-0.3191019,0
2370.0,10.609952,2.1502707,0
2371.0,10.81496,8.304905,0
2372.0,-3.1293702,-1.5810033,0
2373.0,15.358122,2.4770584,0
2374.0,8.138753,2.762728,0
2375.0,-1.6452651,2.0470161,0
2376.0,-1.590353,0.4114295,0
2377.0,2.5418901,-3.7408395,0
2378.0,14.358127,-1.3616159,0
2379.0,16.94954,3.1048734,-1
2380.0,0.5357481,-3.6569579,0
2381.0,15.936393,4.561742,0
2382.0,-0.39743575,-0.59354025,0
2383.0,14.960209,-1.7390226,0
2384.0,12.823114,5.8602557,0
2385.0,13.9996,7.1814976,0
2386.0,15.629653,0.4545832,0
2387.0,-0.5519823,-2.5221343,0
2388.0,-4.9846625,3.263854,0
2389.0,15.681603,2.3969784,0
2390.0,0.34588885,-4.0273614,0
2391.0,6.931735,9.580471,0
2392.0,-4.0195184,-1.1893911,0
2393.0,2.3060207,-5.213465,0
2394.0,10.5766325,0.59671354,0
2395.0,13.866287,2.8394005,0
2396.0,-0.6414509,3.8070278,0
2397.0,-0.308428,-2.8262734,0
2398.0,11.266762,11.523691,0
2399.0,0.16696474,9.887491,0
2400.0,-4.838017,2.6860497,-1
2401.0,13.569471,6.610274,0
2402.0,12.193081,11.10153,0
2403.0,-4.3862095,2.7680738,0
2404.0,2.02103,4.041395,0
2405.0,11.077791,-0.5539886,0
2406.0,12.636972,4.1806726,0
2407.0,6.785938,7.6250653,0
2408.0,-1.9165835,3.312228,0
2409.0,10.486383,15.145314,-1
2410.0,-0.48824468,3.464456,0
2411.0,-1.4775741,2.6446543,0
2412.0,15.17822,1.7222528,0
2413.0,13.659222,11.541757,0
2414.0,6.1836896,6.2077713,0
2415.0,1.374613,-2.882165,0
2416.0,-3.4430141,7.630125,0
2417.0,-2.2416446,2.9193869,0
2418.0,13.025591,3.3959155,0
2419.0,-0.6564625,-2.7263124,0
2420.0,-4.024806,7.936256,0
2421.0,0.5311949,8.808072,0
2422.0,-1.3924766,11.46366,0
2423.0,-3.3403351,11.105657,0
2424.0,9.956437,15.603868,0
2425.0,9.275658,14.120406,0
2426.0,-3.486868,4.209774,0
2427.0,3.3745892,2.724567,0
2428.0,-3.6466284,7.745212,0
2429.0,-3.314091,11.246523,0
2430.0,7.0575004,-4.033614,0
2431.0,8.118173,3.2770052,0
2432.0,-4.95619,3.4686518,0
2433.0,12.129047,8.419307,0
2434.0,15.74474,4.5109215,0
2435.0,-4.0056653,8.444798,0
2436.0,1.9005581,-3.408825,0
2437.0,5.1403728,-1.1874539,0
2438.0,9.054634,0.9617258,0
2439.0,17.149677,2.2013886,-1
2440.0,8.981458,3.1863694,0
2441.0,17.027712,1.5047162,-1
2442.0,13.017123,13.32795,0
2443.0,0.11156852,9.704734,0
2444.0,-1.822301,7.709724,0
2445.0,-1.56811,2.0522678,0
2446.0,-1.7096946,2.5146198,0
2447.0,0.9904146,-0.7098024,0
2448.0,5.7405396,-4.5334964,0
2449.0,9.160911,15.502715,0
2450.0,6.1040177,-1.1959169,0
2451.0,-4.7819552,5.4450502,-1
2452.0,3.2213795,4.8127394,0
2453.0,-2.1298702,3.9775505,0
2454.0,15.706021,2.9233668,0
2455.0,-0.59962285,5.172632,0
2456.0,15.886337,-1.1048254,0
2457.0,6.5025344,3.7777734,0
2458.0,13.859671,9.912215,0
2459.0,14.798765,-1.8564168,0
2460.0,-0.8240454,1.047403,0
2461.0,-3.4728289,9.838285,0
2462.0,-3.507167,6.215381,0
2463.0,12.769743,11.269428,0
2464.0,14.88151,-1.2121687,0
2465.0,6.884398,10.03402,0
2466.0,13.921923,0.3087734,0
2467.0,-2.2196002,4.503511,0
2468.0,17.132677,2.1557922,0
2469.0,-1.5694252,10.158618,0
2470.0,12.865285,5.7951407,0
2471.0,9.521259,-0.8793604,0
2472.0,4.0965757,3.5237825,0
2473.0,-0.09014054,9.0696,0
2474.0,14.150598,11.369171,0
2475.0,7.112941,0.73502845,0
2476.0,9.654514,-0.2152836,0
2477.0,6.577807,2.2552285,0
2478.0,0.07889348,10.655056,0
2479.0,2.3091269,2.810234,0
2480.0,16.598688,4.0107,0
2481.0,9.930932,-1.5677814,0
2482.0,12.977997,9.856712,0
2483.0,6.3241744,5.7802105,0
2484.0,6.167079,6.839519,0
2485.0,-2.3491132,6.1435356,0
2486.0,10.626227,1.1424731,0
2487.0,4.6927576,-0.010856174,0
2488.0,8.996673,-1.1631655,0
2489.0,12.909226,0.2658754,0
2490.0,2.808738,2.7879677,0
2491.0,7.926449,-0.1281288,0
2492.0,7.0358596,5.833115,0
2493.0,6.220434,5.169124,0
2494.0,7.2904196,0.8480973,0
2495.0,1.1733544,8.312693,0
2496.0,-1.7692007,8.232045,0
2497.0,2.8257113,12.465368,0
2498.0,8.712505,13.101172,0
2499.0,13.433661,-2.3204317,0
2500.0,11.551137,2.8871396,0
2501.0,0.34484026,-2.4554572,0
2502.0,-1.2577496,10.195992,0
2503.0,13.625348,5.8964458,0
2504.0,16.112394,-0.5705653,0
2505.0,4.157371,0.6594895,0
2506.0,15.028091,4.613879,0
2507.0,13.206051,3.3179595,0
2508.0,1.011602,9.303822,0
2509.0,0.64953846,9.963437,0
2510.0,2.6843324,5.396734,0
2511.0,7.747576,5.566755,0
2512.0,7.482727,9.138816,0
2513.0,0.649157,-2.2962701,0
2514.0,-1.5585082,2.1113453,0
2515.0,7.7043433,5.2074113,0
2516.0,15.832401,5.5215564,0
2517.0,1.2451596,-2.4739096,0
2518.0,11.181478,13.794929,0
2519.0,2.752241,-3.5954146,0
2520.0,-3.750921,6.2163725,0
2521.0,2.421642,4.1463513,0
2522.0,9.510265,15.485468,0
2523.0,-4.3935885,2.6500554,0
2524.0,1.5399406,-5.4560556,0
2525.0,-3.3837917,10.071075,0
2526.0,-2.3273363,8.552596,0
2527.0,-5.348342,3.7329156,0
2528.0,7.1588974,7.959795,0
2529.0,9.935742,15.592027,-1
2530.0,8.015483,14.405232,-1
2531.0,-3.405234,9.936825,0
2532.0,6.0705495,-4.971981,0
2533.0,1.1805593,12.007576,0
2534.0,1.6509451,9.274073,0
2535.0,13.769122,-2.0615785,-1
2536.0,14.903951,7.3021927,-1
2537.0,2.4022076,4.8532753,0
2538.0,15.333987,-0.7113534,-1
2539.0,-6.6756654,3.81001,0
2540.0,-3.2817903,-1.6263076,0
2541.0,-2.4454126,-2.139878,0
2542.0,-0.8786621,-3.1766553,0
2543.0,-1.6755861,-2.6190672,0
2544.0,-3.3107035,-1.5628052,0
2545.0,10.625773,1.2034531,-1
2546.0,-1.7168152,-2.6033986,0
2547.0,-0.957972,-3.0515883,0
2548.0,-6.0394163,1.9052666,0
2549.0,-6.6389003,2.3651984,0
2550.0,-4.3879347,-0.47365442,0
2551.0,-2.8503757,-1.8488789,0
2552.0,-6.1016583,4.969172,0
2553.0,-6.8225207,3.0339117,0
2554.0,-3.2919285,3.1874356,0
2555.0,-6.550685,2.7598279,0
2556.0,-3.782141,-0.25089628,0
2557.0,-4.5686727,1.7701117,0
2558.0,-6.8490057,3.198858,0
2559.0,-6.2662187,3.291167,0
2560.0,-6.6094875,3.2577977,0
2561.0,-5.528253,1.3283699,0
2562.0,-5.040745,3.854347,0
2563.0,-5.1894298,1.531803,0
2564.0,-5.713262,3.4143374,0
2565.0,-5.741868,4.072108,-1
2566.0,-6.4593115,2.9812095,-1
2567.0,-5.215231,5.1581597,-1
2568.0,-5.8050866,1.5127754,-1
2569.0,8.812112,7.9396973,0
2570.0,-5.8488207,3.5700097,-1
2571.0,-5.5389633,3.280967,-1
2572.0,-6.2217894,4.750174,-1
2573.0,-6.53994,3.0213387,-1
2574.0,-5.646154,5.226645,-1
2575.0,6.3614006,11.88936,0
2576.0,-5.978274,4.0804453,-1
2577.0,3.3898041,11.071928,0
2578.0,10.028525,-0.7651246,0
2579.0,14.583272,-2.0421712,-1
2580.0,15.911707,-0.9074786,-1
2581.0,15.441,0.74289966,-1
2582.0,14.052,1.6675104,0
2583.0,14.455227,-0.94033164,-1
2584.0,16.66396,1.7937888,-1
2585.0,15.704208,1.8525058,-1
2586.0,16.923384,2.1265666,-1
2587.0,16.160255,1.4545689,-1
2588.0,15.677104,0.9203676,-1
2589.0,14.328086,2.8587227,-1
2590.0,15.4058,1.562758,0
2591.0,15.892448,1.1930519,0
2592.0,6.5300274,-3.4247296,0
2593.0,14.682362,1.5035121,0
2594.0,14.170478,1.2168164,0
2595.0,13.689194,-2.1744432,0
2596.0,11.893849,-0.35492143,0
2597.0,12.304929,-1.9578053,0
2598.0,15.695815,3.2705548,0
2599.0,15.273728,0.44126445,0
2600.0,16.456177,-0.42994148,0
2601.0,13.752432,2.6938262,0
2602.0,14.472014,0.28220195,0
2603.0,10.33739,2.6646016,0
2604.0,7.839523,2.1793685,0
2605.0,16.465849,3.1735601,0
2606.0,10.887923,1.6978574,0
2607.0,16.766563,0.28581142,0
2608.0,0.78522867,-4.3377476,0
2609.0,1.7994717,-5.3983045,0
2610.0,14.532571,-1.2935687,0
2611.0,6.174175,-9.409863,0
2612.0,14.680449,0.2652201,0
2613.0,11.979808,2.4185357,0
2614.0,2.6278286,-4.4248104,0
2615.0,8.2780695,-0.22300227,0
2616.0,16.623474,0.33960053,0
2617.0,0.37428543,-4.4591827,-1
2618.0,16.853146,0.41201532,0
2619.0,8.896326,2.9468584,0
2620.0,15.751185,2.859074,0
2621.0,16.536186,1.579929,0
2622.0,16.527832,-0.36910054,0
2623.0,16.133179,1.2976779,0
2624.0,11.8014765,0.41941926,0
2625.0,1.787044,-2.8103862,0
2626.0,-1.1329795,-2.9711452,0
2627.0,12.739151,0.1256569,0
2628.0,2.870006,-1.9701794,0
2629.0,2.7113438,-3.2801425,0
2630.0,12.095275,0.91516423,0
2631.0,11.274665,3.1655922,0
2632.0,11.89679,0.912872,0
2633.0,3.3710322,-1.7209917,0
2634.0,6.111723,-4.4197054,0
2635.0,14.676514,2.0035992,0
2636.0,15.179836,0.9762643,0
2637.0,13.004507,0.73205906,0
2638.0,17.143198,2.316478,0
2639.0,13.905786,4.5202374,0
2640.0,14.828632,2.8912773,0
2641.0,4.214493,0.6677684,0
2642.0,12.67345,6.05838,0
2643.0,12.951637,-0.9977574,0
2644.0,-2.5749612,0.6511036,0
2645.0,12.828993,0.8717219,0
2646.0,15.147024,6.5706677,0
2647.0,7.1315975,3.5369897,0
2648.0,14.631354,5.5400257,0
2649.0,4.1436615,0.14668909,0
2650.0,12.169538,3.7853274,0
2651.0,10.452194,2.7418346,0
2652.0,11.217009,1.9870226,0
2653.0,3.2197576,-5.3087893,0
2654.0,11.522665,-2.3584783,0
2655.0,4.9086566,-2.5220068,0
2656.0,15.867684,4.3467517,0
2657.0,-0.46751848,-2.7634084,0
2658.0,-5.616422,3.3201115,-1
2659.0,7.7646294,4.103534,0
2660.0,8.337442,3.4693868,0
2661.0,14.137034,-2.159413,0
2662.0,10.868089,13.705987,0
2663.0,5.7554865,-0.69429827,0
2664.0,-0.5556899,-0.6469601,0
2665.0,8.90006,-1.0214363,0
2666.0,15.242093,-0.028403694,0
2667.0,13.296704,0.67398304,0
2668.0,13.484427,3.0037994,0
2669.0,7.5227423,-3.9849272,0
2670.0,1.3822507,2.0344527,0
2671.0,-5.00036,0.40961635,0
2672.0,3.6389124,-2.0175862,0
2673.0,14.682769,1.2947102,0
2674.0,13.196786,9.262283,0
2675.0,10.4994755,0.18696526,0
2676.0,14.840334,2.6124775,0
2677.0,5.18083,-4.038088,0
2678.0,16.647434,0.42246076,0
2679.0,14.281777,8.2597885,0
2680.0,3.7572944,-3.8222504,0
2681.0,-1.2438142,6.4570217,0
2682.0,12.538223,8.370439,0
2683.0,-2.8447564,3.7503202,0
2684.0,8.75525,13.042095,0
2685.0,7.9205475,1.039759,0
2686.0,-1.5349634,2.0084941,0
2687.0,12.084705,3.5041368,0
2688.0,8.011162,3.153666,0
2689.0,11.618007,0.4822208,0
2690.0,14.961716,3.0680594,0
2691.0,7.6663218,10.582409,0
2692.0,-5.7522883,1.1530545,0
2693.0,1.2175221,7.094573,0
2694.0,-1.2956097,2.7699559,0
2695.0,6.4625244,7.141311,0
2696.0,-0.088762484,4.3278337,0
2697.0,6.5326705,7.7494435,0
2698.0,8.841571,-0.58736473,0
2699.0,1.5999606,9.4765415,0
2700.0,10.739662,1.2708026,0
2701.0,-3.6018095,3.7570624,0
2702.0,11.377164,0.21171843,0
2703.0,15.231014,3.5425587,0
2704.0,-4.859062,1.7611359,-1
2705.0,0.66726637,8.501652,0
2706.0,-4.08422,4.7523127,0
2707.0,9.671081,15.176456,0
2708.0,1.5449578,-5.46079,0
2709.0,14.773705,-0.011534881,0
2710.0,14.151316,9.735536,0
2711.0,1.4197804,-5.3211203,0
2712.0,-4.0716314,9.103321,0
2713.0,0.43695307,-2.6687748,0
2714.0,-2.32661,4.367904,0
2715.0,10.288569,12.095408,0
2716.0,6.6860905,12.157614,0
2717.0,15.2246065,0.8944309,-1
2718.0,11.553728,-0.7444439,0
2719.0,1.5256182,4.791235,0
2720.0,-1.7507713,10.018539,0
2721.0,12.7421255,1.2443477,0
2722.0,15.382266,3.0758657,0
2723.0,11.377069,10.26225,0
2724.0,2.4602134,12.834676,0
2725.0,14.402416,7.6461096,0
2726.0,13.628833,2.5862677,0
2727.0,-0.51262826,-3.024657,0
2728.0,8.498699,-0.1166467,0
2729.0,9.201455,14.144047,0
2730.0,-4.2332377,8.57737,-1
2731.0,-0.019046364,10.830126,0
2732.0,-3.3772526,3.1586146,0
2733.0,-2.1158285,8.518783,0
2734.0,-3.8151307,9.330069,0
2735.0,-3.316963,4.614123,0
2736.0,-2.1820917,3.0237467,0
2737.0,9.595266,13.071444,0
2738.0,17.048016,0.85988367,0
2739.0,4.4805784,-3.5058885,0
2740.0,7.51578,0.3430176,0
2741.0,-1.2169689,1.5059834,0
2742.0,11.442754,2.961997,0
2743.0,15.705987,2.9248743,0
2744.0,15.154087,1.9585959,0
2745.0,4.777751,-0.5134668,0
2746.0,-2.5938706,9.096986,0
2747.0,-5.1165195,6.008215,0
2748.0,16.551363,1.7383252,0
2749.0,5.263131,-5.669281,0
2750.0,0.9473307,6.4215918,0
2751.0,-2.3282158,8.372486,0
2752.0,6.837758,7.628569,0
2753.0,17.183037,0.84335047,-1
2754.0,9.286551,7.504119,0
2755.0,5.3265,0.6662454,0
2756.0,4.7476296,-4.287368,0
2757.0,-1.2248129,1.6540842,0
2758.0,4.8141046,-1.0366352,0
2759.0,6.7043724,1.0949274,0
2760.0,11.043315,2.3240044,0
2761.0,13.288645,3.3497686,0
2762.0,2.6716774,5.128423,0
2763.0,8.110818,2.544693,0
2764.0,9.825055,0.51214886,0
2765.0,-1.3242028,-2.0483015,0
2766.0,16.5858,-0.36961532,0
2767.0,13.179364,1.5751741,0
2768.0,14.753867,-1.9263383,0
2769.0,-1.6217848,0.2673646,0
2770.0,16.434736,3.8728364,0
2771.0,11.990601,1.6823578,0
2772.0,-1.9271938,9.834016,0
2773.0,1.1769224,-2.1671119,0
2774.0,7.6584215,5.4203467,0
2775.0,-1.7756722,9.993269,0
2776.0,-0.3630835,-1.0790992,0
2777.0,10.076392,12.470115,0
2778.0,4.875033,-5.174052,0
2779.0,13.237063,8.897827,0
2780.0,7.915119,14.496826,0
2781.0,-1.5784869,9.864237,0
2782.0,-0.51288116,7.3267355,0
2783.0,14.880978,4.1587543,0
2784.0,0.08861734,9.881677,0
2785.0,11.690341,13.341858,-1
2786.0,7.2326083,14.300925,-1
2787.0,7.3857107,10.786446,0
2788.0,-3.7395234,8.285583,0
2789.0,12.643632,-2.1405087,0
2790.0,8.437989,-0.09232613,0
2791.0,16.111021,0.43303126,0
2792.0,-4.155141,8.539775,0
2793.0,-1.9803736,11.005361,0
2794.0,4.9629455,1.2036921,0
2795.0,1.2285161,12.135043,0
2796.0,16.669992,3.041518,-1
2797.0,16.149315,4.4297566,-1
2798.0,-2.4035363,3.950229,0
2799.0,8.90519,7.847155,0
2800.0,2.3753693,4.9259887,0
2801.0,12.066453,2.3987489,0
2802.0,14.378924,9.248042,-1
2803.0,-3.6275587,3.704811,0
2804.0,14.0376425,-1.6248184,-1
2805.0,13.408247,-2.3774598,-1
2806.0,-1.3894234,1.7279608,0
2807.0,-0.73760456,-0.5369039,0
2808.0,0.10005859,-3.8990536,0
2809.0,-2.3914332,-1.8992026,0
2810.0,11.458427,0.5584218,0
2811.0,1.2046331,7.1259713,0
2812.0,-5.424514,4.6379933,0
2813.0,-4.2662354,-0.73403233,0
2814.0,-2.823693,-1.6485221,0
2815.0,-2.405425,-2.1819773,0
2816.0,-5.3104095,0.5049936,0
2817.0,-2.394436,-2.0756714,0
2818.0,-5.1143613,0.03901127,0
2819.0,-1.6411121,-2.5849285,0
2820.0,-4.835238,1.3405371,0
2821.0,-5.236318,3.8413475,0
2822.0,-6.7391143,3.4718485,0
2823.0,-5.657224,3.3238618,0
2824.0,-5.164209,5.0756135,0
2825.0,-5.99872,1.0385308,0
2826.0,-5.5185356,5.6191177,0
2827.0,-4.495565,1.5585934,0
2828.0,-6.138061,1.5342027,0
2829.0,-5.26996,0.70033556,0
2830.0,-3.72307,-0.3318335,0
2831.0,-6.0125256,4.575294,0
2832.0,-5.5330124,0.45692262,0
2833.0,-3.0133357,-1.6046716,0
2834.0,-4.529498,1.9187002,0
2835.0,-5.630479,0.7470174,0
2836.0,-5.6959233,5.3702087,0
2837.0,-5.8214917,2.1347635,0
2838.0,7.4469876,13.797691,-1
2839.0,-5.9426417,3.484014,0
2840.0,-5.0662932,2.670425,0
2841.0,-5.6726184,5.5266504,0
2842.0,-6.306719,3.6852655,0
2843.0,9.902695,9.8145895,0
2844.0,-5.869083,2.7098446,-1
2845.0,-6.6597733,2.3873277,-1
2846.0,15.006472,-1.6989744,-1
2847.0,7.43106,1.6961745,0
2848.0,11.103999,8.956166,0
2849.0,-5.930637,4.0351624,-1
2850.0,-6.360453,3.887209,-1
2851.0,-5.296356,3.8017921,0
2852.0,11.251337,0.29070967,0
2853.0,8.522993,4.0039587,0
2854.0,6.0397763,4.97421,0
2855.0,-1.370448,7.4114127,0
2856.0,15.419084,1.5504149,-1
2857.0,16.434544,-0.22417878,-1
2858.0,16.969023,2.1658723,-1
2859.0,14.731103,1.9810944,-1
2860.0,16.566187,2.5201507,-1
2861.0,14.940854,-1.6098462,-1
2862.0,15.821074,-0.972881,-1
2863.0,10.974206,-1.1231983,0
2864.0,11.959491,-2.340931,0
2865.0,14.99906,-0.030446336,0
2866.0,14.007141,-2.1944342,0
2867.0,14.661872,0.78618836,0
2868.0,16.411726,-0.21066156,0
2869.0,1.105666,2.6507504,0
2870.0,16.074497,-0.4753228,0
2871.0,15.864538,-0.7808709,0
2872.0,-6.7344146,3.8047361,-1
2873.0,16.032677,-0.87135637,0
2874.0,16.109615,1.906834,0
2875.0,16.734312,3.599376,0
2876.0,15.600765,4.3981867,0
2877.0,16.848188,1.3445216,0
2878.0,4.6635246,2.7595425,0
2879.0,10.168002,3.2178934,0
2880.0,16.724075,0.2388846,0
2881.0,-1.7757154,-1.4692624,0
2882.0,-3.4301467,-0.6839614,-1
2883.0,0.48814973,-4.592599,0
2884.0,15.727711,0.16583222,0
2885.0,-3.8298578,-1.1963719,-1
2886.0,11.69678,1.3019651,0
2887.0,13.209206,2.4352877,0
2888.0,14.508228,0.27210817,0
2889.0,2.828425,-3.5412498,0
2890.0,-1.1398935,0.15328996,0
2891.0,14.327679,-2.0404387,0
2892.0,3.196081,-3.1376698,0
2893.0,14.169581,-0.47244036,0
2894.0,8.457141,-0.5266849,0
2895.0,0.31843448,-4.0031104,-1
2896.0,15.0840845,1.9666389,0
2897.0,6.1684704,-4.436539,0
2898.0,12.28044,0.6300658,0
2899.0,15.502616,-0.7753133,0
2900.0,13.743731,4.991665,0
2901.0,13.5597925,-2.325369,0
2902.0,6.85172,1.7120554,0
2903.0,2.7665205,-5.484786,0
2904.0,13.05913,-0.44068077,0
2905.0,16.281326,3.3605344,0
2906.0,12.685682,-0.9239112,0
2907.0,8.400268,1.511708,0
2908.0,1.51772,3.706276,0
2909.0,13.839689,2.2249386,0
2910.0,15.585195,0.48391065,0
2911.0,16.81368,2.8714845,0
2912.0,15.440663,3.616389,0
2913.0,12.384547,8.325014,0
2914.0,-0.4240205,-3.4974675,0
2915.0,0.37764618,-4.048297,0
2916.0,10.3513975,2.567679,0
2917.0,15.024513,4.31785,0
2918.0,15.535026,3.389004,0
2919.0,15.780815,4.9536514,0
2920.0,3.290196,-1.1509583,0
2921.0,15.1837845,-0.49158514,0
2922.0,14.145296,2.691907,0
2923.0,1.5333973,3.493994,0
2924.0,-5.8826776e-05,-0.5070887,0
2925.0,1.3238708,-4.486382,0
2926.0,-0.42820305,1.053915,0
2927.0,13.594416,2.7081656,0
2928.0,1.3714365,1.9607387,0
2929.0,14.859702,4.6520853,0
2930.0,2.2483878,4.3947887,0
2931.0,2.6196723,-2.0948217,0
2932.0,13.284019,3.353277,0
2933.0,1.2788905,-0.5159371,0
2934.0,14.430571,-2.086243,0
2935.0,15.462807,0.9759453,0
2936.0,14.763664,6.8338757,0
2937.0,11.026576,4.2860985,0
2938.0,8.522923,-0.55407935,0
2939.0,-5.3740478,5.2208395,0
2940.0,16.48607,3.2278335,0
2941.0,0.439182,-1.805198,0
2942.0,2.384249,4.07435,0
2943.0,7.572139,-3.7660646,0
2944.0,2.5811226,-2.5979815,0
2945.0,-2.9418445,9.25897,0
2946.0,15.248296,1.3770927,0
2947.0,7.505614,-4.0032573,0
2948.0,6.541681,-5.03019,0
2949.0,9.534732,2.189388,0
2950.0,6.9581065,13.863561,0
2951.0,8.044043,0.9097732,0
2952.0,10.667298,-2.0651324,0
2953.0,7.39102,1.2977824,0
2954.0,-1.3713624,7.928208,0
2955.0,8.336671,9.814662,0
2956.0,12.789807,5.847077,0
2957.0,10.208056,15.260251,0
2958.0,11.593228,-0.8437454,0
2959.0,0.031809315,4.92434,0
2960.0,-0.65059954,2.3917994,0
2961.0,6.554,-4.557873,0
2962.0,1.4104285,-4.9696913,0
2963.0,1.0943841,-1.9055828,0
2964.0,-2.2962823,4.350758,0
2965.0,8.861855,2.8402827,0
2966.0,8.338279,13.657091,0
2967.0,9.858337,8.563072,0
2968.0,-1.3190913,0.803971,0
2969.0,-5.135348,1.8624036,0
2970.0,3.2601964,8.06959,0
2971.0,-1.0535564,0.40478784,0
2972.0,-4.4575562,3.4335663,0
2973.0,14.492714,-0.6126685,0
2974.0,11.660623,3.3280005,0
2975.0,2.9820464,2.9873674,0
2976.0,8.681784,14.336649,0
2977.0,4.8361063,-2.5241444,0
2978.0,16.338919,4.132649,-1
2979.0,-4.6544356,6.3797574,0
2980.0,12.247953,11.592798,-1
2981.0,8.552973,3.2407591,0
2982.0,7.386937,14.005182,0
2983.0,-1.4827871,-1.8812331,0
2984.0,-1.4711189,11.871825,0
2985.0,5.906406,-5.007695,0
2986.0,-0.8425596,7.0090747,0
2987.0,8.585393,9.439643,0
2988.0,-5.124796,5.7894335,0
2989.0,-4.2949576,8.300681,0
2990.0,3.9882355,-1.0694698,0
2991.0,-3.7955952,4.4342647,0
2992.0,-0.26969093,9.438911,0
2993.0,-1.8565158,7.6641808,0
2994.0,-0.09829106,4.7667637,0
2995.0,6.520376,-5.0751767,0
2996.0,-1.4994626,-2.6244667,0
2997.0,-3.8128934,6.802263,0
2998.0,-3.8387682,4.2086024,0
2999.0,0.4602233,-0.17743158,0
3000.0,0.9603526,0.23929991,0
3001.0,-2.9056048,11.651863,0
3002.0,-3.464937,-1.2378209,0
3003.0,6.277144,11.123754,0
3004.0,0.3683843,9.638287,0
3005.0,14.0557165,9.827546,0
3006.0,16.55452,4.1580176,0
3007.0,5.3739543,-2.810599,0
3008.0,0.29579347,-3.8620555,0
3009.0,1.068119,-0.95265436,0
3010.0,-0.71653837,11.543664,0
3011.0,13.413726,6.6060696,0
3012.0,-3.0812755,4.3566875,0
3013.0,-1.9669597,-1.8970232,0
3014.0,13.618418,9.386663,0
3015.0,-1.0037025,9.823705,0
3016.0,1.7477763,-4.108729,0
3017.0,16.565357,2.66842,0
3018.0,16.610277,3.5947773,0
3019.0,13.213564,12.020087,-1
3020.0,12.166697,-1.6285679,0
3021.0,6.52274,6.3527412,0
3022.0,-5.433503,4.46535,0
3023.0,6.778951,2.7903147,0
3024.0,15.525277,4.483221,0
3025.0,7.73851,3.4226773,0
3026.0,12.956044,-2.0183635,0
3027.0,7.4723043,-2.6537936,0
3028.0,3.5502315,2.2288976,0
3029.0,7.7349935,3.389224,0
3030.0,3.5324354,10.449432,0
3031.0,2.1986024,12.96266,0
3032.0,-0.33266786,-3.562935,0
3033.0,16.828123,0.72743857,0
3034.0,10.266149,3.3817968,0
3035.0,1.450349,1.7278022,0
3036.0,13.056713,1.7269851,0
3037.0,13.32729,-2.3658757,0
3038.0,7.2359095,-2.3558047,0
3039.0,14.566149,6.868453,0
3040.0,-3.867836,-0.34830242,0
3041.0,-1.0674837,0.14387913,0
3042.0,-3.1009507,1.9776809,0
3043.0,10.427694,10.180604,0
3044.0,-1.2502886,-2.0229213,0
3045.0,0.3876594,6.12571,0
3046.0,14.074244,4.0850043,0
3047.0,-1.3331584,-1.9957147,0
3048.0,11.43815,3.510991,0
3049.0,-3.2207868,10.287008,0
3050.0,8.731218,13.205455,0
3051.0,10.764284,0.36027452,0
3052.0,5.3059807,-3.3946133,0
3053.0,13.575174,5.825676,0
3054.0,-3.7212784,8.293151,0
3055.0,1.4629061,1.7217201,0
3056.0,-3.7089343,8.287967,0
3057.0,15.322399,0.62674344,-1
3058.0,11.6555195,-2.3268147,0
3059.0,15.504314,5.9704413,-1
3060.0,3.6240466,-3.7023373,0
3061.0,12.424978,0.83318126,0
3062.0,6.709502,-4.665897,0
3063.0,-3.6590376,7.7261376,0
3064.0,9.663887,9.971617,0
3065.0,-4.152422,-0.85271144,0
3066.0,-2.185782,6.4153996,0
3067.0,14.357417,5.308811,-1
3068.0,-6.26514,1.7600398,0
3069.0,-4.3199677,1.37099,0
3070.0,14.254294,8.261237,-1
3071.0,-5.670432,0.9002385,0
3072.0,-5.4222784,1.3822439,0
3073.0,-3.7158582,-0.38188452,0
3074.0,-5.208955,1.8723285,0
3075.0,-6.1545115,3.1876526,0
3076.0,-4.0066495,-1.0637553,0
3077.0,9.654799,1.5673387,0
3078.0,-3.799313,3.011152,0
3079.0,-4.5526733,-0.15259518,0
3080.0,-4.2604046,-0.39036152,0
3081.0,-5.015735,3.5135212,0
3082.0,-4.941322,3.1402953,0
3083.0,-5.0315638,0.7293819,0
3084.0,-4.639611,0.61912245,0
3085.0,-6.4245267,4.085736,0
3086.0,9.75632,2.1803343,0
3087.0,-4.364719,2.461302,0
3088.0,-5.2970023,2.12968,0
3089.0,-2.483511,0.71964484,0
3090.0,-4.760891,0.79230845,0
3091.0,-6.1243095,1.1080161,0
3092.0,-5.307792,5.2072477,0
