dim_0,dim_1,dim_2,cluster_label
164.0,9.328852,12.366676,0
165.0,3.4153929,10.883264,0
166.0,0.15928961,5.2627096,0
167.0,1.8723814,5.2473335,0
168.0,7.6410522,11.517121,0
169.0,8.981529,-0.23216718,0
170.0,2.858155,-3.5127072,0
171.0,3.4181354,-2.9158018,0
172.0,12.556164,-0.60199153,0
173.0,2.2004156,-3.50542,0
174.0,3.4814093,-0.923406,0
175.0,9.59564,9.790896,0
176.0,7.853238,8.740185,0
177.0,2.6059492,-3.2615542,0
178.0,6.134586,-5.243028,0
179.0,1.8688879,-2.251629,0
180.0,2.6047764,-5.525263,0
181.0,-3.3401272,11.139838,0
182.0,-0.5327436,1.0156938,0
183.0,13.975346,-0.5733096,0
184.0,10.283115,1.0822612,0
185.0,1.1528327,9.217399,0
186.0,-1.2010666,2.912048,0
187.0,-3.513424,6.111847,0
188.0,-0.018098053,0.27954558,0
189.0,6.124226,2.9744515,0
190.0,8.986589,1.104049,0
191.0,0.35146835,8.676124,0
192.0,9.315317,10.326875,0
193.0,9.170113,1.2230052,0
194.0,-0.5206329,-2.6530561,0
195.0,-4.8224,5.198171,0
196.0,-3.2470558,4.071579,0
197.0,7.1290555,-4.086573,0
198.0,-0.056283675,6.4003024,0
199.0,9.426188,10.262478,0
200.0,-1.6539842,3.4075525,0
201.0,10.034706,-0.7662607,0
202.0,-1.9320515,9.841122,0
203.0,6.2597384,7.6835737,0
204.0,-1.3145335,-2.5034227,0
205.0,0.813169,-4.6552467,0
206.0,7.4765053,14.519833,0
207.0,2.686177,5.3848658,0
208.0,-3.3388016,11.132575,0
209.0,3.1180732,4.972736,0
210.0,5.1388893,-5.570216,0
211.0,-1.899034,-2.4888523,0
212.0,-1.5580118,-2.2055573,0
213.0,6.88467,11.111793,0
214.0,11.148338,2.2084625,0
215.0,12.428956,-0.6789577,0
216.0,-1.8714036,8.1844845,0
217.0,9.745787,2.2250326,0
218.0,10.702419,-1.9167694,0
219.0,-1.2241137,-2.9070702,0
220.0,-5.8722425,1.8741212,-1
221.0,-2.1686206,-2.2718568,-1
222.0,17.242153,1.3563375,0
223.0,-2.9825594,5.7995477,0
224.0,-5.6808186,3.1601288,0
225.0,11.163539,10.24084,0
226.0,11.297326,-1.4526043,0
227.0,15.556586,-0.11105038,0
228.0,11.936229,-2.1929283,0
229.0,10.293442,2.4031587,0
230.0,16.230446,-0.3763583,-1
231.0,12.2439,8.314811,0
232.0,8.090511,11.360457,0
233.0,13.976534,5.898184,0
234.0,14.346868,7.508093,0
235.0,11.89045,10.795172,0
236.0,11.313771,11.893842,0
237.0,10.653289,10.537947,0
238.0,14.161461,9.771122,0
239.0,16.836096,2.8011403,0
240.0,8.011672,12.306999,0
241.0,8.154188,14.48704,0
242.0,10.737502,13.214179,0
243.0,6.338299,10.319027,0
244.0,6.3194084,10.998309,0
245.0,8.146591,11.553071,0
246.0,13.223886,12.027736,0
247.0,6.101841,10.518787,0
248.0,16.466507,2.0340161,0
249.0,10.194391,15.501512,0
250.0,3.0860786,11.957136,0
251.0,8.983209,8.351462,0
252.0,6.8265786,3.3237534,0
253.0,4.429866,3.1088388,0
254.0,14.245319,-0.32353216,0
255.0,14.628681,7.618928,0
256.0,9.293136,7.5344663,0
257.0,11.122904,11.204426,0
258.0,4.2467265,3.2844455,0
259.0,10.193972,15.488255,0
260.0,2.8978658,12.340577,0
261.0,7.386364,11.991027,0
262.0,6.288676,3.9322886,0
263.0,6.901003,12.793723,0
264.0,1.4504557,3.1257668,0
265.0,8.714121,3.9932795,0
266.0,-1.022526,6.350977,0
267.0,5.949764,4.0139585,0
268.0,4.17977,3.4670348,0
269.0,7.365172,5.280601,0
270.0,9.112572,0.7990172,0
271.0,2.7697904,12.50353,0
272.0,2.5450902,5.6259413,0
273.0,8.682208,2.3107142,0
274.0,-1.3340732,7.8932104,0
275.0,2.3024697,-2.601265,0
276.0,1.7777984,-4.0801706,0
277.0,1.0341845,6.5173388,0
278.0,2.5215394,-3.724244,0
279.0,8.781027,4.379795,0
280.0,11.237798,7.998919,0
281.0,8.931661,11.992892,0
282.0,2.6892705,-4.9716825,0
283.0,-4.5302334,-0.3852432,0
284.0,5.1898484,-2.7845817,0
285.0,1.2146913,-0.040007155,0
286.0,0.17368518,-0.13375309,0
287.0,4.625033,-5.436899,0
288.0,8.6443,13.778302,0
289.0,7.276941,4.513277,0
290.0,-2.4881744,1.7986256,0
291.0,14.860436,3.241834,0
292.0,-0.43899843,0.08256609,0
293.0,2.8116257,-4.86346,0
294.0,13.737579,10.203082,0
295.0,9.556137,13.677185,-1
296.0,6.212475,7.1635895,0
297.0,0.78101784,-4.539767,0
298.0,13.495281,1.3749874,0
299.0,6.523624,2.177144,0
300.0,14.707165,6.979063,0
301.0,16.376568,3.4134889,0
302.0,10.387408,2.661765,0
303.0,-0.596998,4.289682,0
304.0,1.2452074,-0.67787516,0
305.0,7.0792985,-4.029633,0
306.0,1.0794235,11.494077,0
307.0,0.8588467,-3.5142083,0
308.0,13.636485,2.5262985,0
309.0,4.365747,1.9080008,0
310.0,9.627813,2.4541817,0
311.0,9.320529,12.378588,0
312.0,10.694472,4.035499,0
313.0,6.2490287,6.969487,0
314.0,-4.8354273,1.61053,-1
315.0,-1.4738941,0.5165545,0
316.0,-5.098005,2.2881558,-1
317.0,-4.5656543,-0.22061858,-1
318.0,14.112049,9.587036,0
319.0,-2.1199872,8.488698,0
320.0,11.178579,0.7857951,0
321.0,6.81153,12.933715,0
322.0,16.703833,3.6603334,0
323.0,9.306654,9.695679,0
324.0,14.741585,6.9059553,0
325.0,16.774155,0.82523745,0
326.0,9.858046,10.02043,0
327.0,2.9713833,12.208928,0
328.0,12.998719,10.872238,0
329.0,7.3800807,12.317439,0
330.0,6.582642,-3.3828378,0
331.0,10.551701,12.9025135,0
332.0,17.04522,1.6390291,-1
333.0,10.491082,12.256436,0
334.0,10.898129,14.4973,0
335.0,9.692021,15.581937,0
336.0,4.109248,3.5535307,0
337.0,11.724877,13.394204,0
338.0,5.898289,3.7083852,0
339.0,10.513082,13.943455,0
340.0,1.1375208,8.944917,0
341.0,7.404645,7.4975977,0
342.0,3.247204,-1.5338771,0
343.0,-2.5950034,4.491964,0
344.0,12.632104,-0.761279,0
345.0,-1.1543727,10.331135,0
346.0,8.1794195,9.072703,0
347.0,12.5410795,4.0024667,0
348.0,10.001936,8.643693,0
349.0,12.529425,-1.8617985,0
350.0,-2.2288923,6.260656,0
351.0,6.7574143,4.8058925,0
352.0,9.315406,0.37753943,0
353.0,4.218144,3.432211,0
354.0,11.112775,12.982804,0
355.0,6.8350687,4.8832245,0
356.0,-0.9488648,10.605568,0
357.0,7.576212,12.624049,0
358.0,-3.3642628,11.050098,0
359.0,7.154232,-2.2330794,0
360.0,5.225205,0.72906214,0
361.0,6.695508,2.2238524,0
362.0,5.9218154,-1.0447874,0
363.0,11.1964245,12.979634,0
364.0,0.9746426,-1.1437157,0
365.0,11.497442,-0.5427014,0
366.0,-2.4333713,4.4464235,0
367.0,2.5994458,-5.5445404,0
368.0,11.057483,8.027782,0
369.0,1.0051531,-0.26127422,0
370.0,0.51099014,-4.6545506,0
371.0,-6.648331,1.9938016,0
372.0,-4.524721,-0.5788637,0
373.0,1.6158953,-2.5492346,0
374.0,11.983106,-0.440473,0
375.0,-0.51964986,-2.6079614,0
376.0,-0.10042554,4.8035774,0
377.0,-3.7273362,3.4719052,0
378.0,1.4317532,9.573578,0
379.0,-0.82887655,3.166226,0
380.0,-0.4484992,-2.9326825,0
381.0,1.1802545,6.911417,0
382.0,-3.6410062,6.7851753,0
383.0,3.3887525,10.9768,0
384.0,8.371807,14.221978,0
385.0,1.0094253,-2.8982627,0
386.0,-2.2329984,3.3360865,0
387.0,-3.6424103,4.2738276,0
388.0,7.5044003,11.723931,0
389.0,11.81485,12.178384,0
390.0,7.696757,0.5600372,0
391.0,3.521782,-2.3096764,0
392.0,6.3195267,11.723464,0
393.0,6.0384736,-1.1409128,0
394.0,-0.27853557,9.475485,0
395.0,-3.1987147,5.9490924,0
396.0,-2.680987,10.771199,0
397.0,2.4517796,12.84128,0
398.0,-0.6633702,-1.038993,0
399.0,-2.7917523,-1.6486498,0
400.0,11.067548,-1.4122844,0
401.0,-3.0373647,-1.570448,0
402.0,3.5215087,9.378062,0
403.0,6.4760723,9.81899,0
404.0,14.8793,7.23456,0
405.0,10.846996,-1.6575348,0
406.0,8.104567,14.46182,0
407.0,15.470826,0.54844314,0
408.0,1.6417001,9.140437,0
409.0,11.808807,13.550384,0
410.0,8.747045,11.722598,0
411.0,13.928732,12.433329,0
412.0,10.354533,11.387695,0
413.0,14.156435,-2.11645,0
414.0,4.28469,3.2282727,0
415.0,13.007804,12.4216,-1
416.0,9.333486,14.843137,0
417.0,11.097749,14.299469,0
418.0,-2.9969037,9.5460415,0
419.0,15.925361,0.47922564,0
420.0,10.168496,0.3163115,0
421.0,8.269925,3.8881946,0
422.0,12.651241,-0.79343355,0
423.0,7.270926,8.331184,0
424.0,6.3811193,8.554251,0
425.0,9.130451,13.943438,0
426.0,11.228306,1.1803902,0
427.0,16.238453,-0.77766085,0
428.0,9.674511,12.566173,0
429.0,8.592821,11.245668,0
430.0,9.646934,13.046747,0
431.0,6.8352203,2.6651087,0
432.0,8.253913,-0.11707169,0
433.0,4.389693,1.9165214,0
434.0,1.5467687,1.7648892,0
435.0,1.3715394,2.04489,0
436.0,2.0846088,5.3371363,0
437.0,4.1994567,3.4469821,0
438.0,6.0487676,4.422488,0
439.0,-3.3406308,6.1468377,0
440.0,8.969622,1.232836,0
441.0,12.000524,11.705191,0
442.0,3.5757747,0.7540165,0
443.0,3.049075,4.2014847,0
444.0,-2.1532774,8.424555,0
445.0,6.7299314,2.6372304,0
446.0,13.977984,0.7833046,0
447.0,0.61653644,-0.14266974,0
448.0,-0.39075997,0.8769941,0
449.0,13.890226,-1.3321582,0
450.0,5.7875214,-4.6065607,0
451.0,4.9358134,2.1759126,0
452.0,15.468526,5.092683,0
453.0,-1.0244877,6.218789,0
454.0,13.790527,2.7749734,0
455.0,15.920195,2.8668401,0
456.0,5.244795,-2.8062756,0
457.0,4.6375585,-3.338637,0
458.0,12.68715,7.786394,0
459.0,-1.251479,0.28460154,0
460.0,7.623027,8.036948,0
461.0,2.4575832,-4.9439163,0
462.0,1.8262086,-5.463472,0
463.0,-2.0703933,4.249173,0
464.0,2.0672665,-3.1535664,0
465.0,6.0763807,-3.8101187,0
466.0,13.273819,12.120122,0
467.0,14.952454,-0.7249958,0
468.0,3.0675888,2.2917573,0
469.0,9.975148,0.1569206,0
470.0,12.718846,5.9947095,0
471.0,-0.22187163,0.20528969,0
472.0,2.6999593,4.812282,0
473.0,-2.2760563,9.862503,0
474.0,-1.4658728,10.867562,0
475.0,3.3081424,-2.8947885,0
476.0,9.468937,-0.24131037,0
477.0,-0.8873993,7.568184,0
478.0,6.685102,2.5541918,0
479.0,1.5997797,1.8412071,0
480.0,9.644113,8.550322,0
481.0,-1.8950253,-1.0102729,0
482.0,0.83487636,9.503738,0
483.0,13.602116,-0.06817205,0
484.0,11.96371,7.67371,0
485.0,-5.208655,5.92918,-1
486.0,2.6995988,12.6870985,0
487.0,0.14417678,-3.829582,0
488.0,7.789145,5.6521645,0
489.0,-4.1717024,4.449827,0
490.0,-2.47192,-2.1169357,0
491.0,-5.238403,0.603242,0
492.0,10.947892,1.3684205,0
493.0,11.078098,-0.72345084,0
494.0,10.721278,-1.3484379,0
495.0,11.374674,0.29868546,0
496.0,11.245901,-1.268878,0
497.0,10.199483,3.6193864,0
498.0,15.297445,2.5893955,0
499.0,10.736742,-1.816701,0
500.0,10.738943,14.406357,0
501.0,13.028048,12.446808,-1
502.0,8.831201,14.308577,0
503.0,12.215201,13.15508,-1
504.0,8.70439,13.163672,0
505.0,13.323471,10.526777,-1
506.0,-2.7624097,5.7976155,0
507.0,14.769047,0.2461236,-1
508.0,16.430607,2.7434847,-1
509.0,14.264578,-1.9628681,0
510.0,-0.02696206,-1.8809634,0
511.0,8.364785,7.47342,0
512.0,4.201854,3.4455824,0
513.0,-0.05440384,-1.906847,0
514.0,6.6393275,2.5385303,0
515.0,3.270139,0.93459445,0
516.0,6.8129196,7.627537,0
517.0,1.8448831,5.296317,0
518.0,3.5332575,10.372753,0
519.0,12.19935,4.053941,0
520.0,-0.95130974,-0.16195273,0
521.0,12.720065,-1.1364219,0
522.0,-3.1097896,1.9534068,0
523.0,16.899405,3.1657147,-1
524.0,-3.7024434,3.901019,0
525.0,10.911386,-0.70705444,0
526.0,-0.54420716,-2.0760283,0
527.0,1.7257205,-2.5443363,0
528.0,0.32502383,-0.12454333,0
529.0,-3.6719604,2.1518822,0
530.0,2.3942244,-5.5413036,0
531.0,1.7178911,-3.393167,0
532.0,12.753437,7.524188,0
533.0,14.150799,-1.5905464,0
534.0,14.247003,6.970134,0
535.0,12.316928,11.315838,0
536.0,-1.1221704,11.4347925,0
537.0,11.615656,13.470209,0
538.0,-0.7008766,1.1971895,0
539.0,1.485675,12.599719,0
540.0,11.124081,-0.056537915,0
541.0,-2.2199457,11.685171,0
542.0,-2.7899747,3.7530203,0
543.0,-4.5439944,1.9406701,0
544.0,-3.046043,1.9189004,0
545.0,-1.9356047,3.5961924,0
546.0,-1.546668,3.6484127,0
547.0,8.050058,7.3803773,0
548.0,4.394267,3.1747303,0
549.0,9.896037,0.69614005,0
550.0,-2.6964605,11.776477,-1
551.0,2.8206801,-4.8019943,0
552.0,12.480153,3.470575,0
553.0,1.1754557,7.077801,0
554.0,13.615253,12.3142605,0
555.0,8.0927925,13.73867,0
556.0,-0.390904,-0.8728008,0
557.0,1.4319557,-5.484479,-1
558.0,-2.025779,-2.1257277,-1
559.0,-2.073197,-2.3371234,-1
560.0,-0.9154228,-3.149125,-1
561.0,1.3519872,3.2943962,0
562.0,-1.9071714,3.2864623,0
563.0,-5.4627357,0.39635038,-1
564.0,-3.6449237,-0.85906935,-1
565.0,-5.2878523,0.4487244,0
566.0,8.160638,11.632598,0
567.0,10.185441,15.507857,0
568.0,7.5384145,12.716543,0
569.0,14.216738,9.583911,0
570.0,14.365582,7.8973126,0
571.0,7.200732,3.5160038,0
572.0,6.8422427,12.976546,0
573.0,11.119525,13.741689,0
574.0,10.697909,14.789053,0
575.0,10.917138,14.48283,-1
576.0,6.89602,9.764862,0
577.0,14.642572,6.714405,-1
578.0,7.755313,14.649938,0
579.0,10.258929,12.469551,-1
580.0,6.396429,10.712423,0
581.0,8.786828,14.088066,0
582.0,12.141157,11.406187,0
583.0,1.476981,3.585,0
584.0,10.824707,3.9118912,0
585.0,13.0349655,8.042948,0
586.0,8.198935,-0.18602584,0
587.0,7.9012213,11.364681,0
588.0,8.684929,11.370073,0
589.0,7.6713166,10.675666,0
590.0,7.182744,4.682362,0
591.0,14.316422,9.933985,0
592.0,12.13699,-1.3207037,0
593.0,6.2846575,9.085299,0
594.0,4.5999627,-2.594981,0
595.0,7.35292,5.3058357,0
596.0,8.124915,10.510163,0
597.0,6.990231,13.522316,0
598.0,-2.7565167,9.292247,0
599.0,1.3694755,2.0598829,0
600.0,-0.6911378,6.096713,0
601.0,7.1905346,3.7755656,0
602.0,10.735087,-2.0303042,0
603.0,3.6673555,3.1166396,0
604.0,9.254094,12.555328,0
605.0,5.38323,0.4691989,0
606.0,0.33816627,-2.431361,0
607.0,8.087957,-0.07341393,0
608.0,11.148813,-1.5970159,0
609.0,13.747405,-1.8201044,0
610.0,4.427981,-3.6514478,0
611.0,2.5439658,-3.6925278,0
612.0,0.43050054,-4.1473403,0
613.0,15.783087,-0.4952555,0
614.0,2.0442538,-4.1601405,0
615.0,3.4322374,10.788633,0
616.0,12.547971,-0.4901513,0
617.0,-1.0502232,7.444905,0
618.0,0.7590186,-2.7693102,0
619.0,-1.0410987,-1.6042264,0
620.0,-1.918987,-1.0548373,0
621.0,3.2045083,8.258018,0
622.0,15.324999,4.449681,0
623.0,7.3152957,1.8036987,0
624.0,-2.3170385,1.8048517,0
625.0,14.329129,9.70391,0
626.0,-1.285948,1.7689795,0
627.0,12.718706,6.105618,0
628.0,-0.692544,6.1144447,0
629.0,-5.4846735,5.682699,0
630.0,-3.943006,6.239056,0
631.0,6.5102353,11.907245,0
632.0,12.709798,0.08756216,0
633.0,-2.67528,0.68515915,0
634.0,14.150101,3.8096476,0
635.0,8.936581,7.799012,0
636.0,1.9082227,12.963692,0
637.0,11.453166,13.113349,0
638.0,1.07496,6.6316953,0
639.0,9.164284,13.130124,0
640.0,6.6963153,13.310275,0
641.0,9.999087,0.15737672,0
642.0,12.007645,10.585917,0
643.0,8.440711,14.513804,0
644.0,-6.757742,2.708321,-1
645.0,-1.5821964,2.0412788,0
646.0,2.095355,-5.0124316,0
647.0,8.335751,8.949007,0
648.0,10.837378,0.22912638,0
649.0,4.118739,3.546058,0
650.0,-3.1924357,-1.4336959,-1
651.0,-3.2387333,-1.1527627,-1
652.0,12.168539,4.1558166,0
653.0,8.785389,1.4649062,0
654.0,14.102247,9.801253,0
655.0,11.7000675,-0.9423061,0
656.0,13.172789,10.393734,0
657.0,15.469432,2.2670949,0
658.0,14.388263,7.346227,0
659.0,14.5943365,7.0267124,0
660.0,11.025172,8.4773855,0
661.0,8.576033,14.178437,0
662.0,9.296618,14.956296,0
663.0,12.438031,12.539675,0
664.0,7.031263,11.199234,0
665.0,9.426138,15.5559845,0
666.0,-1.7868476,2.8107395,0
667.0,9.87846,11.815998,0
668.0,-1.9634444,9.816329,0
669.0,10.930295,14.484751,0
670.0,10.848717,2.591196,0
671.0,3.4382317,8.688012,0
672.0,7.0931835,-4.057737,0
673.0,6.328006,5.6219864,0
674.0,10.667149,3.3341272,0
675.0,11.390304,0.1879664,0
676.0,6.3702264,10.70723,0
677.0,9.895426,8.467027,0
678.0,7.115052,1.4257853,0
679.0,1.5526096,1.765871,0
680.0,-1.0142217,6.3459563,0
681.0,4.0995364,3.548874,0
682.0,3.7285013,-1.8797388,0
683.0,-1.5744413,10.678988,0
684.0,0.54474634,10.131675,0
685.0,11.113721,12.721852,0
686.0,12.214925,12.788764,0
687.0,14.1174555,9.64036,0
688.0,0.80788124,9.917094,0
689.0,10.051476,13.341253,0
690.0,-0.9301504,-2.0220716,0
691.0,-0.545277,9.8674965,0
692.0,4.9743943,-5.5947886,0
693.0,13.341296,13.571607,0
694.0,5.0739274,-4.5198975,0
695.0,-2.3565898,11.645125,0
696.0,3.1729674,3.1227324,0
697.0,-2.0206494,-0.80492526,0
698.0,5.4401097,-3.4777706,0
699.0,6.3341637,2.4590092,0
700.0,-4.963559,4.408135,0
701.0,4.7845945,-5.43214,0
702.0,-1.5369819,10.222678,0
703.0,3.2344875,-1.5632503,0
704.0,0.5995174,5.771033,0
705.0,3.2854488,8.336135,0
706.0,-2.858329,11.675358,0
707.0,-0.22416146,6.0356755,0
708.0,4.069159,-4.086571,0
709.0,4.7009735,-3.7195368,0
710.0,-2.183733,10.967373,0
711.0,5.487697,-4.8747363,-1
712.0,-2.6151097,10.187664,0
713.0,14.323493,0.32603693,0
714.0,6.3858175,10.75783,0
715.0,-0.80785537,3.8708055,0
716.0,-1.6026345,10.428347,0
717.0,16.28443,2.96239,0
718.0,13.310625,13.562154,0
719.0,-1.250673,4.1313457,0
720.0,1.165762,9.099425,0
721.0,0.39224693,-4.154785,0
722.0,-2.783028,10.056124,0
723.0,6.2763414,6.251893,0
724.0,13.7086115,13.304414,-1
725.0,10.91597,8.17776,0
726.0,-0.09010628,4.6803327,0
727.0,12.213116,12.791522,-1
728.0,14.082653,10.684864,-1
729.0,3.133724,4.2673492,0
730.0,14.011908,12.329963,-1
731.0,-2.2510643,4.424052,0
732.0,-4.0304575,9.233681,0
733.0,2.6157775,5.24743,0
734.0,13.920813,10.548098,0
735.0,14.355241,0.37492493,0
736.0,4.3265543,3.2462246,0
737.0,11.386672,12.971557,0
738.0,14.119257,12.164507,0
739.0,11.894605,12.636507,0
740.0,7.337643,13.615083,0
741.0,-2.166797,10.992612,0
742.0,5.060246,-4.5868907,0
743.0,2.2092772,2.9396696,0
744.0,11.589903,8.8291645,0
745.0,2.5081341,1.7802261,0
746.0,-2.1884947,-0.3782926,0
747.0,-0.058285918,-1.9070598,0
748.0,2.3135576,12.939588,0
749.0,1.8647572,4.2876916,0
750.0,13.9006195,-0.74763495,-1
751.0,6.7838726,2.5099323,0
752.0,-1.1220837,9.943599,0
753.0,0.915858,8.670158,0
754.0,1.7786583,4.420721,0
755.0,-1.8331103,10.458404,0
756.0,13.769214,12.272128,0
757.0,-0.3124566,9.523161,0
758.0,14.100394,10.789826,0
759.0,5.1908464,-3.707306,0
760.0,5.38579,-3.5674007,0
761.0,13.819722,12.6176605,0
762.0,0.15422359,9.063095,0
763.0,12.210851,12.78588,0
764.0,6.6439095,-4.1708183,0
765.0,-0.68981844,11.532366,0
766.0,1.7090743,5.37453,0
767.0,6.204297,3.712686,0
768.0,7.536916,14.554878,0
769.0,3.3257403,4.6473713,0
770.0,12.476378,13.076756,0
771.0,-2.9133492,10.013434,0
772.0,0.4854278,5.952733,0
773.0,7.8276367,2.1687276,0
774.0,-3.5270338,9.848147,0
775.0,5.735937,-4.580524,0
776.0,12.517691,12.842765,0
777.0,-3.3836725,10.972516,0
778.0,-1.4568847,11.863232,0
779.0,14.251061,11.889082,0
780.0,3.6418285,-3.1834617,0
781.0,-1.9184295,11.026786,0
782.0,1.8158303,-4.1176147,0
783.0,-1.3480198,-1.2374611,0
784.0,13.1947,2.4124527,0
785.0,2.1664512,2.922144,0
786.0,-2.7532673,10.070138,0
787.0,5.076783,-4.6705956,0
788.0,0.72582906,9.035724,0
789.0,4.9449186,-2.4591424,0
790.0,4.4768524,-3.7300346,0
791.0,-1.5598917,11.162794,0
792.0,13.98046,12.132107,0
793.0,13.894727,12.812803,0
794.0,1.2743354,12.247861,0
795.0,-3.3836157,9.726225,0
