WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD,cluster_label,DEX_EVENTS_MEDIAN,CEX_EVENTS_MEDIAN,BRIDGE_EVENTS_MEDIAN,DEFI_EVENTS_MEDIAN,DEX_EVENTS_WEIGHTED_DIST,CEX_EVENTS_WEIGHTED_DIST,BRIDGE_EVENTS_WEIGHTED_DIST,DEFI_EVENTS_WEIGHTED_DIST
0x4f02168ae1a59549262fd76b011b85624fb0dda4,2.0,3,8,1066.09,8,35,62.711176471,81.819543536,2,0,0,0,0,3,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.37142857142857144,0.0,0.0,0.46153846153846156
0x3a72930ac28fa86e7bf64dd2508eb436ffd69439,43.0,7,12,51544.96,13,69,54.257852632,317.239933279,49,0,0,0,0,3,1,0,6,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.6933962264150944,0.0,0.017874875868917575,0.043541364296081284
0x24f564b80a64b7796f777e82e072b2a0ea96aa1c,44.833333,7,12,6845.61,12,101,7.416695558,42.535590668,39,0,0,0,0,4,0,0,6,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.35631229235880396,0.0,0.0,0.06440071556350625
0xaf1f61c0eb8fdc31d65fc1d3d488cb0010a9232a,68.333333,3,21,25084.79,11,59,17.6281026,93.894129373,68,0,0,0,0,10,0,0,11,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-1.2454212454212454,0.0,0.0,0.029585798816568046
0xd14a7101697358bee0250057d8ac23999df25dce,1.333333,3,7,5074.03,6,22,338.268666667,523.605471335,1,0,0,0,0,2,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.3214285714285714,0.0,0.0,0.5641025641025641
0xc3548b72100de7979ef54d1a35b7601199773c3b,1.5,6,8,4234.41,6,33,249.082941176,114.976628611,1,0,0,0,0,1,1,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.3214285714285714,0.0,0.3157894736842105,0.3076923076923077
0x37efe304b550d04d8483f7cdcec80136c68cfe00,38.5,6,93,6826.89,13,74,26.358648649,70.950348815,1,0,0,0,0,29,1,0,9,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.03110599078341014,0.0,0.03056027164685908,-1.15136476426799
0x4591d0bad29ff3051044ed423d0802c76245d875,7.666667,5,10,2145.07,11,55,9.977069767,25.262693448,13,0,0,0,0,2,1,0,9,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.43526785714285715,0.0,0.05921052631578947,0.10576923076923077
0xce61cc7e4f3a6e4772b9cf8116fc4b58da9ccff0,5.833333,8,14,7563.05,14,40,93.370987654,150.324566063,2,0,0,0,0,2,1,0,4,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.37142857142857144,0.0,0.18947368421052632,0.3384615384615385
0xf29a8312a2caaab135e024675a70e97cae910ab6,12.166667,3,10,2136.53,10,59,20.743009709,24.749982989,4,0,0,0,0,12,0,0,1,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.21428571428571427,0.0,0.0,0.057692307692307696
0x1e6f92dd3b7573856603c1a53acf0920e2458fd1,2.666667,7,12,19397.44,9,44,461.843809524,730.200582772,1,0,0,0,0,3,1,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.19285714285714287,0.0,0.18947368421052632,0.46153846153846156
0x18907f261cf68617d5724768b18bc7e5d46c62ad,34.0,5,17,13865.25,12,79,36.875664894,56.240769168,9,0,0,0,0,4,0,0,12,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4697802197802198,0.0,0.0,0.21301775147928995
0xfa652ab2548a951787180b30271acf827f4c272a,5.666667,5,12,2020.09,11,53,77.695769231,132.581189122,2,0,0,0,0,6,0,0,2,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.23214285714285715,0.0,0.0,0.40384615384615385
0x80d65b897a50cc40f299edebe348a7721e2e8dd6,2.833333,1,8,1078.4,4,63,27.651282051,31.034083346,0,0,0,0,0,0,6,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.6842105263157895,0.0
0x5ef19cacbaf0b91878fdb1fee4b1e5de607450a9,5.0,4,10,261.03,7,21,8.1571875,17.167452715,0,0,0,0,0,0,4,0,6,0,0,0,0.0,4,28.0,2.0,19.0,13.0,0.0,0.0,0.7894736842105263,0.0
0x5ced6094c11b459a4336b9bde610035e27ed4e42,22.166667,7,22,34496.45,7,128,355.633505155,359.406566621,0,0,0,0,0,0,1,0,1,0,1,0,311.96,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x478d27de56c2ac0686e0409171ac83a68b7ccf13,31.333333,8,7,117031.38,5,93,187.250208,573.404617364,0,12,0,0,0,0,1,0,0,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xeb347a2e046d391b169525a32ab805170faeea2d,21.833333,6,33,5906.01,11,170,42.797173913,65.43614253,0,0,0,0,0,0,1,0,59,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x89a81af7368efc07032bfdd4badd71aad7ed7221,22.833333,5,25,34478.59,11,178,294.688803419,372.114980875,0,0,0,0,0,0,4,0,52,0,1,0,2027.0,4,28.0,2.0,19.0,13.0,0.0,0.0,0.7894736842105263,0.0
0xe96652ec52e9165373d3adf876193bd618991fca,4.833333,2,12,997.28,8,58,99.728,151.691894629,0,0,0,0,0,0,0,0,8,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xd06f4fc24bbc282ae7698e655e6d63b9692fc9f0,20.833333,5,32,19594.06,12,171,91.561028037,84.049369915,0,0,0,0,0,0,2,0,39,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8947368421052632,0.0
0xfaab54131050a3b1451dd8b1d1ba71f57a40902e,5.5,4,16,41906.68,6,74,2465.098823529,2306.086768045,0,0,0,0,0,0,0,0,9,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xbecfac0af0138bae9f2cf37a0d8409ceaf76eab0,9.833333,2,15,8602.08,9,42,253.002352941,307.296499301,0,0,0,0,0,0,0,0,20,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x922c5fe10c7440bcf39c25146d6e58e80f9a60d6,15.333333,3,8,9234.01,9,75,60.750065789,126.732092997,0,0,0,0,0,19,0,0,16,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.0,0.0,0.0,-0.46153846153846156
0x0a3d88137f02c3ffaf56fb277f5db86568973ceb,25.5,6,24,7675.35,12,74,24.600480769,66.844107541,0,0,0,0,0,6,0,0,3,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.5384615384615384
0x336b0f1037e46b0af11711ddb59375e80ee56e0a,2.333333,3,8,506.5,8,46,46.045454545,0.5021836614,0,0,0,0,0,1,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.9230769230769231
0xbf356efc6469d1773a432d88d6849bec9d2d4e32,65.666667,1,8,12.1,11,123,12.1,0.0,0,0,0,0,0,0,1,0,0,0,1,0,12.1,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xb952f6c65eaca42c90425f883c27d1b3142f352e,18.166667,5,29,911.87,8,172,5.240632184,5.329170986,11,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.6071428571428571,0.0,0.0,0.0
0x02bb9c451ef1a02758258195a6b8ebb06b56aee1,19.333333,3,11,108.06,9,145,18.01,18.109008808,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x73f8437c1bd0be6b3e592cdb1daa035f7edd254f,5.0,3,7,19.58,6,119,1.78,1.256835854,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.9642857142857143,0.0,0.0,0.0
0x04f79b6cee25d7a0e0c29942f41ce5bff3514b9a,3.333333,6,13,19.78,6,116,1.163529412,1.735897602,0,0,0,3,0,3,2,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.35789473684210527,0.46153846153846156
0x1a148d94fce809e5e32e6bbc56a3e4901339ff41,38.833333,5,7,2061.25,7,181,7.011054422,24.256380237,0,0,0,12,0,0,0,0,0,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xff7d8838850bdd125ac0b0df6a5182ef1b46b4d6,5.833333,2,14,88.37,7,140,9.818888889,8.621061348,1,6,0,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.9642857142857143,0.0,0.0,0.0
0x4c236f70aa0848cc310b9d36e6c4c20d0661e8d9,16.0,5,7,5790.6,4,150,45.2390625,84.78559148,0,0,0,0,0,0,1,0,0,0,1,0,22.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xb13d095ee5f524a2901aabe66c0469ff14d6b7f7,1.333333,3,8,59.71,3,62,11.942,0.05381449619,0,0,0,0,0,0,1,0,0,0,1,0,12.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x9badf6fc126beabb98941cbf0f10789c4cd9ad86,12.333333,4,9,24887.62,8,157,79.768012821,208.939098098,21,0,0,0,0,6,1,0,20,0,1,0,399.87,8,28.0,2.0,19.0,13.0,0.1875,0.0,0.03383458646616541,0.11538461538461538
0xa8445d090afe310faa405fe9f08e238e9abedef4,56.666667,5,19,30878.04,11,180,27.520534759,169.259856088,46,0,0,0,0,1,1,0,9,0,0,0,0.0,11,28.0,2.0,19.0,13.0,-0.6160714285714286,0.0,0.019736842105263157,0.019230769230769232
0x5b755ca334062a30a73243c90742f14244fe88a0,11.833333,6,12,116848.19,14,163,460.032244094,1113.252146214,18,0,0,0,0,6,0,0,15,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.26785714285714285,0.0,0.0,0.1346153846153846
0x673c552347fdf24479104c3fc8e5fc2dab052665,59.0,4,14,109028.66,18,166,134.271748768,380.787735833,33,0,0,0,0,6,0,0,7,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.1510989010989011,0.0,0.0,0.08284023668639054
0xd9ca172fdc07ff5f726a7152d60d6becc13d76c7,38.5,4,17,52198.73,11,146,71.505109589,219.318253064,39,0,0,0,0,3,0,0,10,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.3647959183673469,0.0,0.0,0.054945054945054944
0xa344ee57529afced46da32bdfc062ba79bd5bf64,146.166667,8,18,65492.65,19,165,23.61797692,142.010010688,123,0,0,0,0,4,1,0,9,0,1,0,1887.99,8,28.0,2.0,19.0,13.0,-3.2603236607142856,0.0,0.007401315789473684,0.021634615384615384
0xbf957b60febe568a594a75b3d517dba32f59bdd5,11.166667,5,16,5331.13,12,142,34.617727273,118.35271107,12,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.48979591836734687,0.0,0.0,0.12087912087912087
0xffceed3c607865545bd8d6c08763daf9060f724a,21.333333,6,11,17896.58,10,157,40.126860987,113.501362833,22,0,0,0,0,3,1,0,8,0,1,0,842.86,-1,28.0,2.0,19.0,13.0,0.1813186813186813,0.0,0.03643724696356275,0.08875739644970415
0x53f4235dde0aec06982f2a9a3ca414c539a15678,50.5,10,18,14912.3,13,165,17.710570071,51.531232912,34,0,0,0,0,12,2,0,10,0,0,0,0.0,10,28.0,2.0,19.0,13.0,-0.15178571428571427,0.0,0.03728070175438596,0.019230769230769232
0xdebbb6677d26d752546099ffaf3893345302d35e,78.5,3,12,2005.89,12,143,1.792573727,12.227342125,34,0,0,0,0,72,0,0,10,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.068733153638814,0.0,0.0,-3.082728592162554
0x059d3506c0a01ac086b35a7b874d9b6e412e2559,139.833333,8,17,13812.18,18,149,5.827924051,35.929968924,109,0,0,0,0,7,0,0,5,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-2.7182881773399017,0.0,0.0,0.02785145888594165
0xfba28ea9a6ff815d782feb79fdd4baabcaa31d9c,70.833333,7,49,31864.15,20,174,37.094470314,88.334985943,40,0,0,0,0,7,14,0,11,0,6,0,811.0,10,28.0,2.0,19.0,13.0,-0.2810304449648712,0.0,0.060396893874029335,0.05296343001261034
0xd60aaad83453a2aa1af5c5152614ca717475993f,24.333333,5,9,17453.86,11,144,37.057027601,111.308225873,21,0,0,0,0,31,0,0,14,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.10096153846153846,0.0,0.0,-0.8254437869822485
0xcb8bd45c2a21d129ec7b944740c4acea641975b8,140.166667,3,10,23549.17,10,151,8.40141634,39.603782759,131,0,0,0,0,2,0,0,13,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-3.6232545649838883,0.0,0.0,0.012724117987275881
0x65d100b119ad058cb4c22b637f069285f9e2dce0,77.166667,6,20,51678.94,13,173,33.999302632,96.962323761,64,0,0,0,0,98,1,0,7,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.504820333041192,0.0,0.005812076202776881,-3.9310995752713542
0x3f95a84dfa080af4df26ce5fda2d0dcf53ffc66d,148.5,5,14,76407.64,14,152,37.109101506,209.316807123,73,0,0,0,0,9,0,0,33,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-1.4307491289198606,0.0,0.0,0.03377110694183865
0x0c0b7a676a0fb971537e4f9f70bbb7dbd91f264b,216.5,4,13,7087.59,12,148,1.868597416,17.657402973,114,0,0,0,0,5,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-2.9423769507803126,0.0,0.0,0.02585649644473174
0x2a6320bc4ac217f4d59f828edb5852d502ff6bfa,66.333333,7,27,43617.28,15,180,43.836462312,72.175435326,46,0,0,0,0,5,0,0,7,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.5798319327731093,0.0,0.0,0.06033182503770739
0x4d929c8557ba38002197cfb31b148acbeb282e26,298.166667,7,28,115885.37,17,142,22.217287193,193.057163171,205,0,0,0,0,31,0,0,11,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-5.491071428571429,0.0,0.0,-0.18187744458930902
0x80dbe65eb6558321714d2b9582fe8313539bbe97,53.666667,5,16,27145.15,12,151,31.860504695,62.496821723,39,0,0,0,0,3,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.3647959183673469,0.0,0.0,0.054945054945054944
0xe1608d49c6c858a57b9bf323aa04aff8512c0ff9,75.0,6,29,22901.85,13,162,17.794755245,53.572006707,50,0,0,0,0,4,1,0,15,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.7142857142857143,0.0,0.01722488038277512,0.050349650349650346
0x3750b831d894c098c2c35feac048c40d533c8703,99.0,7,22,15045.01,16,172,11.013916545,51.268842275,52,0,0,0,0,91,3,0,11,0,2,0,139.94,10,28.0,2.0,19.0,13.0,-0.30528375733855184,0.0,0.017303532804614274,-3.7397260273972606
0xf75c6f82f9f8c2bc041985ec8e1fd43186cacade,40.833333,3,11,20901.5,13,150,36.92844523,171.344273226,21,0,0,0,0,6,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.19444444444444445,0.0,0.0,0.11965811965811965
0x75d46d7cbbafdbf6ae69cf18b008db86b5685ea9,44.5,4,11,57423.09,12,154,54.019840075,169.473082757,59,0,0,0,0,12,0,0,20,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.9200201207243461,0.0,0.0,0.013001083423618635
0xc6c4ead9a71ad10cf8a4af5275d9d56769459a41,8.333333,4,9,2217.6,11,143,20.344954128,45.045997075,4,0,0,0,0,11,0,0,2,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.22857142857142856,0.0,0.0,0.11282051282051282
0x2b8c64970c8b4c727e717d22ff892c8be1376c9f,48.166667,5,18,25073.86,14,146,34.824805556,128.924398734,31,0,0,0,0,38,0,0,13,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.04813664596273291,0.0,0.0,-1.0590858416945375
0xffbf51b034b3bfcbd2cb828e0f3d11cfa70f33f8,4.0,3,8,3345.11,7,117,37.167888889,67.222101714,10,0,0,0,0,4,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4591836734693878,0.0,0.0,0.1978021978021978
0xd1c1975d5a70c71454db388bfbbf4d9966bf23c4,37.0,6,10,9099.45,10,149,12.655702364,16.192561052,34,0,0,0,0,1,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.20816326530612245,0.0,0.0,0.026373626373626374
0x044ef01ef4e11d71f987e4a1366e865d9f5f08a8,22.166667,3,10,5613.08,11,130,15.811492958,51.364812949,13,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4642857142857143,0.0,0.0,0.11282051282051282
0xa670f55275ff33f73d262f62b052d708205a474e,16.833333,3,13,3408.95,14,157,16.62902439,70.722718005,7,0,0,0,0,4,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4772727272727273,0.0,0.0,0.2517482517482518
0x85dd1de04896620eb730b9adf8b9e2ffd8ac9550,39.666667,3,9,49495.86,9,155,58.16199765,411.359141771,40,0,0,0,0,9,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.3498542274052478,0.0,0.0,0.05651491365777081
0xd9e2373dcc1817ac3afafcb52df8e4672fd83156,5.666667,5,15,8620.29,13,114,175.924285714,174.642120361,6,0,0,0,0,3,1,0,2,0,1,0,423.62,-1,28.0,2.0,19.0,13.0,0.4714285714285714,0.0,0.09473684210526316,0.23076923076923078
0x639de2c42afae49e70533f1571107c3cb4de1376,25.833333,3,8,18237.52,10,138,49.424173442,141.626780384,17,0,0,0,0,15,0,0,4,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.20870535714285715,0.0,0.0,-0.07211538461538462
0x256473e9f4315e87ba78945e1bbf27422a425217,22.0,3,8,58683.73,8,110,87.981604198,166.364397629,49,0,0,0,0,26,0,0,50,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.49,0.0,0.0,-0.3466666666666667
0x4965d5ad677aa24c74c2e9da3b393eb25044bfbb,29.333333,3,9,2725.24,9,117,4.225178295,13.363913605,30,0,0,0,0,5,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.06122448979591836,0.0,0.0,0.08791208791208792
0x7f25e9664160e289e7365fd5503c71f11c2a27dd,7.666667,3,8,1773.18,11,120,14.900672269,37.285457744,4,0,0,0,0,8,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.2857142857142857,0.0,0.0,0.2564102564102564
0xd8a98aa8d56203a2accdffaba781a2b5b22be1f9,36.833333,6,23,10002.3,14,121,27.254223433,41.849660518,9,0,0,0,0,10,0,0,25,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.32142857142857145,0.0,0.0,0.1214574898785425
0x6dfab811b1f4632161df6f39519a8b2ab4d22629,110.666667,7,16,14315.93,15,123,6.422579632,35.498906437,96,0,0,0,0,3,0,0,6,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-2.3549783549783547,0.0,0.0,0.023310023310023312
0x3dccf472a9285686f4993ba556dc7000456032a9,35.166667,3,11,2985.95,12,139,5.32254902,17.820280044,25,0,0,0,0,4,0,0,4,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.09236453201970442,0.0,0.0,0.09549071618037135
0xe1862fa05f0d3dd0eb95dd61785b2b1cf31a1c70,61.666667,3,19,26570.23,11,147,30.124977324,51.801862017,40,0,0,0,0,8,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.35714285714285715,0.0,0.0,0.0641025641025641
0x0d44f21a501054436afd3b441c857edf62445026,26.0,3,10,12596.71,9,97,24.747956778,40.931176427,28,0,0,0,0,3,0,0,2,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.07444168734491316
0xb2ecba5135b86d11bdf3d26dcded12702dc7d821,52.833333,17,16,1970.26,13,129,3.188122977,24.909503646,13,0,0,0,0,16,0,0,32,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.2401477832512315,0.0,0.0,-0.1273209549071618
0xe4078951943a283074c4593012408976dcd55dd5,60.5,4,12,22020.85,14,141,24.631823266,116.323349504,37,0,0,0,0,14,1,0,4,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.22870879120879123,0.0,0.018218623481781375,-0.020710059171597635
0xfc98bf410ce66f4a0a3e354749c484c4b5843876,3.0,5,9,10653.49,8,89,150.04915493,246.524165388,5,0,0,0,0,2,3,0,2,0,3,0,926.0,10,28.0,2.0,19.0,13.0,0.4107142857142857,0.0,0.2526315789473684,0.16923076923076924
0x9d5eca6b9b9c848d9731a44f36af305ac3ca6997,54.333333,3,9,12094.25,9,84,9.64453748,21.711599963,61,0,0,0,0,74,0,0,2,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.5325396825396825,0.0,0.0,-2.572079772079772
0x16d89d4e4fe52a763e9fc8d67b6795e961eb899a,17.833333,5,12,48465.69,10,106,436.627837838,627.710055307,4,0,0,0,0,2,0,0,4,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.5714285714285714,0.0,0.0,0.28205128205128205
0x6b81f66e7c2bdbc2099bd0261f9b9eea8e8ad826,10.666667,5,12,58848.5,14,112,218.767657993,548.558813384,15,0,0,0,0,4,3,0,8,0,2,0,1047.35,10,28.0,2.0,19.0,13.0,0.31655844155844154,0.0,0.11483253588516745,0.1258741258741259
0x8bb5c31e75e6d3078148dddf5ae10fba70bc2524,32.833333,7,13,542283.51,13,60,389.291823403,2984.625951978,93,0,0,0,0,6,1,0,8,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-2.1589285714285715,0.0,0.009473684210526315,0.03230769230769231
0x2d300cb0d389a4669baa1da7d7030ca51aa7757d,33.5,5,11,5304.6,10,70,10.008679245,13.48526478,17,0,0,0,0,5,0,0,6,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.30357142857142855,0.0,0.0,0.13986013986013987
0x89a88a7cbb0f1ccffbd80785ff488225584cf89f,24.0,9,14,22940.31,14,91,63.196446281,253.227778486,20,0,0,0,0,3,1,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.23809523809523808,0.0,0.039473684210526314,0.09615384615384616
0x547dab82817bdeaed933da6aac7c0e5e6c855364,34.666667,6,11,10701.44,10,69,19.563875686,144.112665533,22,0,0,0,0,5,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.1746031746031746,0.0,0.0,0.11396011396011396
0x6fabfaab14e41bf8d5e83ab9d25f68e96a077ec6,12.833333,5,14,3205.69,12,141,15.637512195,21.398417998,8,0,0,0,0,3,0,0,2,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.5194805194805195,0.0,0.0,0.2097902097902098
0x4c0540de1e37bcaf4ad8a20410494d4da2795dc3,17.333333,3,7,94676.43,7,66,308.39228013,819.91631875,16,0,0,0,0,2,0,0,17,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.38095238095238093,0.0,0.0,0.09401709401709402
0x33a5e94cceca049f78500370fc164c22cc0351e5,5.166667,3,13,3689.37,11,74,105.410571429,120.749386202,1,0,0,0,0,5,0,0,3,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.1607142857142857,0.0,0.0,0.5128205128205129
0xe3ec68ebbd64a4883f3ca3580485adfb40a6b297,78.0,7,12,237794.0,12,92,123.529350649,881.625431696,101,0,0,0,0,43,1,0,13,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-1.8160098522167487,0.0,0.006533575317604355,-0.6843501326259946
0x8b4c8f0ec8932c0f12c8892de980b04ad13981c4,4.0,4,16,4275.53,10,110,356.294166667,257.500440403,4,0,0,0,0,1,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.6857142857142857,0.0,0.0,0.18461538461538463
0x79cc5c9cf6a41a585621277a6afd4fb79022243f,14.166667,3,16,23309.4,13,82,202.690434783,329.655673539,8,0,0,0,0,3,0,0,12,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.5194805194805195,0.0,0.0,0.2097902097902098
0x929f07b776a26f605e266a3d0e9d138e53c550da,2.833333,3,11,6586.85,9,22,253.340384615,584.600701475,2,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4642857142857143,0.0,0.0,0.4230769230769231
0xfb63bef5e9174c4b79e32d32ff1f3c671df1aa53,24.666667,6,13,25031.28,13,139,65.698897638,187.319454726,14,0,0,0,0,9,0,0,4,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.30434782608695654,0.0,0.0,0.12040133779264216
0x860c5edcd3490dc57bf0e36f72b99da6291802c9,11.833333,3,9,8251.41,10,143,92.71247191,201.769669825,2,0,0,0,0,21,0,0,1,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.08074534161490683,0.0,0.0,-0.5618729096989966
0xfc67634b177461cff98cf4cd192f91b1072c4043,9.333333,4,8,1760.87,9,89,10.937080745,26.763172124,10,0,0,0,0,13,0,0,9,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.27950310559006214,0.0,0.0,0.0
0x9138b9d983216d0400f493d4b51c1695e5bf142d,21.666667,8,27,11073.0,16,181,37.663265306,49.441382604,8,0,1,0,0,4,1,0,15,0,1,0,2.5,7,28.0,2.0,19.0,13.0,0.40816326530612246,0.03571428571428571,0.06766917293233082,0.1978021978021978
0x263972174f2dab2c4820e292635d06b1910685b7,42.0,6,14,56137.33,16,142,72.155951157,232.753169357,38,0,0,0,0,5,0,0,8,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.31561461794019935,0.0,0.0,0.07155635062611806
0xec3e308ed74d385cbf89aca2afe5fcc591949a2e,24.5,3,10,4941.35,11,102,14.662759644,16.041093717,17,0,0,0,0,13,0,0,6,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.2226190476190476,0.0,0.0,0.0
0xe4560579c61d453b0535bdfc53d28973961016f0,15.666667,4,12,5119.33,11,63,24.034413146,57.559005979,9,0,0,0,0,13,1,0,5,0,1,0,318.72,8,28.0,2.0,19.0,13.0,0.26552795031055904,0.0,0.041189931350114416,0.0
0x973247f59d9ebaa0fa9cc36931e37b3061b4012d,9.0,3,12,16120.06,11,74,194.217590361,1117.926809637,3,0,0,0,0,4,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.3826530612244898,0.0,0.0,0.3956043956043956
0xd97fa2a7f216b2c461a10f32dff921451a4daf0d,6.5,3,10,6099.03,11,89,81.3204,368.021407553,3,0,0,0,0,4,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.3826530612244898,0.0,0.0,0.3956043956043956
0x40b97a7ce970c5e8d239d793ab0a25acdcf272d9,23.833333,5,16,2100.07,14,74,4.430527426,21.690375161,23,0,0,0,0,13,2,0,5,0,0,0,0.0,10,28.0,2.0,19.0,13.0,0.1080827067669173,0.0,0.047091412742382266,0.0
