WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD,cluster_label,DEX_EVENTS_MEDIAN,CEX_EVENTS_MEDIAN,BRIDGE_EVENTS_MEDIAN,DEFI_EVENTS_MEDIAN,DEX_EVENTS_WEIGHTED_DIST,CEX_EVENTS_WEIGHTED_DIST,BRIDGE_EVENTS_WEIGHTED_DIST,DEFI_EVENTS_WEIGHTED_DIST
0xe247da23161f6dfb28d81fcadcdb26424c2eb560,3.0,3,10,7973.78,7,51,124.5903125,206.021108142,4,0,0,0,0,1,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.6857142857142857,0.0,0.0,0.18461538461538463
0x00e5bd0472751bbab5e1004f3eaf2c37a57df314,63.5,7,11,909358.99,12,58,1337.292632353,2449.727134507,18,0,0,0,0,41,1,0,23,0,0,0,0.0,8,28.0,2.0,19.0,13.0,0.10714285714285714,0.0,0.015789473684210527,-1.4717948717948717
0xd9dffe4d047a8868f606fcaa733507db25e8ccc3,3.333333,3,9,3554.78,9,46,131.658518519,123.439238695,1,0,0,0,0,5,0,0,3,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.1607142857142857,0.0,0.0,0.5128205128205129
0xd96cd63527573bad8936fa8420293061b0b823d2,79.166667,5,29,35637.38,14,73,43.673259804,173.596628256,3,0,0,0,0,67,0,0,74,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.03826530612244898,0.0,0.0,-3.9758241758241764
0xa3371783dfbe6792e2966759a0f7a52feab25308,1.5,6,7,22.91,4,103,1.636428571,1.311191427,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x2fa76252189df446ef2e482b20cc1cc4ac2cd332,15.666667,4,9,7611.72,8,153,47.57325,82.740049066,3,25,0,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.8928571428571429,0.0,0.0,0.0
0x11cbea6a3f0fa60cbee24175a478925524c7ac6e,7.333333,5,15,1616.72,8,102,37.598139535,47.278177337,0,0,0,0,0,0,3,0,8,0,2,0,24.22,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8421052631578947,0.0
0x96d5e18539e4b08dfa5ee74e194d794e03408602,2.333333,4,7,6652.8,5,139,604.8,659.683648053,0,0,0,0,0,0,1,0,6,0,1,0,205.6,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xd4c766c2b7031d8b161f88125717251c09c36ac0,16.833333,2,7,73367.08,6,54,231.441892744,447.618577752,0,13,0,0,0,0,2,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8947368421052632,0.0
0x211762ea968fe458b585aae5052ce8c298fb2d43,104.166667,6,6,382919.49,6,63,174.212688808,539.875636399,0,34,0,0,0,0,0,0,0,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x7785b45aa36b16d04eee87aa4f423e33948a2330,7.166667,10,7,37578.53,7,32,230.543128834,513.309533479,0,5,0,0,0,0,2,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8947368421052632,0.0
0xffe05a8a8f1b4e7e7d61291e1692cb8393d68cf2,18.666667,5,18,9448.76,13,161,116.651358025,144.923749681,0,0,1,0,0,0,1,0,27,0,1,0,99.7,5,28.0,2.0,19.0,13.0,0.0,0.25,0.47368421052631576,0.0
0xc6eef5355ed4eec26d1db275752b8e8b46d93e62,1.666667,3,7,281.0,2,115,93.666666667,121.989629705,0,0,0,0,0,0,1,0,2,0,1,0,14.99,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x5c04b19f5c9372ea6f2c784c631447d5faa4ec4e,5.333333,6,17,983.59,13,155,32.786333333,24.869303768,0,0,3,0,0,0,2,0,2,0,0,0,0.0,7,28.0,2.0,19.0,13.0,0.0,-0.3,0.35789473684210527,0.0
0xab256c5a309177515cd5e33af4581dc778d0a1fa,5.5,3,13,9088.85,7,134,504.936111111,484.331952546,0,0,0,0,0,0,1,0,8,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xda1f6d6aa15528046937d40b5c8278608040e8ec,10.0,4,14,5438.06,10,109,110.980816327,126.072285094,0,0,0,0,0,0,0,0,16,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xc91cbd0f2dfbc6e91eb027c1588a7c6f0071b089,3.5,1,7,5.02,5,64,5.02,0.0,0,0,0,0,0,0,1,0,2,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x011dcaf698e5a07a32ff358764d9323f8cdc6a8f,20.5,3,38,2211.77,11,93,27.305802469,26.027583605,0,0,0,0,0,1,0,0,55,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.9230769230769231
0xcd0ea0c2ea0c4edf8bdd0043dfb4c4e63d9d4842,10.5,1,11,2442.7,7,93,122.135,133.92481807,0,0,0,0,0,0,0,0,13,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xb344a2f45955b861f0f54aee42487a0e881af5d4,28.833333,6,21,56573.43,5,115,135.020119332,225.317530511,0,0,0,0,0,0,1,0,61,0,1,0,0.85,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x34372d45a880260ba60d46abc477632a3bc5aba8,4.833333,3,7,1314.28,7,76,19.327647059,27.05954649,0,0,0,0,0,5,0,0,3,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.6153846153846154
0x1a5097231a360087a3974d7e1b188e3b9f6effd6,5.333333,4,12,2482.77,8,45,73.022647059,46.019304026,0,0,0,0,0,0,0,0,11,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xb30b951c509c89ee81988a070b8de8986dc63f92,6.5,5,14,7036.03,7,17,226.968709677,260.866911387,0,0,0,0,0,5,1,0,1,0,1,0,7.72,3,28.0,2.0,19.0,13.0,0.0,0.0,0.15789473684210525,0.5128205128205129
0x01fb33c75f128ca402fdc9e2f95485b48cde10f5,3.666667,8,9,1423.94,6,23,54.766923077,26.230008031,0,0,0,0,0,0,0,0,6,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x1cab188e30264a4fd738e26cc082dce2d1dbf61b,5.166667,4,9,15273.61,9,27,347.1275,240.556759416,0,0,0,0,0,6,1,0,2,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.0,0.0,0.13533834586466165,0.4615384615384615
0x53078d464cbfb10c3a817a794902e0ed95c40de6,1.166667,1,7,160.28,5,31,80.14,13.6,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x3e6892b5008f04a4414a64bdb6486ddacab950f7,2.833333,4,12,899.17,8,66,74.930833333,39.87205192,0,0,0,0,0,3,1,0,1,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.0,0.0,0.23684210526315788,0.576923076923077
0xa4026ce85b1c763799111e87cb0347b8e1fdfaa2,16.333333,6,18,1958.68,20,172,31.09015873,55.110439609,0,11,0,0,0,2,3,67,1,0,2,0,36.54,10,28.0,2.0,19.0,13.0,0.0,0.0,0.5052631578947367,0.3384615384615385
0x7072ed2caa2bdec9fb9c1d92bf5cb9bb4c5b3a3f,32.0,4,35,133.21,7,181,4.440333333,3.135080524,5,0,0,0,0,0,2,0,0,0,0,0,0.0,11,28.0,2.0,19.0,13.0,0.5867346938775511,0.0,0.2556390977443609,0.0
0x5ebae69e3d69aaf3ea76e4c0487f203a739209ce,6.333333,3,11,3444.57,4,177,67.540588235,101.727996444,0,0,7,0,0,0,1,0,0,0,1,0,10.0,7,28.0,2.0,19.0,13.0,0.0,-2.1875,0.11842105263157894,0.0
0x8bef3316e3f658f3ec67573e5274386cba1e2f7b,24.5,2,15,9376.88,1,57,137.895294118,222.452465646,0,0,4,0,0,0,0,0,0,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.0,-1.0,0.0,0.0
0x0e3f6baa9dfdaa0474528b1273fd0b5653e09c2c,8.166667,1,11,1060.0,11,25,66.25,241.120431527,0,0,0,0,0,0,3,0,0,0,2,0,1018.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8421052631578947,0.0
0x61bb46a703f6fd4c845b00c2d2678c75b488c6e3,8.833333,6,7,127.23,7,77,5.783181818,6.348806893,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xfc3e9d0c2774eb834dc76c7ae2894ee5d8dd7f13,11.5,4,10,31.96,10,123,0.8637837838,3.602335842,0,0,0,0,0,0,2,0,0,0,1,0,0.19,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8947368421052632,0.0
0xbe2e5b550acd0c6610a90fcc2d530dffca11ad51,12.833333,6,7,3778.86,4,176,89.972857143,170.685842807,0,0,0,0,0,0,5,0,0,0,5,0,685.27,4,28.0,2.0,19.0,13.0,0.0,0.0,0.7368421052631579,0.0
0xa155666e0d7190c791981b76d7b7c1df7f058a50,2.5,7,14,20604.58,7,31,1030.229,889.945292245,0,0,0,0,0,1,2,0,0,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.0,0.0,0.5964912280701754,0.3076923076923077
0xceca3708e102ec2cf68cdb43f1d622ab9c405007,21.0,3,16,10448.62,5,56,124.388333333,197.022135829,0,0,0,0,0,0,1,0,0,0,1,0,104.68,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xbbda3323dc69215a5a97e82a6472b32775be0552,21.833333,1,8,12.0,8,178,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x6e567a4be4395ad7ff8d7729e9bd01be4fe74437,24.0,2,15,28099.38,5,67,267.613142857,301.209084702,0,0,0,0,0,0,2,0,0,0,1,0,3.9,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8947368421052632,0.0
0x053f8b884348aa7648066e4bc6e2d10a072e57d9,22.5,4,15,12736.26,4,56,138.437608696,195.390264367,0,0,0,0,0,1,1,0,0,0,1,0,129.44,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.47368421052631576,0.46153846153846156
0x632e7506a21aae4807bd65a112c5eea64fa5453f,17.833333,5,11,16035.07,13,68,84.841640212,394.308757275,7,0,0,0,0,2,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.5833333333333334,0.0,0.0,0.18803418803418803
0x7d35d30554e84c41727ac0726d1e9d7b2e87ab94,70.5,7,14,18819.58,14,144,16.322272333,98.758682509,50,0,0,0,0,7,1,0,4,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.6773399014778324,0.0,0.016333938294010888,0.0557029177718833
0xaddb5289fd0c1468d112c892a90f77a1d66f8426,53.0,5,14,199817.28,15,175,199.617662338,944.741919348,53,0,0,0,0,16,0,0,10,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.6858178053830228,0.0,0.0,-0.053511705685618735
0x94a22a06b70a4b6f6507caace2be6b8dfb894847,48.5,3,10,272957.64,10,126,116.004096898,863.263687321,170,0,0,0,0,1,0,0,7,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-5.041771094402673,0.0,0.0,0.005398110661268556
0xf2bca1ddf2f18860495f13fdc696465e4ba64d60,63.333333,3,15,22296.98,13,171,20.051241007,72.849221876,44,0,0,0,0,5,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.5131195335276968,0.0,0.0,0.06279434850863423
0x87119dd7113d78b42203dc53540cb3c3efa82dfc,71.0,6,16,57815.48,14,145,56.905,386.633887392,33,0,0,0,0,8,0,0,12,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.1437282229965157,0.0,0.0,0.075046904315197
0x857169a24911efb16cbaf9404130e0122c5b4e17,9.666667,3,9,900.42,9,122,5.885098039,9.381798267,7,0,0,0,0,2,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.5833333333333334,0.0,0.0,0.18803418803418803
0x22b8a085cb6a9a87ce88af40aa1f45eb7b77a727,13.833333,5,13,2077.95,15,130,11.874,31.290402216,5,0,0,0,0,7,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.34226190476190477,0.0,0.0,0.2692307692307693
0xc239015725022fb8b7b7bab7bed17dedbf33966d,20.833333,7,18,60472.14,16,145,172.777542857,411.25538074,16,0,0,0,0,3,3,0,5,0,3,0,4065.0,10,28.0,2.0,19.0,13.0,0.3116883116883117,0.0,0.11483253588516745,0.1048951048951049
0x920de22a9c172e0f957de101ce17c90083d075f2,84.166667,6,18,34913.64,17,125,27.95327462,111.783490552,53,0,0,0,0,4,1,0,4,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.8158866995073892,0.0,0.016333938294010888,0.04774535809018567
0x3cc70ddb6d797ecb48de63c0548ef014b9a2ff24,27.166667,12,19,18324.24,16,135,29.941568627,86.690965816,24,0,0,0,0,7,0,0,6,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.11059907834101382,0.0,0.0,0.10421836228287841
0x3473153836c2a66b01e0153537c0b1fee2ec96dc,36.0,4,14,136913.43,14,152,492.494352518,2289.366319386,12,0,0,0,0,78,0,0,16,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.07619047619047618,0.0,0.0,-4.333333333333334
0xd3bd08c39b436bc6be9a240df2008b4d85731221,6.666667,5,14,4226.65,9,37,103.08902439,430.077787801,2,0,0,0,0,2,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4642857142857143,0.0,0.0,0.4230769230769231
0xa26eba20777c98cdbfe7e0cf47949b2a4ec29f31,82.333333,3,10,1218174.83,11,151,344.896610985,2098.141968961,253,0,0,0,0,11,0,0,47,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-7.7008928571428585,0.0,0.0,0.00641025641025641
0x8ba9f75164731be37b66d3e0a3dcf0ac17bdcd4e,9.0,4,10,1362.64,11,109,13.904489796,32.051423099,6,0,0,0,0,7,0,0,4,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.3626373626373626,0.0,0.0,0.2485207100591716
0x4c806bcabdf4af6d7408c13736153fc3c8916fb3,33.0,8,19,24698.27,13,114,45.737537037,171.859451388,25,0,0,0,0,3,5,0,8,0,4,0,548.0,10,28.0,2.0,19.0,13.0,0.08116883116883117,0.0,0.11164274322169059,0.06993006993006994
0xef86d2b42e799400bee1dc03bd1faf0cf4724ed9,12.333333,3,11,3651.86,13,149,25.899716312,41.232664837,6,0,0,0,0,22,0,0,1,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.1683673469387755,0.0,0.0,-0.5439560439560439
0x5dbd88dfbc7f6d6df04c74d7ed9800ff829031d7,5.333333,3,8,2228.26,11,153,28.938441558,53.143145434,3,0,0,0,0,9,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.22321428571428573,0.0,0.0,0.23076923076923078
0x08804508ef62b003e1713aecdbf0eb109a3c36ec,14.166667,3,10,10977.54,10,161,60.986333333,145.750238635,9,0,0,0,0,7,0,0,7,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.3816964285714286,0.0,0.0,0.20192307692307693
0xb0f7032b06c9a18921eb254427126e52c4c529df,23.0,5,13,15816.52,13,113,39.344577114,152.666229396,19,0,0,0,0,3,0,0,6,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.2775974025974026,0.0,0.0,0.1048951048951049
0x044799cff236f9a1097a819b9a40100e1b181f26,8.5,3,8,860.39,10,122,6.721796875,14.920179468,5,0,0,0,0,3,0,0,2,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.5133928571428571,0.0,0.0,0.2884615384615385
0x1a3965ef723403043cfd7d08ca364957327c2276,2.5,8,11,32111.44,8,55,1146.837142857,869.371965657,2,0,0,0,0,1,0,0,4,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.6190476190476191,0.0,0.0,0.3076923076923077
0x143a0e197b9bea64d4bff710421c85eae91fda55,53.166667,7,14,15942.84,14,108,34.065897436,69.506348411,2,0,0,0,0,66,1,0,9,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.026915113871635612,0.0,0.013729977116704805,-3.899665551839465
0x9b7d0a854a16e048c8845b4542b0d8b4aa673b18,8.0,3,7,42084.93,7,76,1315.1540625,1698.67115232,2,0,0,0,0,14,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.11607142857142858,0.0,0.0,-0.06730769230769232
0x4bd9951f7cc27ff8b2afe0b3458d74aff1109aae,46.333333,5,12,13483.97,13,98,17.718751643,65.538873234,38,0,0,0,0,5,0,0,8,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.31561461794019935,0.0,0.0,0.07155635062611806
0x1afbfe8b37f97effe6d788a970eea3229f61ba3f,27.5,3,10,2549.42,9,104,4.418405546,14.41104092,25,0,0,0,0,3,0,0,1,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.09566326530612244,0.0,0.0,0.08241758241758242
0x7b6de9ad2377d20e142180268d55e6715fb4e6d1,187.5,8,21,83951.85,14,140,23.621792347,229.515219795,150,0,0,0,0,4,0,0,5,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-4.243970315398887,0.0,0.0,0.017982017982017984
0xd8013c420f73b5f5d3e01b2b0448af4e804c48f7,13.5,3,10,23469.51,10,101,171.310291971,870.712817733,7,0,0,0,0,8,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.35,0.0,0.0,0.20512820512820515
0xfaa3507f355ef71733deca90773dea5feea960e9,7.666667,9,11,13089.03,11,144,95.540364964,114.371799689,6,0,0,0,0,8,3,0,8,0,0,0,0.0,10,28.0,2.0,19.0,13.0,0.2773109243697479,0.0,0.14860681114551083,0.18099547511312217
0xd10500357c7a2ed87dde742d54cb1a209b3ccabe,24.333333,5,15,4427.04,12,122,12.195702479,13.086784924,13,0,0,0,0,7,0,0,2,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.3482142857142857,0.0,0.0,0.16153846153846155
0x162427a39133550e2788e78892b3e9b5273737cb,53.0,2,11,245.74,19,177,1.875877863,10.884105357,0,13,0,0,0,14,0,282,0,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.0,0.0,0.0,-0.07692307692307693
0x6cd40c2cd8042a4ae09a532531fe5482568c27d2,24.833333,4,11,7481.4,11,140,21.314529915,29.174635517,17,0,0,0,0,5,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.30357142857142855,0.0,0.0,0.13986013986013987
0x8967dfb01f70939b9276d75636fe0501e2c5ae6e,24.5,6,13,37856.09,14,123,91.883713592,262.261270019,26,0,0,0,0,7,0,0,5,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.05627705627705627,0.0,0.0,0.0979020979020979
0xa0ba0fa195e9cb04aeba594420ff5f7bb92dc798,61.166667,4,18,9621.54,15,85,10.368038793,18.409460866,32,0,0,0,0,6,0,0,2,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.12030075187969924,0.0,0.0,0.08502024291497975
0xaa379809c4d21cdd0dca5c4fb27d3debc3272d8d,20.833333,3,10,11894.58,10,62,31.384116095,59.623443052,13,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4642857142857143,0.0,0.0,0.11282051282051282
0xe1319cd72ed6e664de55dc3b25a2362758d7e917,144.5,7,71,106941.78,16,95,50.183847959,451.59938735,84,0,0,0,0,2,0,0,6,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-1.9534883720930232,0.0,0.0,0.01967799642218247
0xa1be8b29ad5c4e6779ae0bf22cf0fdb528101341,14.0,6,9,3445.94,9,84,21.140736196,27.088483179,20,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.2597402597402597,0.0,0.0,0.07692307692307693
0xd3d41f3f940e779cf11464ace82196186eb0f723,5.166667,7,10,4324.24,11,83,59.236164384,134.224305228,5,0,0,0,0,3,1,0,4,0,1,0,1.0,-1,28.0,2.0,19.0,13.0,0.45634920634920634,0.0,0.10526315789473684,0.2564102564102564
0xd0c81fda6fa80837eccfb096443b0cdae2fe868a,3.5,6,10,140.94,11,89,5.8725,6.659303799,2,0,0,0,0,3,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.37142857142857144,0.0,0.0,0.46153846153846156
0xf94d6cf225fb36a5f1267202f93f8c7a0b0bd9b9,17.5,4,10,2224.93,11,142,7.946178571,8.258987055,11,0,0,0,0,3,0,0,1,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.47704081632653056,0.0,0.0,0.16483516483516483
0x6ed60c4b99caccedf41252cca2aeb094ca268973,34.0,4,10,18412.05,11,82,25.118758527,66.542773114,34,0,0,0,0,47,0,0,7,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.08994708994708994,0.0,0.0,-1.5175688509021843
0xba0489e8454c35fd74b4fef7c9c751709aaff578,3.333333,3,9,619.48,8,28,22.943703704,31.977558815,3,0,0,0,0,3,0,0,4,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.44642857142857145,0.0,0.0,0.38461538461538464
0x7f403f4c45cb30ce0607571406d03f02b6714230,4.5,3,8,2760.3,7,34,110.412,47.285623608,5,0,0,0,0,1,0,0,6,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.6845238095238095,0.0,0.0,0.15384615384615385
0xca7b9ff64904fc5bfa69734d995073889c73ff84,52.166667,9,16,34818.05,18,71,35.028219316,139.496239758,40,0,0,0,0,6,3,0,4,0,2,0,315.5,10,28.0,2.0,19.0,13.0,-0.3498542274052478,0.0,0.05155746509129967,0.06593406593406594
0xc9699998effb7297b8296885e8dcfc99473f7ab1,10.0,7,12,9307.98,13,80,54.116162791,106.568727182,15,0,0,0,0,3,1,0,5,0,1,0,65.91,-1,28.0,2.0,19.0,13.0,0.36654135338345867,0.0,0.04986149584487534,0.1214574898785425
0x6a46bbbb007b3797e1d61c01076edd6e9a457ebf,24.0,7,24,14614.99,16,69,66.431772727,199.590928287,9,0,0,0,0,30,1,0,12,0,0,0,0.0,8,28.0,2.0,19.0,13.0,0.15267857142857144,0.0,0.02368421052631579,-0.9807692307692308
0xf2c1169cc8070dc95969f764c244cf342f611c47,18.0,3,27,2556.23,11,68,17.271824324,42.163855599,7,0,0,0,0,10,0,0,11,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.3088235294117647,0.0,0.0,0.13574660633484165
0x57192a915c8a554e57f430574569a2407fc6b542,39.833333,5,19,38131.94,13,73,62.923993399,321.838256195,36,0,0,0,0,3,1,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.2571428571428571,0.0,0.02368421052631579,0.057692307692307696
0x10b96326423956e589988cacaa35c7958c39aa76,21.5,6,25,8726.16,13,70,23.20787234,70.031668439,22,0,0,0,0,6,0,0,16,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.1683673469387755,0.0,0.0,0.11538461538461538
0x194077c4e61aafa2753db396f90ccf28233a1941,17.333333,8,14,59412.39,15,61,144.555693431,444.423064821,20,0,0,0,0,6,0,0,5,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.21978021978021978,0.0,0.0,0.1242603550295858
0x0ac08b98eedecc60d3a3149e07ea46e9d83c8492,83.666667,7,19,22041.04,16,62,14.238397933,124.310510315,71,0,0,0,0,3,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-1.4734555984555986,0.0,0.0,0.031185031185031187
0xfdfbb0cc65745f2ec9d33b9b9460354032a9fd92,20.5,4,13,7496.07,12,82,20.205040431,90.279881517,15,0,0,0,0,3,0,0,6,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.3869047619047619,0.0,0.0,0.1282051282051282
0x73fa63365c29fc0ab482b08d3c9cc36c2e3ccc5a,11.0,6,11,3740.31,12,83,18.890454545,46.50279577,9,0,0,0,0,3,0,0,4,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.5089285714285714,0.0,0.0,0.19230769230769232
0xa555ed651258fb7ce386fb2afe2044bcd3fffaae,29.0,6,17,9990.92,16,61,21.625367965,82.144030588,16,0,0,0,0,4,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.34285714285714286,0.0,0.0,0.13846153846153847
0x421a13c550b62265b2664a6980777024b91af49f,4.833333,6,12,3931.05,13,39,51.052597403,72.787932003,4,0,0,0,0,4,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.42857142857142855,0.0,0.0,0.34615384615384615
0x77c6dcb243e277b819a4badcad2e7bae042cb205,7.0,3,10,215.59,11,137,2.694875,3.421792291,5,0,0,0,0,2,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.5867346938775511,0.0,0.0,0.24175824175824173
0xf2038c3b9796b918a6b74ae929e1fb4206a0f813,1.5,3,7,606.49,6,35,86.641428571,37.614231892,1,0,0,0,0,1,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.48214285714285715,0.0,0.0,0.46153846153846156
0xe2cb61fa992ee0b34525b120f76524ace6e795a0,13.666667,3,9,1074.81,10,131,7.961555556,34.466584566,1,0,0,0,0,4,0,0,8,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.19285714285714287,0.0,0.0,0.5538461538461539
0xe1127d1fff5bb0209304fe97d5ea0effe8f9ed3a,1.833333,3,9,190.74,8,89,8.67,8.347582666,1,0,0,0,0,2,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.3214285714285714,0.0,0.0,0.5641025641025641
0x3d0af813bbcf3e034b9bd34692162a79da850f27,85.166667,5,16,11078.21,13,69,7.011525316,14.569099666,86,0,0,0,0,4,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-1.9793650793650797,0.0,0.0,0.03076923076923077
0x98e90a02ed65e1e67895d3ab7f755cc7cf5432c0,4.833333,3,9,2181.56,9,39,55.937435897,57.209345333,3,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.5357142857142857,0.0,0.0,0.3384615384615385
0x98ecbf1b7a1e9dbb2953c2122484dc598bdaa16d,7.5,3,12,119.2,11,21,1.204040404,1.394417383,4,0,0,0,0,3,0,0,4,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.48979591836734687,0.0,0.0,0.32967032967032966
0x51c3b2abab91e52edfbfba30686c275f15ebafd8,57.666667,4,10,5359.09,11,43,4.514818871,49.551372384,53,0,0,0,0,3,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.8450255102040817,0.0,0.0,0.04120879120879121
0xa8fb74fe294589a0d9a08f27d3cd2e699b36a930,5.5,5,13,7186.76,13,55,156.233913043,282.392799033,1,0,0,0,0,5,1,0,4,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.1377551020408163,0.0,0.13533834586466165,0.4395604395604396
