DEX_EVENTS,CEX_EVENTS,BRIDGE_EVENTS,DEFI_EVENTS
1.791759469228055,0.0,0.6931471805599453,0.0
0.0,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.3513752571634776,0.0
1.791759469228055,0.0,1.5040773967762742,0.0
0.6931471805599452,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.6741486494265287,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,1.945910149055313,0.0
1.791759469228055,0.0,2.6390573296152584,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,1.8718021769015913,0.0
1.791759469228055,0.0,1.5040773967762742,0.0
1.791759469228055,0.0,3.0204248861443626,0.0
1.791759469228055,0.0,2.833213344056216,0.0
1.791759469228055,0.0,1.3862943611198904,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.5040773967762742,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,1.791759469228055,0.0
1.791759469228055,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,0.0,0.0
0.6931471805599452,0.0,0.0,0.0
1.791759469228055,0.0,1.0986122886681096,0.0
1.0986122886681096,0.0,0.0,0.0
1.791759469228055,0.0,0.6931471805599453,1.6094379124341003
1.791759469228055,0.0,0.6931471805599453,1.0986122886681098
1.791759469228055,0.0,0.6931471805599453,1.0986122886681098
1.791759469228055,0.0,0.6931471805599453,1.3862943611198906
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,3.1354942159291497,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.4423470353692043,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,3.0910424533583156,0.0
1.791759469228055,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,3.465735902799726,0.0
1.791759469228055,1.3862943611198906,1.5040773967762742,0.0
1.791759469228055,0.0,2.4423470353692043,0.0
1.791759469228055,0.0,1.791759469228055,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.995732273553991,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.9444389791664403,0.0
1.791759469228055,0.0,1.8718021769015913,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.0,0.0
1.791759469228055,0.0,1.8718021769015913,0.0
1.791759469228055,1.3862943611198906,0.4054651081081645,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.0149030205422647,0.0
1.791759469228055,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,1.791759469228055,0.0
1.791759469228055,0.0,2.525728644308255,0.0
0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.0986122886681096,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.4054651081081645,0.0
1.791759469228055,0.0,0.6931471805599453,3.1780538303479458
1.791759469228055,0.0,0.4054651081081645,0.0
0.8472978603872034,0.0,0.6931471805599453,0.0
1.6094379124341005,0.0,0.6931471805599453,0.0
0.0,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,0.6931471805599453,1.3862943611198906
1.791759469228055,0.0,0.6931471805599453,1.3862943611198906
1.791759469228055,0.0,0.0,0.0
1.791759469228055,0.0,3.839452312593311,0.0
1.791759469228055,0.0,2.6026896854443837,0.0
1.791759469228055,0.0,2.772588722239781,0.0
1.791759469228055,0.0,0.0,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
1.0986122886681096,0.0,0.6931471805599453,0.0
1.791759469228055,0.0,2.4849066497880004,0.0
1.791759469228055,0.0,1.252762968495368,0.0
1.791759469228055,0.0,1.7047480922384253,0.0
1.791759469228055,0.0,2.6741486494265287,0.0
1.791759469228055,0.0,0.6931471805599453,0.0
