DEX_EVENTS,CEX_EVENTS,BRIDGE_EVENTS,DEFI_EVENTS
0.0,0.0,0.0,0.0
0.09487645697250234,0.0,0.1974593367680337,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.09655950522507128,0.0
0.0,0.0,0.42210652111626296,0.0
0.5228787452803376,0.0,0.0,0.0
0.0,0.0,-0.02745581403030154,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.2523464629925454,0.0
0.0,0.0,-0.013973100356243684,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.2808200734149375,0.0
0.0,0.0,0.42210652111626296,0.0
0.0,0.0,-0.16050134713952832,0.0
0.0,0.0,-0.08857131908619094,0.0
0.0,0.0,0.4673608733024221,0.0
0.0,0.0,0.0,0.0
-0.4313637641589872,0.0,0.0,0.0
0.0,0.0,0.3450052452383096,0.0
0.0,0.0,0.3450052452383096,0.0
0.0,0.0,0.311573915534948,0.0
0.0,0.0,0.3450052452383096,0.0
0.0,0.0,1.0,0.0
0.32060163482536425,0.0,0.3868528072345416,0.0
0.0,0.0,0.577893478883737,0.0
0.3494850021680094,0.0,0.5,0.0
0.0,0.0,0.0,-0.16096404744368115
0.0,0.0,0.0,0.20751874963942182
0.0,0.0,0.0,0.20751874963942182
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,-0.2047130449182976,0.0
0.0,0.0,0.7336804366512111,0.0
0.0,0.0,0.06160651843049146,0.0
0.0,0.0,0.0,0.0
0.0,0.0,-0.18763388145926835,0.0
0.0,0.0,0.3450052452383096,0.0
0.0,0.0,-0.3315978167439449,0.0
0.0,-0.10130108543929005,0.2588134284704304,0.0
0.0,0.0,0.06160651843049146,0.0
0.0,0.0,0.311573915534948,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.7336804366512111,0.0
0.0,0.0,-0.15101400305526586,0.0
0.0,0.0,0.0,0.0
0.0,0.0,-0.1313062005176027,0.0
0.0,0.0,0.2808200734149375,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.7336804366512111,0.0
0.0,0.0,1.0,0.0
0.0,0.0,0.2808200734149375,0.0
0.0,-0.1460877245383954,0.373238496717641,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.22583816587483815,0.0
0.0,0.0,0.3450052452383096,0.0
0.0,0.0,0.311573915534948,0.0
0.0,0.0,0.02956981063341334,0.0
-0.14020473262420205,0.0,0.0,0.10189752354525308
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.6989700043360187,0.0,0.0,0.0
0.0,0.0,0.8442130422325259,0.0
0.0,0.0,0.0,-1.2924812503605783
0.0,0.0,0.8442130422325259,0.0
-0.14612803567823782,0.0,0.0,0.0
-0.4771212547196623,0.0,0.0,0.0
